PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,RR
0.94,0.81,0.3,0.2,2.19864683642066
0.91,0.87,0.34,0.25,1.95617365112353
0.95,0.85,0.3,0.25,1.98043711985083
0.89,0.88,0.33,0.22,1.98601635845495
0.92,0.78,0.29,0.27,1.95498388338378
0.95,0.8,0.31,0.18,2.33450753740578
0.92,0.84,0.25,0.29,1.75448900343839
0.95,0.84,0.35,0.15,2.46304233886891
0.95,0.83,0.27,0.3,1.81604015767744
0.91,0.83,0.26,0.22,1.97178299389768
0.97,0.85,0.33,0.24,2.09388703314226
0.93,0.87,0.29,0.2,2.06284176247117
0.95,0.85,0.23,0.24,1.89368022812701
0.89,0.85,0.24,0.23,1.84445641058269
0.93,0.83,0.33,0.31,1.8532687415049
0.92,0.78,0.26,0.18,2.22020546598154
0.93,0.85,0.29,0.22,2.02692008661108
0.93,0.84,0.29,0.21,2.07637529160124
0.93,0.75,0.3,0.25,2.10054689082439
0.9,0.82,0.25,0.3,1.72310181110817
0.94,0.82,0.29,0.21,2.12605552219017
0.94,0.77,0.38,0.22,2.34139627474315
0.92,0.78,0.24,0.23,1.99669326244037
0.91,0.82,0.31,0.23,2.0420546062301
0.91,0.87,0.32,0.21,2.04873304503378
0.85,0.76,0.3,0.26,1.91902288414939
0.91,0.78,0.3,0.19,2.23925874170069
0.9,0.87,0.29,0.28,1.7775106901962
0.94,0.78,0.23,0.29,1.82751885555618
0.88,0.86,0.26,0.16,2.08012921607298
0.97,0.8,0.23,0.35,1.69389411448535
0.93,0.83,0.24,0.3,1.73986616936322
0.87,0.82,0.31,0.23,1.97615381929344
0.9,0.79,0.3,0.16,2.32788266747136
0.92,0.83,0.25,0.25,1.87772426093099
0.96,0.83,0.34,0.19,2.31066695194085
0.9,0.83,0.19,0.19,1.92696194790601
0.89,0.82,0.24,0.21,1.95037856038752
0.93,0.92,0.3,0.26,1.82864897500861
0.94,0.86,0.36,0.22,2.14883939332279
0.92,0.85,0.23,0.23,1.87566009891203
0.93,0.8,0.4,0.14,2.66583025047001
0.92,0.8,0.31,0.2,2.20001357036233
0.94,0.8,0.34,0.28,2.01008309325968
0.92,0.83,0.29,0.27,1.88571420119306
0.95,0.88,0.24,0.34,1.61984211671346
0.93,0.88,0.24,0.34,1.59295844685943
0.93,0.79,0.25,0.22,2.0502747983408
0.92,0.84,0.24,0.16,2.14954285593441
0.91,0.8,0.22,0.19,2.04984047181669
0.94,0.82,0.37,0.26,2.09373439802473
0.89,0.84,0.37,0.2,2.18833417668281
0.92,0.9,0.28,0.25,1.834360440645
0.9,0.82,0.27,0.18,2.12983726260981
0.92,0.84,0.3,0.31,1.78076652504584
0.97,0.84,0.29,0.24,2.0414258722451
0.94,0.89,0.36,0.18,2.24319992157055
0.92,0.77,0.28,0.18,2.27917687814572
0.93,0.84,0.28,0.21,2.05855288240958
0.97,0.86,0.28,0.3,1.82392782782034
0.88,0.9,0.22,0.2,1.81375837346846
0.96,0.83,0.36,0.24,2.16019753821258
0.92,0.87,0.35,0.24,2.01877149803178
0.93,0.82,0.27,0.22,2.03832661531064
0.94,0.85,0.38,0.23,2.16466820088422
0.93,0.79,0.25,0.27,1.8893521668775
0.94,0.86,0.21,0.15,2.1305438798954
0.92,0.89,0.34,0.29,1.83341856813799
0.92,0.86,0.33,0.22,2.0645431920988
0.92,0.86,0.29,0.28,1.81928814633214
0.98,0.84,0.3,0.25,2.04197236173294
0.93,0.85,0.31,0.2,2.13102734422756
0.94,0.85,0.41,0.27,2.08271458553012
0.93,0.83,0.36,0.23,2.14623465531663
0.9,0.9,0.3,0.19,2.01741936924151
0.97,0.77,0.33,0.27,2.11779754097981
0.9,0.84,0.31,0.28,1.84639601840331
0.94,0.86,0.33,0.25,2.00018512270351
0.93,0.85,0.27,0.26,1.87045178256511
0.94,0.89,0.21,0.24,1.79168317536916
0.95,0.91,0.28,0.14,2.2314090314621
0.91,0.86,0.4,0.2,2.24152710969065
0.93,0.76,0.26,0.18,2.27778626676271
0.88,0.85,0.34,0.17,2.21191714202826
0.94,0.92,0.27,0.22,1.90760234618864
0.96,0.83,0.21,0.16,2.18281865119214
0.94,0.87,0.3,0.28,1.85199410958496
0.95,0.8,0.32,0.24,2.1230056058646
0.96,0.84,0.22,0.23,1.93737531659423
0.96,0.84,0.33,0.26,2.02896700648417
