PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,RR
0.96,0.84,0.19,0.16,2.34262189920978
0.91,0.84,0.2,0.24,1.96762122806694
0.92,0.85,0.17,0.2,2.05795509189454
0.96,0.9,0.19,0.26,1.90087830436635
0.91,0.85,0.2,0.17,2.19525216337447
0.97,0.76,0.13,0.27,1.99937124536994
0.92,0.81,0.15,0.2,2.09257442652079
0.97,0.78,0.16,0.18,2.34746850606278
0.92,0.91,0.13,0.26,1.73950884329201
0.92,0.83,0.17,0.19,2.12692791716716
0.97,0.79,0.17,0.23,2.14792785037317
0.93,0.84,0.19,0.24,1.98997433577667
0.91,0.85,0.14,0.27,1.78255955219723
0.95,0.78,0.19,0.2,2.27146350127083
0.94,0.87,0.2,0.22,2.04256456225988
0.91,0.89,0.14,0.23,1.84188373582489
0.93,0.84,0.15,0.3,1.7639968305882
0.95,0.9,0.25,0.25,1.99407828850927
0.94,0.81,0.16,0.27,1.91604138065552
0.93,0.85,0.16,0.2,2.06210848037817
0.88,0.85,0.17,0.13,2.24386512984698
0.92,0.92,0.09,0.22,1.77798680718236
0.95,0.79,0.18,0.23,2.12433060186952
0.94,0.78,0.2,0.23,2.15226053163173
0.91,0.9,0.19,0.31,1.69057429993794
0.91,0.84,0.22,0.22,2.06208088884934
0.92,0.83,0.11,0.18,2.06750573063201
0.95,0.84,0.18,0.21,2.11289895249727
0.91,0.86,0.19,0.23,1.95530512845001
0.96,0.86,0.2,0.14,2.40606476705356
0.94,0.84,0.19,0.25,1.97703879171943
0.96,0.85,0.14,0.29,1.81531765595377
0.92,0.79,0.21,0.27,1.97930623994349
0.91,0.84,0.16,0.22,1.97215354007894
0.92,0.85,0.18,0.23,1.9737962263214
0.95,0.81,0.23,0.19,2.32027109635462
0.91,0.79,0.2,0.26,1.97775753517239
0.89,0.75,0.16,0.16,2.32136665414244
0.89,0.82,0.15,0.16,2.16490336181151
0.94,0.88,0.23,0.31,1.81180660479171
0.93,0.8,0.17,0.21,2.12473492577922
0.95,0.83,0.15,0.21,2.0833109466709
0.9,0.84,0.23,0.23,2.02485225602702
0.93,0.86,0.18,0.26,1.88772866682938
0.91,0.84,0.17,0.21,2.02024568817892
0.98,0.76,0.19,0.19,2.4163244316518
0.94,0.83,0.17,0.26,1.93230944852914
0.96,0.81,0.21,0.22,2.19234878483092
0.98,0.87,0.17,0.21,2.1068034589631
0.96,0.8,0.12,0.35,1.69747917226552
0.93,0.8,0.19,0.16,2.35895322029941
0.95,0.8,0.15,0.24,2.02860639728077
0.94,0.82,0.19,0.28,1.91509951613708
0.95,0.84,0.21,0.22,2.12324013042898
0.95,0.9,0.23,0.3,1.82976976571467
0.94,0.79,0.18,0.33,1.80289794583916
0.92,0.82,0.21,0.25,1.99832170927455
0.92,0.84,0.16,0.25,1.8978922943639
0.92,0.88,0.22,0.21,2.05225021938072
0.95,0.8,0.19,0.26,2.02229686578896
0.96,0.79,0.14,0.26,1.98287351859957
0.96,0.87,0.13,0.23,1.94603917778936
0.95,0.8,0.15,0.27,1.93376494625996
0.89,0.83,0.1,0.23,1.8281143426025
0.92,0.81,0.15,0.23,1.98903793220919
0.89,0.84,0.11,0.34,1.55364038605568
0.95,0.86,0.19,0.25,1.96664208316787
0.97,0.84,0.18,0.31,1.84435187698375
0.97,0.83,0.12,0.17,2.22572374541196
0.92,0.81,0.19,0.27,1.92254705586689
0.88,0.84,0.22,0.25,1.91102683250435
0.9,0.81,0.17,0.24,1.94874748056435
0.91,0.87,0.17,0.2,2.00707800409914
0.94,0.82,0.22,0.11,2.63409007414664
0.93,0.83,0.2,0.29,1.86992698445962
0.94,0.9,0.19,0.25,1.89455289626845
0.9,0.84,0.18,0.27,1.83291915613599
0.94,0.83,0.16,0.26,1.91814228744377
0.95,0.78,0.16,0.23,2.11011108673802
0.95,0.87,0.14,0.27,1.82691757246768
0.91,0.86,0.19,0.22,1.98686471849614
0.95,0.78,0.16,0.18,2.30463031499301
0.92,0.86,0.21,0.18,2.17560345491113
0.95,0.83,0.13,0.16,2.24069528743702
0.93,0.86,0.14,0.23,1.91956894772351
0.9,0.79,0.17,0.19,2.15617573992413
0.96,0.82,0.19,0.18,2.29790588406128
0.94,0.87,0.21,0.23,2.02478008174399
0.94,0.82,0.19,0.23,2.07182423917288
0.96,0.85,0.17,0.29,1.85538091671469
0.9,0.79,0.14,0.19,2.10691535939918
0.96,0.84,0.19,0.24,2.04527242850021
0.91,0.88,0.17,0.29,1.73525787615728
0.97,0.77,0.09,0.24,2.02296903771121
0.96,0.85,0.18,0.18,2.22628620007388
0.92,0.82,0.14,0.2,2.06009661126152
0.92,0.85,0.13,0.26,1.81355066358479
0.91,0.91,0.18,0.24,1.84347205213404
0.93,0.83,0.17,0.23,2.00760204716546
0.94,0.82,0.11,0.27,1.83211328703414
0.92,0.83,0.17,0.24,1.95694274584936
0.94,0.79,0.2,0.22,2.17188978992423
0.94,0.85,0.16,0.2,2.08163657850768
0.97,0.86,0.19,0.24,2.03372180120513
0.89,0.84,0.18,0.23,1.93239110721991
0.91,0.88,0.18,0.3,1.72368147442843
0.92,0.87,0.08,0.32,1.57688058800136
0.94,0.93,0.21,0.28,1.80334169051027
0.94,0.84,0.22,0.23,2.08502548388105
0.95,0.86,0.21,0.25,1.99480462090155
0.93,0.86,0.2,0.21,2.07258287754264
0.95,0.82,0.17,0.23,2.06089791409407
0.98,0.81,0.14,0.22,2.12394480717474
0.91,0.89,0.18,0.22,1.92871171335282
0.96,0.86,0.2,0.29,1.88267325201034
0.91,0.85,0.2,0.23,1.98447884967823
0.94,0.78,0.13,0.21,2.11560525201186
0.93,0.75,0.19,0.18,2.37337253023722
0.95,0.81,0.14,0.29,1.8485124119694
0.95,0.78,0.14,0.25,2.01132545154537
0.89,0.79,0.22,0.22,2.10410124340674
0.93,0.82,0.19,0.23,2.05280951307699
0.9,0.87,0.17,0.32,1.65846590992781
0.94,0.84,0.16,0.25,1.93418190850655
0.96,0.78,0.14,0.28,1.93548036483635
0.95,0.86,0.17,0.26,1.90908903781291
0.91,0.76,0.24,0.17,2.44067331578362
0.91,0.89,0.12,0.22,1.84208197923348
0.9,0.81,0.13,0.21,1.98605742752095
0.91,0.78,0.11,0.15,2.25961716801229
0.94,0.89,0.11,0.28,1.71977598635223
0.94,0.87,0.2,0.28,1.86344611956862
0.91,0.83,0.16,0.15,2.246999545564
0.92,0.83,0.16,0.2,2.07499010586313
0.94,0.84,0.17,0.22,2.04425178132171
0.94,0.76,0.14,0.22,2.12895191038614
0.95,0.88,0.13,0.25,1.855609589525
0.92,0.82,0.19,0.19,2.17627337420812
0.93,0.83,0.16,0.29,1.8157746292886
0.98,0.85,0.22,0.23,2.14388643272694
0.94,0.89,0.18,0.18,2.11742522650589
0.94,0.85,0.13,0.25,1.87769966994218
0.96,0.8,0.22,0.23,2.18804234305092
0.93,0.85,0.2,0.18,2.19748301006492
0.93,0.81,0.18,0.24,2.02013660415477
0.94,0.8,0.22,0.27,2.01543892737538
0.92,0.83,0.16,0.26,1.88215361276126
0.93,0.83,0.21,0.21,2.13643978801866
0.87,0.77,0.23,0.21,2.15078425645519
0.95,0.8,0.14,0.22,2.08171841401374
0.96,0.81,0.2,0.23,2.14110583497402
0.93,0.85,0.13,0.29,1.75107711781255
0.91,0.85,0.15,0.25,1.85202282586631
0.98,0.86,0.19,0.21,2.15287203815597
0.96,0.87,0.19,0.22,2.06513474842352
0.95,0.84,0.16,0.36,1.66608761290256
0.92,0.8,0.16,0.21,2.08903826404727
0.94,0.88,0.16,0.21,2.00111570765952
0.9,0.85,0.14,0.2,1.97277476669791
0.9,0.89,0.16,0.21,1.91167289575722
0.93,0.83,0.17,0.19,2.14711050387395
0.95,0.84,0.13,0.25,1.909469832365
0.91,0.79,0.16,0.25,1.95051619625673
0.93,0.87,0.16,0.23,1.93435097929183
0.94,0.86,0.17,0.25,1.92059430359526
0.93,0.91,0.15,0.28,1.73256595333075
0.95,0.74,0.26,0.25,2.25911349035004
0.95,0.73,0.17,0.27,2.06703631359177
0.93,0.84,0.15,0.26,1.87250580115606
0.98,0.71,0.17,0.22,2.35330717340505
0.91,0.8,0.13,0.26,1.86185277068186
0.97,0.85,0.21,0.23,2.1106591911063
0.95,0.82,0.09,0.27,1.82185834353763
0.89,0.84,0.16,0.2,1.99961227829218
0.97,0.82,0.19,0.22,2.16429196128612
0.95,0.86,0.11,0.27,1.79861249909479
0.89,0.91,0.15,0.24,1.76701503652689
0.96,0.83,0.17,0.2,2.16996057248552
