PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,RR
0.8,0.93,0.27,0.23,1.07723669365959
0.89,0.83,0.28,0.24,1.23625884040827
0.84,0.85,0.26,0.32,1.01678318715013
0.86,0.84,0.22,0.25,1.08674317333346
0.91,0.85,0.32,0.25,1.27980035610205
0.86,0.82,0.24,0.25,1.13533714757172
0.85,0.72,0.29,0.31,1.18512433141153
0.9,0.89,0.38,0.24,1.34770998816968
0.88,0.8,0.25,0.19,1.31098282837146
0.9,0.71,0.23,0.23,1.30092089060808
0.86,0.81,0.36,0.23,1.38321795894747
0.87,0.84,0.22,0.23,1.12999179777155
0.94,0.84,0.21,0.32,1.02863904870565
0.82,0.82,0.31,0.19,1.33927403346417
0.89,0.86,0.28,0.28,1.13903721855089
0.86,0.86,0.25,0.2,1.20976768307971
0.86,0.86,0.35,0.27,1.23815378839663
0.84,0.84,0.24,0.3,1.02304458062566
0.87,0.87,0.25,0.22,1.17137488580407
0.83,0.79,0.27,0.26,1.16579237781372
0.85,0.83,0.3,0.21,1.29496637486231
0.89,0.79,0.23,0.2,1.272748938034
0.85,0.81,0.31,0.29,1.17558663311077
0.85,0.85,0.37,0.2,1.41603636094852
0.86,0.85,0.31,0.26,1.20316421657645
0.83,0.87,0.21,0.21,1.08799201045385
0.84,0.81,0.28,0.13,1.46826863147376
0.87,0.87,0.27,0.22,1.20409948443943
0.83,0.86,0.34,0.24,1.25356842116746
0.85,0.84,0.27,0.29,1.09103367492043
0.91,0.82,0.29,0.34,1.10483062367563
0.87,0.84,0.37,0.23,1.37711104285591
0.85,0.79,0.27,0.25,1.20212623782651
0.87,0.88,0.29,0.32,1.06180829164132
0.91,0.88,0.33,0.26,1.24931910370643
0.79,0.89,0.29,0.25,1.09837819864726
0.81,0.83,0.28,0.2,1.24445629665568
0.83,0.82,0.24,0.34,0.972872157077284
0.86,0.87,0.25,0.32,1.00458028599498
0.84,0.84,0.23,0.24,1.10253591669962
0.88,0.87,0.28,0.22,1.22922405275553
0.93,0.84,0.32,0.26,1.28653933562009
0.85,0.78,0.25,0.17,1.35159106648793
0.82,0.87,0.28,0.18,1.25566265887757
0.81,0.86,0.28,0.17,1.27801770616177
0.86,0.85,0.29,0.34,1.04627948874877
0.88,0.84,0.24,0.26,1.11860990777131
0.83,0.86,0.34,0.28,1.18099269371397
0.88,0.89,0.3,0.32,1.07643176708151
0.86,0.79,0.31,0.23,1.31936468389216
0.88,0.89,0.26,0.14,1.34561655123732
0.87,0.81,0.26,0.2,1.28620920757082
0.88,0.81,0.29,0.3,1.1525182897674
0.85,0.8,0.29,0.24,1.24564673507848
0.88,0.81,0.23,0.23,1.18212730931442
0.86,0.79,0.27,0.23,1.25087460611414
0.87,0.82,0.34,0.18,1.46597482498956
0.91,0.85,0.22,0.2,1.21377119323657
0.87,0.85,0.36,0.37,1.1068238424745
0.89,0.83,0.27,0.29,1.1310775910469
0.89,0.86,0.3,0.3,1.13625432707812
