PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,PPV_C_e,PPV_C_ne,RR
0.4,0.36,0.34,0.38,0.96,1,1.01449181095602
0.34,0.4,0.52,0.48,1,1,1.02541914006097
0.32,0.2,0.5,0.44,0.96,0.96,1.50267317795728
0.36,0.36,0.5,0.5,1,0.96,1.02548918379949
0.34,0.32,0.44,0.42,0.96,0.96,1.11770973212541
0.26,0.44,0.58,0.3,0.92,1,1.40968753321288
0.26,0.34,0.48,0.54,0.96,0.96,0.825719961488306
0.24,0.38,0.44,0.36,1,1,0.941739542638573
0.4,0.32,0.58,0.46,1,1,1.45384018619085
0.4,0.32,0.54,0.36,1,0.96,1.66198262277544
0.3,0.26,0.44,0.38,1,0.92,1.23863126961199
0.28,0.42,0.52,0.36,0.92,0.96,1.15815736337981
0.32,0.38,0.4,0.42,1,1,0.877152976425864
0.4,0.4,0.54,0.4,1,0.96,1.30862047376749
0.18,0.42,0.42,0.36,1,1,0.719610096960176
0.4,0.34,0.42,0.38,1,1,1.23970023514286
0.32,0.26,0.48,0.28,0.96,1,2.07424334022929
0.24,0.38,0.64,0.38,1,0.96,1.36147184155062
0.32,0.28,0.48,0.58,1,0.96,0.91190006574622
0.32,0.32,0.32,0.4,1,0.92,0.778635795227475
0.34,0.24,0.5,0.36,1,0.96,1.7181932508908
0.38,0.38,0.4,0.38,1,1,1.0616681746884
0.24,0.28,0.42,0.46,1,0.96,0.850378858804879
0.4,0.24,0.48,0.52,1,0.96,1.22534643128322
0.26,0.38,0.4,0.46,0.96,1,0.740279804538456
0.42,0.34,0.48,0.48,1,0.96,1.14918950207054
0.3,0.36,0.48,0.48,1,0.96,0.928721536566832
0.32,0.26,0.44,0.5,0.96,1,1.04207637151707
0.36,0.38,0.4,0.42,1,1,0.944928255767971
0.3,0.26,0.5,0.46,1,0.96,1.19928561473112
0.38,0.42,0.46,0.26,0.96,1,1.50164992580102
0.22,0.36,0.5,0.3,1,1,1.2747620475747
0.34,0.46,0.46,0.36,1,1,1.02481891385079
0.24,0.34,0.5,0.5,1,0.96,0.873576895276714
0.48,0.28,0.66,0.38,1,1,2.31030607217638
0.26,0.28,0.36,0.36,1,1,0.964375329895651
0.3,0.38,0.48,0.34,1,1,1.21227087872434
0.36,0.38,0.64,0.36,1,1,1.6811023750756
0.4,0.34,0.58,0.44,0.96,0.96,1.4556182972204
0.4,0.3,0.56,0.52,1,1,1.2976992136
0.34,0.32,0.48,0.52,1,0.96,0.982017940482501
0.32,0.34,0.58,0.46,0.96,1,1.29232318089905
0.34,0.34,0.44,0.34,1,1,1.29134655847227
0.32,0.44,0.46,0.3,1,1,1.16443033266022
0.22,0.36,0.52,0.36,1,0.96,1.12674612840325
0.24,0.46,0.54,0.42,1,0.92,0.89857499625516
0.36,0.42,0.34,0.36,0.96,0.92,0.841396006825441
0.24,0.26,0.58,0.32,0.96,0.92,1.83665007915735
0.18,0.34,0.4,0.36,0.96,1,0.81375089967275
0.38,0.42,0.5,0.4,1,0.92,1.12731195470853
0.48,0.38,0.44,0.32,1,1,1.5382662301102
0.3,0.36,0.56,0.5,1,1,1.07237410960596
0.24,0.28,0.58,0.48,1,0.96,1.18899010043299
0.28,0.32,0.56,0.5,1,1,1.11027158029795
0.34,0.3,0.62,0.44,0.92,0.96,1.57617842345775
0.36,0.36,0.42,0.46,0.92,0.96,0.97406224192637
0.3,0.38,0.5,0.5,0.96,0.96,0.928142050325868
0.4,0.28,0.62,0.4,1,0.96,1.86554333612022
0.42,0.4,0.56,0.38,1,0.96,1.44181035758469
0.4,0.28,0.38,0.36,1,0.96,1.32597707695593
0.32,0.34,0.36,0.34,1,1,1.01566683672899
0.28,0.32,0.58,0.28,1,0.96,1.88915242664367
0.32,0.32,0.48,0.36,0.96,1,1.38446958478943
0.26,0.36,0.38,0.4,0.92,1,0.8371287406309
0.3,0.38,0.52,0.44,0.96,1,1.09287498228955
0.28,0.28,0.52,0.42,1,1,1.30325891425304
0.22,0.36,0.42,0.46,1,1,0.721193950591333
0.28,0.28,0.52,0.46,1,0.96,1.16663545918686
0.38,0.34,0.46,0.66,1,1,0.795797177079187
0.24,0.2,0.44,0.38,0.96,1,1.39479192201082
0.28,0.3,0.44,0.42,0.96,0.96,1.04598796668403
0.28,0.28,0.56,0.42,0.96,0.96,1.40692569870484
0.38,0.34,0.48,0.46,1,1,1.14801351115586
0.34,0.38,0.46,0.38,0.96,1,1.15888704865014
0.4,0.24,0.56,0.5,1,0.96,1.46899275107065
0.42,0.26,0.5,0.44,0.96,1,1.5540540072042
0.42,0.4,0.54,0.44,1,0.96,1.2461525452393
0.32,0.28,0.46,0.44,1,0.96,1.14231162720987
0.4,0.34,0.42,0.38,1,1,1.23970023514286
0.34,0.34,0.44,0.52,0.96,0.96,0.893718162960274
0.38,0.4,0.58,0.36,1,1,1.50799864067161
0.32,0.3,0.44,0.48,1,1,0.987348114005488
0.3,0.38,0.44,0.4,0.92,0.96,0.998347458001573
0.4,0.38,0.46,0.36,0.96,0.92,1.27077057151008
0.32,0.3,0.44,0.26,1,1,1.75755827068655
0.34,0.26,0.52,0.46,0.96,1,1.38053589701981
0.34,0.4,0.4,0.42,1,0.96,0.86491611722214
0.46,0.3,0.52,0.5,1,0.96,1.33417920871697
0.22,0.34,0.5,0.28,1,0.88,1.30445843411685
0.32,0.22,0.5,0.3,1,1,2.24580683496197
0.24,0.28,0.58,0.58,0.96,0.96,1.00831789293328
0.38,0.34,0.52,0.44,0.96,1,1.31009553164207
0.44,0.34,0.4,0.46,1,0.96,1.05089094956947
0.38,0.38,0.52,0.32,0.96,1,1.57916291613024
0.28,0.4,0.5,0.38,1,0.96,1.06032354873653
