PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,PPV_C_e,PPV_C_ne,RR
0.44,0.32,0.56,0.36,1,1,1.98453916247573
0.44,0.38,0.64,0.26,0.92,0.96,2.39488650528002
0.4,0.4,0.46,0.4,0.96,0.92,1.32298173954829
0.46,0.42,0.56,0.32,0.96,0.96,1.82682976226477
0.44,0.34,0.48,0.3,1,0.88,1.84665806132767
0.34,0.3,0.6,0.28,0.96,0.96,2.29321785184822
0.42,0.26,0.44,0.36,1,1,1.81692118597477
0.58,0.34,0.6,0.32,1,0.92,2.44273273377768
0.58,0.3,0.72,0.3,0.96,0.88,3.11338876298361
0.44,0.26,0.58,0.34,0.96,0.96,2.38860109238328
0.56,0.36,0.62,0.36,0.96,0.96,2.24360011706578
0.46,0.28,0.72,0.42,1,0.92,2.32788949158126
0.46,0.38,0.56,0.38,1,0.96,1.75079426037775
0.42,0.38,0.58,0.36,1,0.92,1.76165278988007
0.46,0.32,0.56,0.24,1,0.96,2.57498341074983
0.5,0.4,0.62,0.34,1,0.92,2.01400777354466
0.44,0.36,0.72,0.3,1,1,2.51168021925459
0.46,0.32,0.58,0.36,1,0.92,2.04047067430801
0.58,0.36,0.62,0.4,1,0.92,2.10169437391207
0.42,0.34,0.66,0.46,1,0.96,1.79360059365006
0.46,0.24,0.5,0.32,1,1,2.40027860505332
0.42,0.14,0.6,0.28,1,0.96,3.87835584802729
0.4,0.38,0.56,0.34,0.96,0.96,1.76677005534785
0.48,0.42,0.6,0.22,1,0.92,2.30441571419649
0.52,0.32,0.5,0.34,1,0.96,2.05372706752013
0.38,0.3,0.62,0.36,1,0.92,2.04755773896704
0.38,0.36,0.5,0.36,0.96,0.96,1.5758775629659
0.5,0.4,0.58,0.36,1,1,1.89111229146568
0.36,0.28,0.52,0.38,0.96,1,1.78542248422795
0.44,0.32,0.58,0.32,0.96,0.92,2.17506673153542
0.46,0.3,0.62,0.24,1,0.88,2.83995176816457
0.46,0.26,0.6,0.34,1,0.96,2.47929850654672
0.48,0.32,0.64,0.34,0.96,1,2.3995087424453
0.48,0.36,0.56,0.36,0.96,1,1.94892892115678
0.44,0.28,0.66,0.22,0.92,1,3.44726810673444
0.4,0.32,0.62,0.36,0.96,0.92,2.03650774295818
0.36,0.28,0.5,0.36,1,0.96,1.75653989084116
0.38,0.36,0.52,0.34,0.96,1,1.70041530631842
0.42,0.38,0.5,0.32,0.96,0.96,1.71625495759124
0.52,0.3,0.44,0.3,1,1,2.15614551168442
0.46,0.36,0.66,0.22,1,0.92,2.75313277606425
0.44,0.34,0.54,0.42,0.92,1,1.71637475237194
0.52,0.38,0.48,0.36,1,0.96,1.73372063666453
0.46,0.28,0.42,0.4,0.88,0.92,1.67520836000707
0.46,0.44,0.46,0.42,1,1,1.31770711812523
0.4,0.3,0.42,0.46,0.92,0.92,1.33155537101655
0.46,0.34,0.56,0.36,1,0.96,1.93677418204829
0.44,0.32,0.54,0.32,1,0.92,2.03894754835571
0.54,0.36,0.44,0.2,1,1,2.41882620425743
0.5,0.32,0.58,0.34,0.96,1,2.27650043631428
0.52,0.36,0.54,0.36,1,0.96,1.94306241786745
0.32,0.32,0.62,0.26,1,0.96,2.28057971889217
0.5,0.22,0.6,0.36,1,0.92,2.66445640634022
0.5,0.24,0.56,0.34,1,0.96,2.56666037949376
0.5,0.24,0.58,0.36,1,0.84,2.43081274645042
0.34,0.18,0.54,0.3,1,0.96,2.67194168284695
0.56,0.3,0.5,0.36,1,0.88,2.09970670815114
0.5,0.36,0.54,0.48,0.96,0.96,1.59395281289432
0.46,0.26,0.52,0.28,1,1,2.59378980155444
0.58,0.38,0.52,0.36,1,0.92,1.93095600018692
0.48,0.32,0.54,0.12,1,0.92,3.50618298166724
0.36,0.38,0.5,0.34,1,1,1.5309922443339
0.46,0.28,0.52,0.44,1,0.96,1.77052548218456
0.46,0.42,0.56,0.3,1,0.84,1.81800537099163
0.46,0.4,0.42,0.34,1,0.96,1.47013943990989
0.38,0.36,0.52,0.4,0.92,0.96,1.53938951224359
0.48,0.46,0.64,0.32,0.92,0.92,1.93215817891481
0.52,0.36,0.62,0.28,1,0.88,2.42854448859092
0.44,0.26,0.5,0.34,1,0.96,2.11325985798295
0.4,0.4,0.48,0.32,1,0.92,1.53315903148801
0.46,0.44,0.48,0.38,1,0.84,1.39220056243185
0.42,0.38,0.56,0.42,1,0.92,1.56038152826548
0.46,0.36,0.56,0.2,0.96,1,2.63574865304097
0.54,0.32,0.64,0.3,1,0.92,2.66381557789289
0.44,0.46,0.54,0.3,1,0.96,1.66572940920553
0.34,0.32,0.56,0.34,1,1,1.83092983420058
0.46,0.36,0.6,0.28,0.96,0.96,2.30457703174339
0.62,0.36,0.64,0.4,1,0.92,2.22387241359119
0.44,0.26,0.54,0.36,1,1,2.17198525060318
