PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,RR
0.44,0.46,0.1,0.14,1.05631638671219
0.56,0.26,0.2,0.32,1.55859806319705
0.42,0.42,0.08,0.14,1.06187198250836
0.5,0.34,0.14,0.34,1.13268266948035
0.42,0.3,0.12,0.3,1.08148514098959
0.44,0.12,0.14,0.26,1.87096097183585
0.58,0.36,0.08,0.28,1.28181557226619
0.5,0.44,0.1,0.22,1.09138982989927
0.5,0.3,0.04,0.3,1.15157204023207
0.5,0.36,0.06,0.2,1.23539476900513
0.44,0.26,0.06,0.3,1.12697801867894
0.46,0.3,0.16,0.26,1.30248926806879
0.46,0.34,0.08,0.18,1.25894851710288
0.44,0.28,0.1,0.24,1.26073600018601
0.38,0.34,0.08,0.3,0.877780614536497
0.54,0.34,0.1,0.18,1.48696501722572
0.42,0.32,0.08,0.3,0.993022129607889
0.52,0.34,0.08,0.18,1.40761245279354
0.42,0.3,0.12,0.3,1.08148514098959
0.42,0.36,0.12,0.28,1.00437869989553
0.52,0.3,0.06,0.3,1.22194775911429
0.48,0.24,0.1,0.26,1.42861542777683
0.48,0.34,0.04,0.32,1.00462339548415
0.5,0.3,0.12,0.16,1.60296198197616
0.44,0.4,0.08,0.16,1.11304553580818
0.38,0.22,0.12,0.24,1.30026789207398
0.28,0.22,0.06,0.22,0.947131495850809
0.52,0.26,0.16,0.26,1.56240316649224
0.44,0.26,0.14,0.24,1.37805602536357
0.54,0.3,0.06,0.26,1.34901590215719
0.44,0.32,0.1,0.18,1.2914076640945
0.46,0.44,0.12,0.14,1.16407991768136
0.38,0.3,0.08,0.24,1.03653239538844
0.4,0.32,0.12,0.32,0.97269039294672
0.4,0.34,0.12,0.24,1.05947151379683
0.44,0.36,0.12,0.24,1.10863206652491
0.6,0.28,0.08,0.38,1.30973727620947
0.38,0.34,0.18,0.18,1.20971953219181
0.42,0.34,0.06,0.08,1.36756805343327
0.48,0.36,0.04,0.18,1.20037231063227
0.5,0.26,0.08,0.34,1.21671930426237
0.5,0.38,0.12,0.32,1.07071411002706
0.58,0.32,0.12,0.2,1.62512928656799
0.4,0.28,0.02,0.22,1.07669109051688
0.44,0.34,0.14,0.28,1.10658913785298
0.5,0.36,0.08,0.2,1.2631093705164
0.56,0.38,0.2,0.22,1.46522600736057
0.54,0.34,0.16,0.28,1.34308447200736
0.38,0.28,0.04,0.28,0.951299688378809
0.4,0.36,0.1,0.22,1.02718694985226
0.44,0.24,0.08,0.24,1.34072483595551
0.56,0.28,0.1,0.28,1.46003485379863
