PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,RR
0.86,0.8,0.7,0.76,1.22834392332481
0.84,0.9,0.58,0.7,1.11979361648827
0.84,0.92,0.58,0.74,1.08290795060926
0.82,0.82,0.74,0.88,1.10648207405552
0.8,0.88,0.52,0.78,1.03326295419765
0.9,0.82,0.6,0.72,1.25587454802673
0.88,0.76,0.48,0.74,1.24402216685714
0.9,0.84,0.58,0.66,1.26964209647719
0.86,0.84,0.54,0.86,1.09594557075844
0.92,0.78,0.54,0.84,1.22681827379177
0.86,0.94,0.62,0.7,1.12029718549878
0.88,0.86,0.58,0.86,1.11246678727018
0.92,0.82,0.58,0.72,1.27474640573054
0.88,0.86,0.48,0.88,1.07790887767641
0.88,0.8,0.58,0.72,1.24539515144747
0.92,0.88,0.54,0.86,1.13086324320842
0.94,0.9,0.6,0.86,1.1512430905319
0.82,0.82,0.54,0.74,1.13091374990079
0.88,0.84,0.62,0.82,1.1600027741924
0.9,0.8,0.66,0.8,1.24074840093454
0.94,0.94,0.54,0.72,1.17893799897633
0.92,0.92,0.58,0.66,1.21790732677626
0.82,0.8,0.66,0.74,1.18117732825914
0.9,0.78,0.58,0.8,1.23824995195861
0.9,0.78,0.52,0.82,1.20993811695763
0.88,0.88,0.56,0.78,1.13356841666393
0.78,0.84,0.48,0.8,1.02025048660285
0.92,0.9,0.46,0.76,1.14790679501962
0.92,0.8,0.5,0.84,1.1983265609626
0.9,0.82,0.5,0.66,1.26749984725135
0.8,0.92,0.58,0.74,1.03822636319589
0.9,0.82,0.5,0.84,1.15798904252383
0.96,0.94,0.68,0.86,1.16019283316704
0.86,0.84,0.52,0.8,1.12252229139904
0.88,0.86,0.6,0.68,1.21876130417056
0.94,0.88,0.64,0.78,1.22138431748648
0.84,0.9,0.58,0.76,1.08817083729106
0.88,0.88,0.5,0.76,1.12914511507476
0.92,0.8,0.54,0.9,1.17437544090102
0.88,0.88,0.54,0.86,1.08739012549557
0.9,0.84,0.36,0.9,1.07558885028545
0.92,0.86,0.56,0.76,1.20742580128819
0.94,0.88,0.6,0.78,1.21131487430821
0.88,0.82,0.48,0.72,1.1990495348631
0.9,0.92,0.66,0.72,1.18093713944082
0.88,0.84,0.56,0.78,1.16704616202856
0.98,0.92,0.52,0.8,1.19086817977715
0.88,0.94,0.68,0.7,1.15776582433273
0.86,0.84,0.5,0.68,1.18602168572472
0.88,0.92,0.62,0.72,1.14831874236351
0.86,0.82,0.62,0.72,1.21270895326771
0.96,0.92,0.5,0.84,1.14345082549238
0.94,0.86,0.56,0.78,1.21872553798324
0.9,0.86,0.66,0.84,1.16495116923235
0.96,0.82,0.64,0.86,1.25043536857642
0.9,0.84,0.68,0.86,1.17557790718193
0.92,0.86,0.64,0.9,1.15004881473053
0.94,0.74,0.64,0.76,1.37212582022493
0.86,0.92,0.58,0.8,1.07503672129343
0.98,0.84,0.46,0.76,1.26961963489449
0.92,0.92,0.36,0.74,1.11742489218722
0.88,0.84,0.62,0.82,1.1600027741924
0.94,0.88,0.5,0.74,1.20901399167165
0.9,0.76,0.6,0.8,1.26293570699402
0.9,0.86,0.6,0.74,1.20632082615465
0.9,0.86,0.58,0.74,1.20111288083179
0.94,0.78,0.6,0.76,1.31832882715284
0.9,0.92,0.48,0.72,1.13563860327691
0.96,0.92,0.64,0.78,1.20925478546568
0.9,0.86,0.46,0.72,1.18142509995508
0.86,0.86,0.62,0.8,1.13164015870878
0.88,0.86,0.62,0.66,1.23659234992628
0.96,0.76,0.68,0.8,1.35803614856704
0.9,0.82,0.62,0.7,1.27427702942401
0.92,0.72,0.58,0.82,1.30917264567058
0.98,0.86,0.68,0.76,1.30769783910639
0.9,0.84,0.64,0.76,1.222914538064
0.88,0.88,0.56,0.8,1.12294619064649
0.98,0.88,0.52,0.8,1.22470917036036
0.98,0.92,0.62,0.8,1.21511682025505
0.9,0.88,0.52,0.82,1.12477885502075
0.88,0.84,0.62,0.8,1.17119063243808
0.9,0.88,0.38,0.82,1.09019016977015
0.92,0.92,0.66,0.8,1.15962595506098
0.9,0.86,0.58,0.7,1.22508710220494
0.94,0.86,0.6,0.76,1.24084981389426
0.96,0.92,0.58,0.88,1.14206280752353
0.82,0.86,0.5,0.82,1.04600120091778
0.86,0.82,0.6,0.82,1.14877622176199
0.9,0.82,0.52,0.7,1.246888636958
0.94,0.8,0.5,0.76,1.27108945351476
0.86,0.8,0.68,0.64,1.30214531201891
0.9,0.86,0.56,0.74,1.19590493550893
0.94,0.82,0.68,0.78,1.28682429010232
0.92,0.88,0.6,0.68,1.24777073070529
0.92,0.76,0.46,0.68,1.33100787751664
0.92,0.88,0.6,0.7,1.23550360743798
0.96,0.92,0.54,0.74,1.20698067044049
0.88,0.9,0.54,0.82,1.09220537714954
0.84,0.78,0.54,0.88,1.11053319640306
0.94,0.88,0.62,0.84,1.18278483227014
0.94,0.88,0.54,0.72,1.23114790808929
0.94,0.88,0.62,0.78,1.21634959589735
0.8,0.8,0.5,0.8,1.07997242330231
0.94,0.88,0.68,0.82,1.20858907415559
0.96,0.84,0.5,0.56,1.39369615780559
0.96,0.9,0.6,0.76,1.22787730444273
0.9,0.84,0.6,0.84,1.16655632339879
0.86,0.88,0.56,0.76,1.12161908443315
0.82,0.88,0.7,0.74,1.12236796622076
0.88,0.8,0.44,0.8,1.15888518646188
0.96,0.92,0.58,0.76,1.20565840731922
0.88,0.86,0.64,0.78,1.17049565152245
0.8,0.82,0.54,0.74,1.106864988929
0.86,0.78,0.6,0.64,1.30044905330089
0.86,0.88,0.48,0.72,1.12273109974341
0.92,0.9,0.6,0.74,1.19422008974595
0.96,0.86,0.62,0.82,1.23326572498983
0.94,0.88,0.56,0.74,1.2244094146741
0.88,0.82,0.56,0.8,1.17294363167508
0.94,0.88,0.56,0.88,1.14699679780686
0.92,0.82,0.54,0.8,1.21441923806056
0.92,0.86,0.68,0.7,1.27544751793582
0.9,0.8,0.62,0.7,1.29447713471976
0.98,0.9,0.64,0.8,1.23705764935479
0.9,0.76,0.66,0.82,1.26632071691733
0.86,0.92,0.56,0.78,1.08002786290458
0.9,0.88,0.58,0.76,1.17225075315528
0.86,0.88,0.48,0.76,1.10128788018235
