PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,RR
0.6,0.32,0.28,0.32,1.90814116160477
0.56,0.26,0.32,0.26,2.30351966729962
0.54,0.26,0.14,0.32,1.71742260506231
0.54,0.38,0.24,0.26,1.67498282723503
0.74,0.28,0.28,0.22,2.85708356886793
0.46,0.34,0.26,0.22,1.72398283338038
0.54,0.42,0.46,0.18,2.11076946437384
0.6,0.36,0.28,0.36,1.69612547698201
0.54,0.36,0.42,0.28,1.95844672563998
0.54,0.32,0.32,0.18,2.28424967475536
0.54,0.32,0.22,0.14,2.25368924934447
0.58,0.32,0.26,0.18,2.29129192827649
0.46,0.34,0.24,0.22,1.68921820828959
0.54,0.36,0.26,0.12,2.22207245400062
0.56,0.24,0.42,0.26,2.60138766168866
0.54,0.32,0.36,0.32,1.8842569610542
0.56,0.4,0.18,0.16,1.8321823290665
0.6,0.26,0.24,0.22,2.44630718233696
0.5,0.36,0.28,0.18,1.92153947479964
0.6,0.24,0.24,0.26,2.37046800990773
0.42,0.24,0.4,0.24,2.20134783458941
0.48,0.28,0.24,0.34,1.61311175376746
0.62,0.28,0.26,0.16,2.74531525085817
0.54,0.34,0.32,0.34,1.71522923894952
0.56,0.38,0.28,0.12,2.22871056370072
0.42,0.32,0.32,0.26,1.67225406393596
0.52,0.22,0.34,0.24,2.51843977495088
0.58,0.34,0.4,0.2,2.3763585041128
0.48,0.38,0.2,0.16,1.71237527603841
0.56,0.2,0.3,0.26,2.58653244025207
0.58,0.32,0.3,0.18,2.36878499915154
0.54,0.38,0.24,0.24,1.7240804829665
0.54,0.3,0.26,0.22,2.10432186668954
0.54,0.32,0.38,0.24,2.16532731261799
0.56,0.36,0.2,0.16,2.01647428675513
0.54,0.32,0.38,0.4,1.71682713702011
0.54,0.36,0.34,0.16,2.21644595260101
0.54,0.34,0.16,0.22,1.77138452656988
0.58,0.44,0.34,0.22,1.84593632788949
0.56,0.32,0.28,0.2,2.18914787925105
0.5,0.26,0.2,0.22,2.03858931861413
0.62,0.38,0.5,0.26,2.26518086328254
0.48,0.36,0.24,0.4,1.31154046100796
0.64,0.36,0.32,0.12,2.65710082541615
0.56,0.3,0.36,0.24,2.27234846601362
0.52,0.28,0.28,0.32,1.8347898133085
0.54,0.48,0.34,0.22,1.64810281517748
0.62,0.36,0.3,0.24,2.08912281949606
0.5,0.48,0.32,0.22,1.53314806268435
0.46,0.22,0.36,0.2,2.56224813604615
0.52,0.26,0.3,0.22,2.30854264220609
0.54,0.3,0.26,0.24,2.03289078945188
0.64,0.32,0.36,0.2,2.57666903215241
0.68,0.4,0.32,0.18,2.32402734918618
0.5,0.34,0.28,0.28,1.70337848969458
0.58,0.42,0.3,0.26,1.74755033005667
0.58,0.38,0.24,0.2,1.93748726665673
0.6,0.32,0.32,0.2,2.38290845570173
0.54,0.3,0.38,0.18,2.50608795142926
0.46,0.34,0.26,0.26,1.61882153909389
0.58,0.4,0.28,0.22,1.87762520654094
0.58,0.44,0.34,0.18,1.95261556868654
0.62,0.34,0.34,0.18,2.4656645736016
0.64,0.4,0.22,0.26,1.82641184387618
0.48,0.4,0.3,0.22,1.66048658196114
0.56,0.26,0.26,0.3,2.04405811756394
0.5,0.4,0.24,0.18,1.71664548919949
0.46,0.42,0.2,0.2,1.44777274673305
0.44,0.32,0.34,0.3,1.6552581439658
0.66,0.26,0.42,0.2,3.13020163436916
0.62,0.28,0.32,0.18,2.76372256066959
0.44,0.44,0.24,0.28,1.27006888933818
0.5,0.34,0.42,0.18,2.25949257589481
0.52,0.3,0.34,0.26,2.05080393068402
0.46,0.32,0.32,0.18,2.03768595508796
0.52,0.34,0.38,0.26,1.97048337567723
0.58,0.26,0.28,0.26,2.287953844071
0.46,0.32,0.32,0.2,1.96649653365358
0.44,0.28,0.3,0.22,1.9605732971743
0.64,0.4,0.36,0.2,2.21618639591525
0.46,0.28,0.24,0.2,1.97777662237342
0.52,0.36,0.34,0.3,1.73752519408272
0.48,0.4,0.36,0.32,1.53086370642932
0.58,0.36,0.24,0.12,2.30871578581212
0.52,0.36,0.38,0.2,2.08737245300402
0.56,0.34,0.3,0.26,1.94377246882288
0.56,0.34,0.32,0.16,2.33204823172596
0.4,0.36,0.2,0.16,1.54596541883951
0.58,0.3,0.28,0.08,2.99931283988259
0.5,0.32,0.26,0.2,1.97329275615481
0.54,0.42,0.34,0.18,1.91874647768054
0.58,0.34,0.26,0.28,1.87328279135102
0.52,0.38,0.28,0.22,1.78936658989505
0.52,0.22,0.3,0.24,2.43213682482312
0.6,0.3,0.38,0.32,2.13446187522802
0.58,0.48,0.3,0.14,1.87301250083861
0.48,0.38,0.38,0.2,1.90568051547614
0.42,0.48,0.38,0.26,1.37029791781972
0.5,0.24,0.3,0.28,2.09610737880079
0.44,0.36,0.2,0.14,1.72311003347052
0.64,0.3,0.3,0.1,3.14086570863317
0.58,0.22,0.34,0.2,2.96332903656818
0.66,0.3,0.36,0.3,2.32461753689246
0.52,0.3,0.38,0.26,2.12108173963226
0.46,0.34,0.28,0.24,1.70341901610738
0.56,0.44,0.3,0.14,1.95451305488503
0.68,0.3,0.42,0.2,2.9268417589843
0.56,0.34,0.26,0.12,2.38839973794132
0.6,0.46,0.3,0.14,1.9879878664149
0.5,0.34,0.32,0.16,2.14821661400913
0.5,0.22,0.24,0.18,2.54141864746113
0.62,0.28,0.3,0.16,2.83342310258616
0.52,0.34,0.28,0.24,1.86411799584028
0.48,0.38,0.28,0.28,1.54643462648146
0.64,0.32,0.26,0.14,2.66949204219769
0.56,0.4,0.3,0.24,1.80647732934728
0.48,0.42,0.24,0.34,1.29597364619833
0.62,0.28,0.28,0.26,2.31329462041562
0.62,0.34,0.24,0.36,1.73678293702173
0.62,0.42,0.32,0.16,2.15483160204564
0.56,0.4,0.28,0.28,1.68085084088647
0.62,0.4,0.36,0.26,1.98599192462988
0.62,0.42,0.26,0.18,1.99438764932444
0.48,0.36,0.24,0.2,1.73528279622139
0.5,0.42,0.34,0.34,1.46618942030591
0.5,0.3,0.26,0.24,1.91729236073127
0.48,0.3,0.36,0.18,2.27257930576316
0.6,0.28,0.38,0.24,2.5240037826234
0.58,0.34,0.3,0.14,2.4427148080772
0.48,0.28,0.26,0.32,1.69620145990699
0.48,0.32,0.26,0.16,2.05757380127942
0.46,0.32,0.26,0.2,1.85431792128391
0.58,0.26,0.2,0.16,2.5974238707798
0.68,0.26,0.28,0.3,2.41863962378503
0.66,0.26,0.24,0.14,3.11925763479197
0.52,0.26,0.28,0.14,2.67742148993721
