PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,PPV_C_e,PPV_C_ne,RR
0.4,0.22,0.3,0.26,1,0.96,1.71881244939997
0.4,0.34,0.38,0.34,1,0.96,1.21657185099476
0.4,0.42,0.28,0.22,1,0.96,1.11148692597893
0.4,0.34,0.36,0.28,0.96,1,1.35448748314689
0.34,0.2,0.24,0.3,0.92,1,1.33635464080744
0.4,0.32,0.24,0.26,0.96,0.92,1.18986439364587
0.36,0.36,0.26,0.3,0.92,0.96,0.979096856550184
0.56,0.18,0.3,0.26,0.96,0.92,2.56853338218625
0.52,0.22,0.36,0.24,0.92,0.96,2.48647591310679
0.44,0.36,0.32,0.28,1,1,1.30442678139886
0.52,0.3,0.28,0.24,0.92,0.96,1.78903303209992
0.46,0.34,0.3,0.28,1,0.92,1.33889177402947
0.44,0.3,0.24,0.3,1,0.96,1.2466819083837
0.42,0.34,0.28,0.26,1,0.96,1.26873317183293
0.46,0.28,0.18,0.32,0.96,1,1.21026568752204
0.38,0.22,0.34,0.3,0.96,0.88,1.54974251876445
0.26,0.18,0.26,0.26,1,1,1.2997082812407
0.44,0.32,0.24,0.3,1,0.84,1.1512423528756
0.52,0.4,0.26,0.26,0.92,0.88,1.30619427802435
0.32,0.28,0.3,0.2,0.96,0.96,1.44147719220101
0.46,0.32,0.38,0.22,0.92,0.96,1.83822188580571
0.34,0.32,0.2,0.22,0.96,1,1.06735787470981
0.44,0.4,0.26,0.38,1,1,0.932885685852079
0.52,0.28,0.22,0.24,1,0.96,1.70296092740541
0.5,0.46,0.36,0.22,0.92,0.88,1.37599722296263
0.42,0.38,0.24,0.32,1,0.92,0.968184791046509
0.48,0.46,0.28,0.38,1,0.96,0.936834045496085
0.44,0.28,0.24,0.28,0.96,0.88,1.34448321888619
0.48,0.32,0.34,0.28,1,0.96,1.54815996148407
0.36,0.2,0.28,0.32,0.96,0.92,1.37004637628444
0.52,0.26,0.22,0.3,0.96,0.96,1.56812283916327
0.52,0.36,0.14,0.34,1,1,1.03608428006606
0.4,0.34,0.32,0.24,0.92,1,1.40423000975424
0.48,0.28,0.38,0.2,0.92,0.96,2.23255248931992
0.42,0.34,0.16,0.32,0.96,0.96,0.92558347277127
0.38,0.3,0.28,0.34,0.84,0.96,1.13781700975308
0.42,0.32,0.3,0.3,0.92,0.92,1.27360415507327
0.34,0.24,0.32,0.3,0.92,1,1.38600435483014
0.34,0.36,0.2,0.36,0.96,1,0.739392766888747
0.36,0.36,0.14,0.2,0.88,0.92,0.940866011231435
0.42,0.38,0.22,0.4,0.92,0.96,0.852424833158663
0.5,0.32,0.26,0.28,0.92,0.88,1.43127586510522
0.38,0.42,0.28,0.4,0.92,1,0.820354014166739
0.36,0.32,0.24,0.28,0.96,1,1.06582556226001
0.38,0.24,0.22,0.34,0.96,0.96,1.12379740796692
0.22,0.34,0.26,0.28,1,0.96,0.687589548638861
0.52,0.32,0.34,0.26,1,0.96,1.72292618587781
0.48,0.38,0.34,0.28,1,0.96,1.36464004137684
0.44,0.28,0.28,0.34,0.96,0.88,1.26188315371526
0.44,0.3,0.16,0.38,0.92,0.96,0.954078171139096
0.48,0.3,0.2,0.24,0.92,1,1.50708086284058
0.34,0.24,0.2,0.3,1,0.96,1.04938336211558
0.4,0.26,0.22,0.3,0.96,0.92,1.21162165035285
0.56,0.32,0.32,0.34,1,0.96,1.52218493910672
0.42,0.44,0.26,0.26,0.92,0.92,1.01786364408631
