PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,PPV_C_e,PPV_C_ne,RR
0.42,0.36,0.3,0.36,1,0.973333333333333,1.01435934891486
0.433333333333333,0.326666666666667,0.273333333333333,0.373333333333333,0.986666666666667,0.946666666666667,1.02819893957095
0.446666666666667,0.326666666666667,0.286666666666667,0.393333333333333,0.973333333333333,0.986666666666667,1.07694674511626
0.48,0.333333333333333,0.326666666666667,0.346666666666667,0.986666666666667,0.96,1.33727510616528
0.446666666666667,0.266666666666667,0.26,0.406666666666667,0.973333333333333,0.986666666666667,1.13073015711245
0.406666666666667,0.286666666666667,0.313333333333333,0.333333333333333,0.973333333333333,0.96,1.29180616508554
0.366666666666667,0.326666666666667,0.313333333333333,0.373333333333333,0.96,0.986666666666667,0.978836291913215
0.5,0.34,0.333333333333333,0.36,0.96,0.96,1.36296982976572
0.493333333333333,0.3,0.26,0.393333333333333,0.973333333333333,0.986666666666667,1.21010415950575
0.506666666666667,0.326666666666667,0.333333333333333,0.36,0.986666666666667,0.96,1.40245590454106
0.5,0.346666666666667,0.36,0.353333333333333,0.986666666666667,0.973333333333333,1.41364122981255
0.413333333333333,0.326666666666667,0.32,0.42,0.986666666666667,0.96,0.977146160628953
0.46,0.32,0.32,0.38,0.973333333333333,0.973333333333333,1.22470055491003
0.48,0.32,0.34,0.44,0.946666666666667,0.973333333333333,1.17576960892663
0.413333333333333,0.406666666666667,0.326666666666667,0.353333333333333,1,0.986666666666667,0.978511087952586
0.44,0.413333333333333,0.246666666666667,0.373333333333333,0.96,0.973333333333333,0.861117304957799
0.426666666666667,0.32,0.346666666666667,0.426666666666667,0.973333333333333,1,1.09148258714378
0.48,0.306666666666667,0.3,0.373333333333333,1,0.96,1.26258905221391
0.446666666666667,0.346666666666667,0.34,0.38,0.973333333333333,1,1.18201671671401
0.54,0.346666666666667,0.313333333333333,0.286666666666667,0.986666666666667,0.986666666666667,1.69926425905593
0.433333333333333,0.32,0.293333333333333,0.32,0.986666666666667,0.986666666666667,1.27506804766905
0.533333333333333,0.333333333333333,0.373333333333333,0.346666666666667,0.986666666666667,0.946666666666667,1.57730833988102
0.453333333333333,0.26,0.34,0.373333333333333,0.986666666666667,0.973333333333333,1.45329892657006
0.433333333333333,0.36,0.313333333333333,0.326666666666667,0.986666666666667,0.933333333333333,1.14427504934069
0.426666666666667,0.34,0.326666666666667,0.366666666666667,0.96,1,1.16323395130201
0.42,0.373333333333333,0.273333333333333,0.346666666666667,0.973333333333333,0.96,0.971968181780459
0.473333333333333,0.226666666666667,0.366666666666667,0.366666666666667,0.986666666666667,0.96,1.74759171702359
0.473333333333333,0.286666666666667,0.326666666666667,0.38,1,0.973333333333333,1.35429535153368
0.426666666666667,0.34,0.32,0.34,0.986666666666667,0.96,1.17475272764352
0.426666666666667,0.333333333333333,0.326666666666667,0.433333333333333,1,1,0.994185546930943
0.46,0.273333333333333,0.253333333333333,0.386666666666667,0.986666666666667,0.986666666666667,1.18386518104246
0.466666666666667,0.373333333333333,0.333333333333333,0.36,1,0.973333333333333,1.17038294140574
0.493333333333333,0.306666666666667,0.306666666666667,0.353333333333333,0.986666666666667,1,1.42912055429724
0.433333333333333,0.3,0.34,0.433333333333333,0.986666666666667,0.986666666666667,1.10641860766491
0.446666666666667,0.366666666666667,0.306666666666667,0.433333333333333,0.986666666666667,0.946666666666667,0.926484241003289
0.44,0.34,0.373333333333333,0.453333333333333,0.986666666666667,1,1.06471954741981
0.473333333333333,0.3,0.293333333333333,0.4,0.986666666666667,0.973333333333333,1.19017848248741
0.48,0.326666666666667,0.36,0.346666666666667,0.973333333333333,0.986666666666667,1.46853313630497
0.526666666666667,0.353333333333333,0.326666666666667,0.32,1,0.96,1.48617240296909
0.413333333333333,0.34,0.4,0.286666666666667,0.973333333333333,0.986666666666667,1.55402833411641
0.453333333333333,0.393333333333333,0.346666666666667,0.346666666666667,0.986666666666667,0.96,1.15047998406692
0.44,0.3,0.3,0.313333333333333,0.973333333333333,0.973333333333333,1.40859506552456
0.493333333333333,0.32,0.34,0.34,0.96,0.946666666666667,1.48066436175095
0.493333333333333,0.333333333333333,0.36,0.333333333333333,0.973333333333333,0.946666666666667,1.49487874120943
0.446666666666667,0.366666666666667,0.346666666666667,0.373333333333333,0.986666666666667,0.973333333333333,1.13839987205374
0.466666666666667,0.286666666666667,0.313333333333333,0.413333333333333,0.986666666666667,0.973333333333333,1.21282527881041
0.373333333333333,0.333333333333333,0.353333333333333,0.353333333333333,0.986666666666667,0.973333333333333,1.09075962814809
0.44,0.346666666666667,0.326666666666667,0.4,0.986666666666667,0.973333333333333,1.06437459456272
0.486666666666667,0.32,0.3,0.44,0.973333333333333,0.986666666666667,1.10721591323404
0.446666666666667,0.353333333333333,0.333333333333333,0.373333333333333,1,0.973333333333333,1.13370323047153
0.5,0.333333333333333,0.293333333333333,0.366666666666667,0.973333333333333,0.973333333333333,1.27703536385536
0.44,0.353333333333333,0.286666666666667,0.406666666666667,0.973333333333333,0.986666666666667,0.975761301724287
0.466666666666667,0.326666666666667,0.3,0.433333333333333,0.986666666666667,0.933333333333333,1.02344510207855
0.42,0.346666666666667,0.293333333333333,0.4,1,0.973333333333333,0.942566491714336
0.473333333333333,0.326666666666667,0.32,0.413333333333333,1,1,1.15346940258147
0.48,0.34,0.313333333333333,0.366666666666667,0.973333333333333,0.973333333333333,1.24819138599994
0.506666666666667,0.353333333333333,0.32,0.413333333333333,0.986666666666667,0.973333333333333,1.16484180321679
0.466666666666667,0.446666666666667,0.333333333333333,0.366666666666667,0.973333333333333,0.973333333333333,1.02054559245342
0.46,0.34,0.273333333333333,0.366666666666667,0.973333333333333,0.986666666666667,1.11938904562701
0.466666666666667,0.333333333333333,0.353333333333333,0.346666666666667,1,0.973333333333333,1.36118225521482
0.466666666666667,0.293333333333333,0.393333333333333,0.38,0.96,0.973333333333333,1.49659954937399
0.413333333333333,0.333333333333333,0.353333333333333,0.36,1,0.973333333333333,1.172826625168
0.433333333333333,0.386666666666667,0.333333333333333,0.426666666666667,1,0.973333333333333,0.927120956599128
0.453333333333333,0.353333333333333,0.333333333333333,0.346666666666667,0.986666666666667,0.96,1.222146203743
0.473333333333333,0.293333333333333,0.346666666666667,0.426666666666667,0.986666666666667,0.986666666666667,1.25479579336839
0.48,0.406666666666667,0.346666666666667,0.366666666666667,0.986666666666667,0.96,1.13698607176977
0.466666666666667,0.366666666666667,0.38,0.386666666666667,0.973333333333333,0.96,1.21845149188926
0.48,0.32,0.313333333333333,0.353333333333333,0.973333333333333,0.986666666666667,1.35927985668139
0.466666666666667,0.333333333333333,0.346666666666667,0.413333333333333,0.973333333333333,0.986666666666667,1.18291752483584
0.466666666666667,0.353333333333333,0.386666666666667,0.333333333333333,0.973333333333333,0.96,1.42545747033984
0.466666666666667,0.32,0.286666666666667,0.38,0.973333333333333,0.946666666666667,1.15255222773494
0.486666666666667,0.346666666666667,0.306666666666667,0.413333333333333,0.986666666666667,0.986666666666667,1.11530818554676
0.493333333333333,0.333333333333333,0.36,0.4,0.986666666666667,1,1.31193818785481
0.493333333333333,0.306666666666667,0.326666666666667,0.313333333333333,1,0.986666666666667,1.62130759982895
0.486666666666667,0.3,0.28,0.36,0.973333333333333,0.986666666666667,1.34215926662781
0.44,0.393333333333333,0.273333333333333,0.393333333333333,0.973333333333333,0.973333333333333,0.899072900808591
0.406666666666667,0.34,0.32,0.366666666666667,0.986666666666667,0.946666666666667,1.04259173629102
0.546666666666667,0.333333333333333,0.373333333333333,0.366666666666667,0.96,0.946666666666667,1.55874913527047
0.453333333333333,0.326666666666667,0.3,0.346666666666667,0.986666666666667,0.986666666666667,1.24282187014833
0.48,0.32,0.326666666666667,0.393333333333333,0.973333333333333,0.973333333333333,1.25359722459194
0.446666666666667,0.34,0.273333333333333,0.293333333333333,0.986666666666667,0.973333333333333,1.2823138730203
0.48,0.28,0.3,0.4,1,1,1.28951549396958
0.46,0.373333333333333,0.34,0.493333333333333,1,1,0.91503208678712
0.5,0.306666666666667,0.3,0.36,0.986666666666667,0.986666666666667,1.39626483234649
0.453333333333333,0.373333333333333,0.346666666666667,0.4,1,0.973333333333333,1.07050264599665
0.44,0.32,0.386666666666667,0.413333333333333,0.986666666666667,0.986666666666667,1.21976228086917
0.486666666666667,0.42,0.286666666666667,0.406666666666667,0.973333333333333,0.933333333333333,0.938664646683259
0.486666666666667,0.34,0.293333333333333,0.366666666666667,1,0.986666666666667,1.21426208775173
0.473333333333333,0.393333333333333,0.306666666666667,0.326666666666667,1,0.986666666666667,1.17988923846692
0.486666666666667,0.373333333333333,0.36,0.353333333333333,0.973333333333333,0.986666666666667,1.32073877729783
0.42,0.286666666666667,0.333333333333333,0.373333333333333,0.986666666666667,0.973333333333333,1.24688513967439
0.433333333333333,0.333333333333333,0.34,0.4,0.973333333333333,0.946666666666667,1.09572207832512
0.48,0.353333333333333,0.313333333333333,0.366666666666667,0.986666666666667,0.986666666666667,1.21350609186008
0.5,0.266666666666667,0.34,0.466666666666667,0.973333333333333,0.96,1.25717707625755
