prop_exp,prev_ne,risk,SE_ratio,power,sample_size,SE_AUB,SE_A_e,SE_B_given_A_e,SE_A_int_B_e,SE_B_e,SE_A_given_B_e,SE_B_given_not_A_e,SE_A_ne,SE_B_given_A_ne,SE_A_int_B_ne,SE_B_ne,SE_A_given_B_ne,SE_B_given_not_A_ne,SP_A_e,SP_B_e,SP_A_ne,SP_B_ne
0.2,0.01,1.2,0.8,0.473,200_200_100,0.9,0.4445,0.15,0.066675,0.522175,0.127687078086848,0.81998199819982,0.5555,0.15,0.083325,0.427825,0.194764214339975,0.775028121484815,0.99,0.99,0.99,0.99
0.2,0.01,1.2,0.8,0.351,200_200_100,0.9,0.4445,0.3,0.13335,0.58885,0.226458351023181,0.81998199819982,0.5555,0.3,0.16665,0.51115,0.326029541230559,0.775028121484815,0.99,0.99,0.99,0.99
0.2,0.01,1.2,0.8,0.321,200_200_100,0.9,0.4445,0.5,0.22225,0.67775,0.32792327554408,0.81998199819982,0.5555,0.5,0.27775,0.62225,0.446364001607071,0.775028121484814,0.99,0.99,0.99,0.99
0.2,0.01,1.2,1,0.046,200_200_100,0.9,0.5,0.15,0.075,0.475,0.157894736842105,0.8,0.5,0.15,0.075,0.475,0.157894736842105,0.8,0.99,0.99,0.99,0.99
0.2,0.01,1.2,1,0.043,200_200_100,0.9,0.5,0.3,0.15,0.55,0.272727272727273,0.8,0.5,0.3,0.15,0.55,0.272727272727273,0.8,0.99,0.99,0.99,0.99
0.2,0.01,1.2,1,0.038,200_200_100,0.9,0.5,0.5,0.25,0.65,0.384615384615385,0.8,0.5,0.5,0.25,0.65,0.384615384615385,0.8,0.99,0.99,0.99,0.99
0.2,0.01,1.2,1.2,0.235,200_200_100,0.9,0.545,0.15,0.08175,0.43675,0.187178019461935,0.78021978021978,0.454,0.15,0.0681,0.5141,0.132464501069831,0.816849816849817,0.99,0.99,0.99,0.99
0.2,0.01,1.2,1.2,0.242,200_200_100,0.9,0.545,0.3,0.1635,0.5185,0.315332690453231,0.78021978021978,0.454,0.3,0.1362,0.5822,0.233940226726211,0.816849816849817,0.99,0.99,0.99,0.99
0.2,0.01,1.2,1.2,0.236,200_200_100,0.9,0.545,0.5,0.2725,0.6275,0.434262948207171,0.78021978021978,0.454,0.5,0.227,0.673,0.337295690936107,0.816849816849817,0.99,0.99,0.99,0.99
0.2,0.01,2,0.8,0.44,200_200_100,0.9,0.4445,0.15,0.066675,0.522175,0.127687078086848,0.81998199819982,0.5555,0.15,0.083325,0.427825,0.194764214339975,0.775028121484815,0.99,0.99,0.99,0.99
0.2,0.01,2,0.8,0.419,200_200_100,0.9,0.4445,0.3,0.13335,0.58885,0.226458351023181,0.81998199819982,0.5555,0.3,0.16665,0.51115,0.326029541230559,0.775028121484815,0.99,0.99,0.99,0.99
0.2,0.01,2,0.8,0.399,200_200_100,0.9,0.4445,0.5,0.22225,0.67775,0.32792327554408,0.81998199819982,0.5555,0.5,0.27775,0.62225,0.446364001607071,0.775028121484814,0.99,0.99,0.99,0.99
0.2,0.01,2,1,0.0570000000000001,200_200_100,0.9,0.5,0.15,0.075,0.475,0.157894736842105,0.8,0.5,0.15,0.075,0.475,0.157894736842105,0.8,0.99,0.99,0.99,0.99
0.2,0.01,2,1,0.04,200_200_100,0.9,0.5,0.3,0.15,0.55,0.272727272727273,0.8,0.5,0.3,0.15,0.55,0.272727272727273,0.8,0.99,0.99,0.99,0.99
0.2,0.01,2,1,0.0510000000000001,200_200_100,0.9,0.5,0.5,0.25,0.65,0.384615384615385,0.8,0.5,0.5,0.25,0.65,0.384615384615385,0.8,0.99,0.99,0.99,0.99
0.2,0.01,2,1.2,0.31,200_200_100,0.9,0.545,0.15,0.08175,0.43675,0.187178019461935,0.78021978021978,0.454,0.15,0.0681,0.5141,0.132464501069831,0.816849816849817,0.99,0.99,0.99,0.99
0.2,0.01,2,1.2,0.279,200_200_100,0.9,0.545,0.3,0.1635,0.5185,0.315332690453231,0.78021978021978,0.454,0.3,0.1362,0.5822,0.233940226726211,0.816849816849817,0.99,0.99,0.99,0.99
0.2,0.01,2,1.2,0.271,200_200_100,0.9,0.545,0.5,0.2725,0.6275,0.434262948207171,0.78021978021978,0.454,0.5,0.227,0.673,0.337295690936107,0.816849816849817,0.99,0.99,0.99,0.99
0.2,0.1,1.2,0.8,1,200_200_100,0.9,0.4445,0.15,0.066675,0.522175,0.127687078086848,0.81998199819982,0.5555,0.15,0.083325,0.427825,0.194764214339975,0.775028121484815,0.99,0.99,0.99,0.99
0.2,0.1,1.2,0.8,0.999,200_200_100,0.9,0.4445,0.3,0.13335,0.58885,0.226458351023181,0.81998199819982,0.5555,0.3,0.16665,0.51115,0.326029541230559,0.775028121484815,0.99,0.99,0.99,0.99
0.2,0.1,1.2,0.8,0.998,200_200_100,0.9,0.4445,0.5,0.22225,0.67775,0.32792327554408,0.81998199819982,0.5555,0.5,0.27775,0.62225,0.446364001607071,0.775028121484814,0.99,0.99,0.99,0.99
0.2,0.1,1.2,1,0.048,200_200_100,0.9,0.5,0.15,0.075,0.475,0.157894736842105,0.8,0.5,0.15,0.075,0.475,0.157894736842105,0.8,0.99,0.99,0.99,0.99
0.2,0.1,1.2,1,0.045,200_200_100,0.9,0.5,0.3,0.15,0.55,0.272727272727273,0.8,0.5,0.3,0.15,0.55,0.272727272727273,0.8,0.99,0.99,0.99,0.99
0.2,0.1,1.2,1,0.0610000000000001,200_200_100,0.9,0.5,0.5,0.25,0.65,0.384615384615385,0.8,0.5,0.5,0.25,0.65,0.384615384615385,0.8,0.99,0.99,0.99,0.99
0.2,0.1,1.2,1.2,0.991,200_200_100,0.9,0.545,0.15,0.08175,0.43675,0.187178019461935,0.78021978021978,0.454,0.15,0.0681,0.5141,0.132464501069831,0.816849816849817,0.99,0.99,0.99,0.99
0.2,0.1,1.2,1.2,0.994,200_200_100,0.9,0.545,0.3,0.1635,0.5185,0.315332690453231,0.78021978021978,0.454,0.3,0.1362,0.5822,0.233940226726211,0.816849816849817,0.99,0.99,0.99,0.99
0.2,0.1,1.2,1.2,0.978,200_200_100,0.9,0.545,0.5,0.2725,0.6275,0.434262948207171,0.78021978021978,0.454,0.5,0.227,0.673,0.337295690936107,0.816849816849817,0.99,0.99,0.99,0.99
0.2,0.1,2,0.8,1,200_200_100,0.9,0.4445,0.15,0.066675,0.522175,0.127687078086848,0.81998199819982,0.5555,0.15,0.083325,0.427825,0.194764214339975,0.775028121484815,0.99,0.99,0.99,0.99
0.2,0.1,2,0.8,1,200_200_100,0.9,0.4445,0.3,0.13335,0.58885,0.226458351023181,0.81998199819982,0.5555,0.3,0.16665,0.51115,0.326029541230559,0.775028121484815,0.99,0.99,0.99,0.99
0.2,0.1,2,0.8,1,200_200_100,0.9,0.4445,0.5,0.22225,0.67775,0.32792327554408,0.81998199819982,0.5555,0.5,0.27775,0.62225,0.446364001607071,0.775028121484814,0.99,0.99,0.99,0.99
0.2,0.1,2,1,0.0520000000000001,200_200_100,0.9,0.5,0.15,0.075,0.475,0.157894736842105,0.8,0.5,0.15,0.075,0.475,0.157894736842105,0.8,0.99,0.99,0.99,0.99
0.2,0.1,2,1,0.0540000000000001,200_200_100,0.9,0.5,0.3,0.15,0.55,0.272727272727273,0.8,0.5,0.3,0.15,0.55,0.272727272727273,0.8,0.99,0.99,0.99,0.99
0.2,0.1,2,1,0.053,200_200_100,0.9,0.5,0.5,0.25,0.65,0.384615384615385,0.8,0.5,0.5,0.25,0.65,0.384615384615385,0.8,0.99,0.99,0.99,0.99
0.2,0.1,2,1.2,1,200_200_100,0.9,0.545,0.15,0.08175,0.43675,0.187178019461935,0.78021978021978,0.454,0.15,0.0681,0.5141,0.132464501069831,0.816849816849817,0.99,0.99,0.99,0.99
0.2,0.1,2,1.2,0.994,200_200_100,0.9,0.545,0.3,0.1635,0.5185,0.315332690453231,0.78021978021978,0.454,0.3,0.1362,0.5822,0.233940226726211,0.816849816849817,0.99,0.99,0.99,0.99
