prop_exp,prev_ne,risk,SE_ratio,power,sample_size,SE_AUB,SE_A_e,SE_B_given_A_e,SE_A_int_B_e,SE_B_e,SE_A_given_B_e,SE_B_given_not_A_e,SE_A_ne,SE_B_given_A_ne,SE_A_int_B_ne,SE_B_ne,SE_A_given_B_ne,SE_B_given_not_A_ne,SP_A_e,SP_B_e,SP_A_ne,SP_B_ne
0.05,0.01,1.2,1.2,0.272,200_200_100,0.8,0.6,0.333333333333333,0.2,0.4,0.5,0.5,0.5,0.4,0.2,0.5,0.4,0.6,0.99,0.99,0.99,0.99
0.05,0.01,1.2,1.2,0.222,200_200_100,0.8,0.6,0.666666666666667,0.4,0.6,0.666666666666667,0.5,0.5,0.8,0.4,0.7,0.571428571428571,0.6,0.99,0.99,0.99,0.99
0.05,0.01,1.2,1.2,0.563,300_300_150,0.8,0.6,0,0,0.2,0,0.5,0.5,0,0,0.3,0,0.6,0.99,0.99,0.99,0.99
0.05,0.01,1.2,1.2,0.43,300_300_150,0.8,0.6,0.333333333333333,0.2,0.4,0.5,0.5,0.5,0.4,0.2,0.5,0.4,0.6,0.99,0.99,0.99,0.99
0.05,0.01,1.2,1.2,0.291,300_300_150,0.8,0.6,0.666666666666667,0.4,0.6,0.666666666666667,0.5,0.5,0.8,0.4,0.7,0.571428571428571,0.6,0.99,0.99,0.99,0.99
0.05,0.01,1.2,1.4,0.79,100_100_50,0.8,0.7,0,0,0.1,0,0.333333333333334,0.5,0,0,0.3,0,0.6,0.99,0.99,0.99,0.99
0.05,0.01,1.2,1.4,0.496,100_100_50,0.8,0.7,0.285714285714286,0.2,0.3,0.666666666666667,0.333333333333334,0.5,0.4,0.2,0.5,0.4,0.6,0.99,0.99,0.99,0.99
0.05,0.01,1.2,1.4,0.365,100_100_50,0.8,0.7,0.571428571428572,0.4,0.5,0.8,0.333333333333334,0.5,0.8,0.4,0.7,0.571428571428571,0.6,0.99,0.99,0.99,0.99
0.05,0.01,1.2,1.4,0.977,200_200_100,0.8,0.7,0,0,0.1,0,0.333333333333334,0.5,0,0,0.3,0,0.6,0.99,0.99,0.99,0.99
0.05,0.01,1.2,1.4,0.811,200_200_100,0.8,0.7,0.285714285714286,0.2,0.3,0.666666666666667,0.333333333333334,0.5,0.4,0.2,0.5,0.4,0.6,0.99,0.99,0.99,0.99
0.05,0.01,1.2,1.4,0.658,200_200_100,0.8,0.7,0.571428571428572,0.4,0.5,0.8,0.333333333333334,0.5,0.8,0.4,0.7,0.571428571428571,0.6,0.99,0.99,0.99,0.99
0.05,0.01,1.2,1.4,0.997,300_300_150,0.8,0.7,0,0,0.1,0,0.333333333333334,0.5,0,0,0.3,0,0.6,0.99,0.99,0.99,0.99
0.05,0.01,1.2,1.4,0.943,300_300_150,0.8,0.7,0.285714285714286,0.2,0.3,0.666666666666667,0.333333333333334,0.5,0.4,0.2,0.5,0.4,0.6,0.99,0.99,0.99,0.99
0.05,0.01,1.2,1.4,0.825,300_300_150,0.8,0.7,0.571428571428572,0.4,0.5,0.8,0.333333333333334,0.5,0.8,0.4,0.7,0.571428571428571,0.6,0.99,0.99,0.99,0.99
0.05,0.01,2,0.6,0.752,100_100_50,0.8,0.3,0,0,0.5,0,0.714285714285714,0.5,0,0,0.3,0,0.6,0.99,0.99,0.99,0.99
