PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,RR
0.58,0.37,0.23,0.17,2.0539797068038
0.6,0.41,0.25,0.25,1.77279069236544
0.59,0.3,0.33,0.22,2.38552629321438
0.55,0.35,0.31,0.2,2.08812392980312
0.56,0.35,0.32,0.25,1.97148693113873
0.6,0.35,0.26,0.27,1.91902197810119
0.62,0.35,0.25,0.25,2.01292699412477
0.6,0.32,0.33,0.26,2.17377340777706
0.58,0.28,0.24,0.23,2.23860083056362
0.59,0.28,0.27,0.24,2.28587107328488
0.54,0.33,0.32,0.26,1.95926115163433
0.59,0.37,0.36,0.27,1.98371808112527
0.62,0.27,0.3,0.24,2.48396593918315
0.52,0.23,0.33,0.24,2.43962169429714
0.55,0.35,0.3,0.22,2.00449843955514
0.54,0.34,0.27,0.22,1.96258996456926
0.55,0.34,0.32,0.2,2.14688728390974
0.57,0.31,0.33,0.25,2.16715561744491
0.51,0.33,0.34,0.26,1.91318850094077
0.45,0.45,0.26,0.25,1.3498747404888
0.51,0.37,0.25,0.29,1.57627956957192
0.45,0.44,0.39,0.21,1.63907956444834
0.5,0.3,0.27,0.25,1.90315693400916
0.55,0.37,0.31,0.23,1.91972778456904
0.58,0.28,0.22,0.2,2.32559625054779
0.52,0.3,0.28,0.23,2.04615151157497
0.43,0.23,0.22,0.19,2.11409076652934
0.49,0.34,0.25,0.25,1.70642090840625
0.5,0.36,0.29,0.22,1.81800954820253
0.51,0.29,0.26,0.24,1.98541454250935
0.52,0.32,0.3,0.21,2.07138258490262
0.58,0.25,0.25,0.19,2.60953637812541
0.56,0.41,0.24,0.25,1.66441648012097
0.53,0.29,0.33,0.26,2.1013350416986
0.51,0.33,0.22,0.22,1.82726027995157
0.5,0.32,0.29,0.27,1.80827131669828
0.53,0.33,0.3,0.18,2.16898555692317
0.55,0.32,0.26,0.17,2.23936430669969
0.51,0.35,0.33,0.17,2.11573205693071
0.61,0.31,0.2,0.17,2.35995062264404
0.5,0.3,0.27,0.24,1.93545820695142
0.53,0.38,0.28,0.28,1.66430245983868
0.52,0.41,0.3,0.2,1.78155647106834
0.54,0.29,0.3,0.25,2.11143004831705
0.45,0.34,0.24,0.15,1.87468461794484
0.55,0.37,0.27,0.2,1.94316223368427
0.67,0.39,0.27,0.28,1.94812131017975
0.52,0.38,0.18,0.19,1.70499257122206
0.53,0.28,0.27,0.24,2.10534053964507
0.54,0.32,0.24,0.33,1.67459628987055
0.51,0.34,0.26,0.25,1.7757324808014
0.51,0.26,0.37,0.21,2.46651198055375
0.52,0.42,0.29,0.24,1.64064966142253
0.56,0.29,0.31,0.24,2.22548447695427
0.52,0.28,0.27,0.2,2.23309292669702
0.52,0.35,0.28,0.23,1.85932264415453
0.57,0.33,0.28,0.2,2.1746752779928
0.55,0.36,0.28,0.21,1.96524271724078
0.46,0.39,0.27,0.29,1.44128978565268
0.61,0.32,0.29,0.25,2.16727119835333
0.58,0.27,0.34,0.3,2.20015802535083
0.53,0.37,0.28,0.18,1.9685634464109
0.54,0.28,0.38,0.26,2.26347896235158
0.52,0.26,0.29,0.21,2.33269706286886
