PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,RR
0.55,0.38,0.41,0.28,1.87289088863892
0.51,0.35,0.43,0.31,1.83376626354101
0.51,0.33,0.36,0.24,1.9702696719821
0.56,0.35,0.44,0.21,2.27579886779887
0.55,0.41,0.34,0.29,1.65133007629529
0.58,0.35,0.36,0.25,2.03507424411113
0.51,0.28,0.32,0.25,2.04997344040942
0.47,0.33,0.39,0.28,1.81393131425203
0.48,0.37,0.35,0.23,1.77250683986865
0.46,0.32,0.43,0.27,1.92734061399197
0.48,0.36,0.42,0.23,1.93658327673766
0.55,0.35,0.33,0.3,1.77367790836908
0.52,0.27,0.52,0.22,2.69781645676781
0.52,0.41,0.45,0.22,1.94413882906324
0.6,0.36,0.4,0.25,2.11919699487674
0.52,0.35,0.42,0.23,2.06892538738437
0.51,0.3,0.33,0.2,2.17204635979755
0.43,0.25,0.36,0.19,2.29949734138043
0.47,0.29,0.39,0.17,2.37345305953149
0.55,0.33,0.34,0.22,2.09721046226392
0.51,0.27,0.39,0.22,2.37044505124077
0.53,0.28,0.45,0.17,2.76452659228698
0.49,0.36,0.43,0.22,2.01026427681632
0.52,0.33,0.36,0.25,1.96356807706573
0.51,0.39,0.33,0.28,1.62527591469222
0.52,0.32,0.39,0.27,1.99529086794462
0.55,0.29,0.36,0.21,2.35864174724327
0.5,0.37,0.35,0.25,1.76583125729433
0.58,0.28,0.39,0.27,2.3067750251162
0.55,0.34,0.4,0.3,1.92675607184564
0.55,0.3,0.34,0.16,2.4881536871346
0.52,0.35,0.38,0.26,1.90241143490851
0.5,0.39,0.33,0.27,1.62638045451344
0.51,0.33,0.37,0.3,1.81539689523274
0.62,0.33,0.31,0.24,2.14436661475092
0.46,0.29,0.41,0.24,2.10150703539483
0.47,0.33,0.39,0.18,2.13548563914619
0.56,0.36,0.33,0.23,1.95697419237124
0.53,0.34,0.42,0.25,2.06607058260192
0.5,0.31,0.35,0.26,1.93603016952475
0.51,0.3,0.34,0.2,2.19438022221557
0.59,0.37,0.43,0.35,1.84348223634728
0.44,0.34,0.4,0.12,2.26961712875265
0.43,0.35,0.38,0.26,1.69402131723246
0.52,0.42,0.35,0.2,1.7896792046491
0.49,0.39,0.37,0.3,1.60624385093466
0.47,0.34,0.32,0.23,1.78792008579134
0.45,0.34,0.36,0.25,1.76066176283308
0.48,0.29,0.38,0.14,2.52922821531033
0.51,0.27,0.42,0.2,2.53418202053863
0.41,0.4,0.39,0.23,1.59854818878275
0.51,0.36,0.41,0.25,1.92965100842733
0.61,0.3,0.39,0.22,2.4965122663045
0.52,0.31,0.32,0.31,1.78294885342526
0.41,0.31,0.32,0.32,1.50709027967348
0.51,0.36,0.36,0.24,1.86587328920967
0.58,0.41,0.37,0.19,2.0234484577632
0.52,0.26,0.41,0.19,2.65197047295357
0.54,0.42,0.41,0.24,1.83483506862174
0.46,0.42,0.36,0.28,1.49882774229155
0.52,0.28,0.3,0.24,2.07015601204385
0.53,0.33,0.43,0.25,2.12333837386945
0.48,0.28,0.43,0.25,2.20375061401204
0.46,0.39,0.33,0.17,1.78797220604012
0.48,0.38,0.41,0.18,2.00002510796425
0.47,0.35,0.37,0.27,1.74215682703864
0.44,0.33,0.35,0.23,1.8062367929809
0.51,0.34,0.38,0.18,2.17836901313497
0.46,0.34,0.46,0.31,1.8066688728449
0.59,0.3,0.41,0.27,2.28462294472335
0.5,0.4,0.34,0.17,1.87177828382155
0.42,0.33,0.37,0.26,1.71221282821912
0.51,0.28,0.44,0.26,2.26619572418284
0.49,0.34,0.37,0.22,1.96674751187303
0.61,0.28,0.36,0.18,2.73604175606965
0.46,0.28,0.33,0.25,1.93710945978364
0.47,0.31,0.41,0.22,2.11624620908573
0.55,0.44,0.34,0.31,1.54102182976306
0.5,0.3,0.38,0.22,2.17632270927847
0.46,0.34,0.29,0.25,1.65163212078916
0.47,0.3,0.38,0.22,2.09487531424278
0.48,0.41,0.45,0.28,1.70846356514052
0.48,0.37,0.36,0.24,1.76436658990752
0.44,0.39,0.33,0.26,1.51929354524365
0.42,0.27,0.43,0.23,2.1615062900589
0.5,0.34,0.43,0.33,1.79134995852766
0.54,0.35,0.38,0.26,1.94872034994763
0.5,0.39,0.36,0.28,1.65435648290281
0.43,0.37,0.36,0.23,1.67412226872033
0.47,0.28,0.44,0.17,2.55282804229295
0.52,0.4,0.38,0.25,1.77427369679139
0.51,0.31,0.37,0.21,2.17565484474179
0.5,0.33,0.29,0.19,1.96539430070962
0.56,0.37,0.35,0.23,1.95962672614884
0.62,0.33,0.4,0.26,2.2491669241435
0.51,0.26,0.39,0.25,2.29169171612074
0.51,0.33,0.34,0.25,1.9005125265536
0.51,0.39,0.39,0.22,1.87916673784602
0.49,0.42,0.33,0.24,1.59420201555216
0.5,0.36,0.28,0.23,1.71962586033876
0.57,0.34,0.33,0.23,2.05447381839783
0.48,0.34,0.31,0.26,1.71098550782798
0.54,0.27,0.37,0.23,2.36699766408094
0.42,0.33,0.37,0.35,1.50230093135069
0.58,0.32,0.42,0.22,2.38227880429955
0.45,0.32,0.45,0.22,2.10531502620592
0.51,0.39,0.33,0.28,1.62527591469222
0.52,0.26,0.4,0.22,2.47627469615624
0.52,0.34,0.37,0.15,2.30395427613933
0.49,0.39,0.34,0.31,1.53705194807991
0.49,0.26,0.36,0.18,2.4837940717416
0.46,0.32,0.44,0.17,2.30523855146988
0.53,0.33,0.39,0.23,2.11259812363243
0.5,0.34,0.49,0.26,2.09479982342525
0.45,0.27,0.34,0.2,2.16308898263075
0.52,0.33,0.38,0.26,1.97116855326962
0.46,0.33,0.42,0.29,1.81868487121244
0.53,0.36,0.4,0.23,2.01783397362473
0.45,0.33,0.3,0.26,1.65088823122356
0.56,0.39,0.39,0.33,1.71405118715684
0.57,0.35,0.41,0.27,2.04271163394884
0.44,0.32,0.39,0.24,1.89117819240354
0.44,0.35,0.31,0.25,1.61269092683171
0.42,0.32,0.39,0.25,1.81114584214086
0.53,0.33,0.42,0.27,2.03966422010505
0.52,0.37,0.4,0.24,1.92968567988248
0.47,0.3,0.39,0.19,2.23417930024708
0.56,0.27,0.37,0.17,2.72408036978797
0.59,0.31,0.29,0.31,1.88934628199879
0.55,0.35,0.34,0.3,1.79101710087306
0.51,0.34,0.41,0.25,1.99921552246713
0.54,0.33,0.45,0.18,2.45770028077357
0.44,0.31,0.41,0.24,1.96864418146928
0.55,0.43,0.4,0.19,1.94138236576146
0.57,0.29,0.41,0.24,2.39582461206369
0.56,0.31,0.42,0.3,2.08907455940585
0.55,0.32,0.33,0.22,2.11771009149862
0.48,0.36,0.33,0.27,1.66394904184927
0.44,0.37,0.32,0.24,1.59904749993256
0.46,0.35,0.34,0.18,1.92013664300615
0.53,0.35,0.37,0.2,2.09558483055552
0.51,0.42,0.37,0.24,1.70391782540607
0.43,0.33,0.43,0.24,1.90975884214715
0.46,0.35,0.46,0.28,1.85492480888176
0.53,0.29,0.32,0.32,1.84245722161218
0.55,0.33,0.31,0.29,1.82485037610312
0.52,0.35,0.36,0.23,1.95346484833628
0.4,0.34,0.44,0.2,1.94344289902766
0.53,0.36,0.4,0.2,2.11562363831528
0.54,0.38,0.34,0.29,1.70896987283434
0.46,0.38,0.32,0.25,1.59370768258554
0.48,0.3,0.32,0.26,1.86188612003564
0.57,0.28,0.4,0.26,2.34070531894587
0.44,0.33,0.34,0.24,1.75764307794477
0.48,0.36,0.33,0.15,2.01484946758697
0.51,0.27,0.39,0.23,2.3268926837081
0.48,0.35,0.35,0.18,1.99363405994932
0.51,0.38,0.34,0.19,1.90592566966492
0.45,0.32,0.37,0.23,1.90750032759675
0.54,0.34,0.37,0.25,1.99502951978768
0.54,0.36,0.36,0.17,2.16631577183832
0.57,0.37,0.4,0.17,2.28319537579852
0.57,0.28,0.4,0.29,2.22669410055651
0.43,0.32,0.42,0.16,2.21539704210734
0.54,0.33,0.4,0.31,1.9090448105663
0.38,0.31,0.37,0.28,1.62451909133607
0.48,0.45,0.39,0.27,1.53706604506605
0.49,0.28,0.37,0.2,2.30271519533644
0.59,0.36,0.36,0.2,2.18614695035762
0.47,0.34,0.47,0.27,1.95685289220264
0.37,0.34,0.45,0.21,1.85507659558292
0.52,0.28,0.42,0.26,2.25070178196476
0.54,0.29,0.33,0.16,2.49065164141706
0.38,0.37,0.31,0.25,1.4213191284744
0.47,0.33,0.28,0.25,1.68697622302168
0.44,0.33,0.35,0.23,1.8062367929809
0.58,0.4,0.4,0.3,1.8115472200739
0.46,0.35,0.34,0.29,1.61727297383347
0.5,0.35,0.42,0.24,1.9892280527927
0.5,0.31,0.38,0.22,2.13270960818016
0.55,0.26,0.46,0.21,2.75857284026668
0.56,0.33,0.35,0.32,1.83872614172824
0.44,0.34,0.43,0.22,1.96078428753826
0.49,0.32,0.34,0.22,1.98191819534512
0.53,0.31,0.37,0.25,2.08378053082095
0.51,0.28,0.38,0.24,2.21624146990781
0.46,0.3,0.34,0.17,2.17235720847721
0.45,0.33,0.42,0.19,2.1085497950215
0.5,0.32,0.36,0.25,1.95063467066881
0.45,0.33,0.38,0.22,1.9226261295232
0.54,0.4,0.42,0.25,1.88602555851797
0.49,0.34,0.33,0.27,1.74534436160068
0.47,0.36,0.42,0.19,2.03840077560412
0.46,0.38,0.41,0.26,1.72819702767643
0.49,0.33,0.37,0.24,1.94040230748351
0.51,0.34,0.34,0.25,1.86625549516324
0.54,0.35,0.35,0.14,2.30869852620825
0.51,0.32,0.37,0.21,2.13217787114846
0.48,0.31,0.45,0.24,2.15317938063054
0.5,0.39,0.41,0.17,2.04430189554595
0.57,0.4,0.37,0.2,2.00521646733221
0.56,0.36,0.45,0.25,2.11847300207487
0.59,0.36,0.32,0.17,2.21419616230887
0.5,0.38,0.37,0.2,1.90948233920405
0.53,0.3,0.43,0.24,2.28521899338414
0.56,0.31,0.37,0.14,2.63401333959482
0.51,0.38,0.42,0.18,2.09423018981621
0.48,0.31,0.38,0.23,2.04430346271299
0.55,0.36,0.51,0.25,2.20537549290512
0.44,0.33,0.35,0.17,2.00181804150181
0.51,0.27,0.36,0.21,2.34547259842075
0.51,0.31,0.35,0.21,2.13268043346097
0.46,0.36,0.33,0.2,1.80218108679711
0.52,0.36,0.28,0.22,1.79489977659498
0.55,0.38,0.32,0.27,1.74420900236904
0.54,0.34,0.37,0.17,2.27713545633732
0.48,0.37,0.39,0.18,1.99797597020111
0.49,0.33,0.41,0.3,1.8419367169863
0.54,0.38,0.39,0.17,2.14404919873431
0.55,0.38,0.43,0.33,1.78340212025573
0.52,0.43,0.39,0.18,1.88376221447199
0.51,0.34,0.45,0.23,2.14151890616047
0.44,0.27,0.38,0.22,2.14502261120124
0.38,0.38,0.43,0.25,1.61002527760224
0.47,0.29,0.3,0.27,1.80109937113048
0.52,0.37,0.38,0.28,1.78655554758395
0.53,0.38,0.4,0.22,1.9773756723601
0.51,0.31,0.45,0.22,2.30713555544858
0.48,0.42,0.35,0.26,1.5637483143501
0.52,0.25,0.39,0.24,2.4141879229971
0.49,0.3,0.35,0.2,2.16043844149621
