PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,PPV_C_e,PPV_C_ne,RR
0.5,0.28,0.3,0.26,1,0.96,1.79161590148028
0.38,0.4,0.16,0.26,0.92,0.92,0.868579802442747
0.44,0.34,0.22,0.24,0.92,0.92,1.30809822497527
0.52,0.32,0.22,0.42,1,0.92,1.12153130020726
0.54,0.24,0.14,0.38,0.96,0.96,1.34664632082844
0.58,0.34,0.18,0.26,0.96,0.84,1.5083367321471
0.42,0.28,0.18,0.36,0.92,0.92,1.05067241639836
0.44,0.38,0.18,0.28,0.96,0.92,1.03363307961688
0.46,0.34,0.2,0.22,0.92,1,1.42490374066232
0.44,0.32,0.14,0.32,0.92,1,1.05222088125325
0.5,0.38,0.18,0.24,0.96,0.96,1.28505016641744
0.44,0.24,0.18,0.34,1,0.96,1.23768927344446
0.54,0.32,0.16,0.36,0.96,0.92,1.20641398790665
0.48,0.28,0.24,0.34,1,0.96,1.34288842805846
0.38,0.32,0.16,0.4,0.92,0.96,0.798579735397208
0.54,0.46,0.28,0.3,0.96,0.92,1.20134106979953
0.44,0.34,0.22,0.3,1,0.96,1.1452136747153
0.44,0.22,0.26,0.36,0.96,0.88,1.37611071124779
0.38,0.3,0.2,0.26,1,0.92,1.12644983816556
0.44,0.26,0.18,0.2,0.92,0.96,1.71929394681913
0.46,0.22,0.16,0.2,1,0.92,1.91453636641844
0.38,0.38,0.12,0.3,0.92,1,0.795343544285878
0.46,0.42,0.2,0.3,0.96,1,1.01910409431225
0.5,0.48,0.16,0.3,0.96,0.92,0.929626092376123
0.56,0.36,0.18,0.4,1,0.96,1.11918423291426
0.46,0.24,0.16,0.34,0.96,1,1.28963069049542
0.44,0.24,0.24,0.36,0.92,0.88,1.29347241504384
0.44,0.38,0.16,0.28,1,0.92,0.988820273748633
0.48,0.24,0.16,0.26,1,0.96,1.59738685454412
0.4,0.36,0.18,0.3,0.96,0.88,0.930126698765879
0.52,0.24,0.22,0.28,0.96,1,1.83003465959883
0.46,0.38,0.26,0.34,1,0.96,1.08953347447612
0.46,0.38,0.18,0.32,1,1,1.01690844108063
0.54,0.28,0.16,0.16,0.96,0.92,2.11827713660708
0.34,0.3,0.22,0.2,0.96,1,1.27013485901103
0.46,0.38,0.24,0.26,1,0.96,1.22274991446747
0.46,0.44,0.2,0.36,1,0.96,0.879081709178497
0.58,0.36,0.08,0.28,0.92,1,1.30085538468779
0.42,0.28,0.18,0.28,1,0.96,1.22606668058746
0.5,0.4,0.16,0.3,0.96,1,1.08699504548195
0.46,0.32,0.18,0.36,0.92,0.92,1.06387674660881
0.5,0.34,0.14,0.28,0.96,1,1.23711219967343
0.44,0.32,0.16,0.24,0.96,0.96,1.25387913151708
0.48,0.36,0.22,0.16,0.96,0.92,1.6079860077404
0.44,0.42,0.08,0.32,0.92,1,0.785051758213803
0.58,0.34,0.16,0.24,0.96,1,1.61641639501951
0.52,0.24,0.2,0.32,0.92,1,1.63364788812461
0.42,0.42,0.2,0.34,1,0.84,0.830866604865262
0.44,0.3,0.16,0.44,1,1,0.888153521000982
0.54,0.3,0.24,0.28,0.96,1,1.66607956760827
0.54,0.3,0.24,0.36,1,0.96,1.3859328252893
0.66,0.34,0.2,0.26,0.96,1,1.84402290393781
0.4,0.26,0.14,0.4,0.96,0.92,0.887879366077041
0.4,0.36,0.1,0.18,0.96,0.88,1.02567277356894
0.36,0.36,0.12,0.36,1,0.96,0.669287925072337
0.46,0.2,0.08,0.4,0.96,1,1.0904693423977
