prop_exp,prev_ne,risk,SE_ratio,power,sample_size,SE_AUB,SE_A_e,SE_B_given_A_e,SE_A_int_B_e,SE_B_e,SE_A_given_B_e,SE_B_given_not_A_e,SE_A_ne,SE_B_given_A_ne,SE_A_int_B_ne,SE_B_ne,SE_A_given_B_ne,SE_B_given_not_A_ne,SP_A_e,SP_B_e,SP_A_ne,SP_B_ne
0.1,0.01,2,1,0.045,300_300_150,0.7,0.5,0.4,0.2,0.4,0.5,0.4,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.1,0.01,2,1,0.048,300_300_150,0.7,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.1,0.01,2,1.2,0.208,100_100_50,0.7,0.6,0.333333333333333,0.2,0.3,0.666666666666667,0.25,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.1,0.01,2,1.2,0.146,100_100_50,0.7,0.6,0.666666666666667,0.4,0.5,0.8,0.25,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.1,0.01,2,1.2,0.512,300_300_150,0.7,0.6,0.333333333333333,0.2,0.3,0.666666666666667,0.25,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.1,0.01,2,1.2,0.347,300_300_150,0.7,0.6,0.666666666666667,0.4,0.5,0.8,0.25,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.1,0.01,2,1.4,0.602,100_100_50,0.7,0.7,0.285714285714286,0.2,0.2,1,0,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.1,0.01,2,1.4,0.431,100_100_50,0.7,0.7,0.571428571428572,0.4,0.4,1,0,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.1,0.01,2,1.4,0.967,300_300_150,0.7,0.7,0.285714285714286,0.2,0.2,1,0,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.1,0.01,2,1.4,0.867,300_300_150,0.7,0.7,0.571428571428572,0.4,0.4,1,0,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.1,0.1,1.2,0.6,1,100_100_50,0.7,0.3,0.666666666666667,0.2,0.6,0.333333333333333,0.571428571428571,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.1,0.1,1.2,0.6,1,100_100_50,0.7,0.3,1.33333333333333,0.4,0.8,0.5,0.571428571428572,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.1,0.1,1.2,0.6,1,300_300_150,0.7,0.3,0.666666666666667,0.2,0.6,0.333333333333333,0.571428571428571,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.1,0.1,1.2,0.6,1,300_300_150,0.7,0.3,1.33333333333333,0.4,0.8,0.5,0.571428571428572,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.1,0.1,1.2,0.8,0.937,100_100_50,0.7,0.4,0.5,0.2,0.5,0.4,0.5,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.1,0.1,1.2,0.8,0.835,100_100_50,0.7,0.4,1,0.4,0.7,0.571428571428572,0.5,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.1,0.1,1.2,0.8,1,300_300_150,0.7,0.4,0.5,0.2,0.5,0.4,0.5,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.1,0.1,1.2,0.8,0.999,300_300_150,0.7,0.4,1,0.4,0.7,0.571428571428572,0.5,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.1,0.1,1.2,1,0.0570000000000001,100_100_50,0.7,0.5,0.4,0.2,0.4,0.5,0.4,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.1,0.1,1.2,1,0.07,100_100_50,0.7,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.1,0.1,1.2,1,0.044,300_300_150,0.7,0.5,0.4,0.2,0.4,0.5,0.4,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.1,0.1,1.2,1,0.045,300_300_150,0.7,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.1,0.1,1.2,1.2,0.926,100_100_50,0.7,0.6,0.333333333333333,0.2,0.3,0.666666666666667,0.25,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.1,0.1,1.2,1.2,0.782,100_100_50,0.7,0.6,0.666666666666667,0.4,0.5,0.8,0.25,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.1,0.1,1.2,1.2,1,300_300_150,0.7,0.6,0.333333333333333,0.2,0.3,0.666666666666667,0.25,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.1,0.1,1.2,1.2,0.994,300_300_150,0.7,0.6,0.666666666666667,0.4,0.5,0.8,0.25,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.1,0.1,1.2,1.4,1,100_100_50,0.7,0.7,0.285714285714286,0.2,0.2,1,0,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.1,0.1,1.2,1.4,0.997,100_100_50,0.7,0.7,0.571428571428572,0.4,0.4,1,0,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.1,0.1,1.2,1.4,1,300_300_150,0.7,0.7,0.285714285714286,0.2,0.2,1,0,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.1,0.1,1.2,1.4,1,300_300_150,0.7,0.7,0.571428571428572,0.4,0.4,1,0,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.1,0.1,2,0.6,1,100_100_50,0.7,0.3,0.666666666666667,0.2,0.6,0.333333333333333,0.571428571428571,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.1,0.1,2,0.6,1,100_100_50,0.7,0.3,1.33333333333333,0.4,0.8,0.5,0.571428571428572,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.1,0.1,2,0.6,1,300_300_150,0.7,0.3,0.666666666666667,0.2,0.6,0.333333333333333,0.571428571428571,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.1,0.1,2,0.6,1,300_300_150,0.7,0.3,1.33333333333333,0.4,0.8,0.5,0.571428571428572,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.1,0.1,2,0.8,0.977,100_100_50,0.7,0.4,0.5,0.2,0.5,0.4,0.5,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.1,0.1,2,0.8,0.922,100_100_50,0.7,0.4,1,0.4,0.7,0.571428571428572,0.5,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.1,0.1,2,0.8,1,300_300_150,0.7,0.4,0.5,0.2,0.5,0.4,0.5,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.1,0.1,2,0.8,1,300_300_150,0.7,0.4,1,0.4,0.7,0.571428571428572,0.5,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.1,0.1,2,1,0.0510000000000001,100_100_50,0.7,0.5,0.4,0.2,0.4,0.5,0.4,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.1,0.1,2,1,0.064,100_100_50,0.7,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.1,0.1,2,1,0.053,300_300_150,0.7,0.5,0.4,0.2,0.4,0.5,0.4,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.1,0.1,2,1,0.0610000000000001,300_300_150,0.7,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.1,0.1,2,1.2,0.939,100_100_50,0.7,0.6,0.333333333333333,0.2,0.3,0.666666666666667,0.25,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.1,0.1,2,1.2,0.814,100_100_50,0.7,0.6,0.666666666666667,0.4,0.5,0.8,0.25,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.1,0.1,2,1.2,1,300_300_150,0.7,0.6,0.333333333333333,0.2,0.3,0.666666666666667,0.25,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.1,0.1,2,1.2,0.997,300_300_150,0.7,0.6,0.666666666666667,0.4,0.5,0.8,0.25,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.1,0.1,2,1.4,1,100_100_50,0.7,0.7,0.285714285714286,0.2,0.2,1,0,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.1,0.1,2,1.4,0.994,100_100_50,0.7,0.7,0.571428571428572,0.4,0.4,1,0,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.1,0.1,2,1.4,1,300_300_150,0.7,0.7,0.285714285714286,0.2,0.2,1,0,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.1,0.1,2,1.4,1,300_300_150,0.7,0.7,0.571428571428572,0.4,0.4,1,0,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.2,0.01,1.2,0.6,0.566,100_100_50,0.7,0.3,0.666666666666667,0.2,0.6,0.333333333333333,0.571428571428571,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.2,0.01,1.2,0.6,0.52,100_100_50,0.7,0.3,1.33333333333333,0.4,0.8,0.5,0.571428571428572,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.2,0.01,1.2,0.6,0.964,300_300_150,0.7,0.3,0.666666666666667,0.2,0.6,0.333333333333333,0.571428571428571,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.2,0.01,1.2,0.6,0.93,300_300_150,0.7,0.3,1.33333333333333,0.4,0.8,0.5,0.571428571428572,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.2,0.01,1.2,0.8,0.173,100_100_50,0.7,0.4,0.5,0.2,0.5,0.4,0.5,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.2,0.01,1.2,0.8,0.154,100_100_50,0.7,0.4,1,0.4,0.7,0.571428571428572,0.5,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.2,0.01,1.2,0.8,0.44,300_300_150,0.7,0.4,0.5,0.2,0.5,0.4,0.5,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.2,0.01,1.2,0.8,0.352,300_300_150,0.7,0.4,1,0.4,0.7,0.571428571428572,0.5,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
0.2,0.01,1.2,1,0.05,100_100_50,0.7,0.5,0.4,0.2,0.4,0.5,0.4,0.5,0.4,0.2,0.4,0.5,0.4,0.99,0.99,0.99,0.99
0.2,0.01,1.2,1,0.046,100_100_50,0.7,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.5,0.8,0.4,0.6,0.666666666666667,0.4,0.99,0.99,0.99,0.99
