PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,RR
0.56,0.3,0.14,0.26,1.91894326798224
0.64,0.3,0.12,0.2,2.36610060991874
0.6,0.32,0.2,0.12,2.63611269750619
0.58,0.22,0.16,0.18,2.80793123989448
0.6,0.2,0.2,0.22,2.86710089289566
0.52,0.38,0.06,0.22,1.54236053565162
0.54,0.3,0.12,0.12,2.37332500780518
0.54,0.34,0.2,0.24,1.8665634418116
0.54,0.28,0.16,0.24,2.03230415605392
0.72,0.3,0.18,0.22,2.64059706614052
0.64,0.2,0.16,0.36,2.25373793285229
0.52,0.24,0.12,0.3,1.85786911552517
0.56,0.22,0.26,0.14,3.22841968745839
0.62,0.3,0.16,0.22,2.28187698378657
0.52,0.32,0.2,0.3,1.70934987685301
0.66,0.3,0.18,0.3,2.14338192156686
0.64,0.38,0.06,0.26,1.77215147630158
0.64,0.24,0.12,0.32,2.16807226559954
0.48,0.44,0.14,0.1,1.66673260629575
0.62,0.38,0.28,0.22,2.12667022509518
0.7,0.36,0.12,0.2,2.27934448574187
0.52,0.32,0.26,0.18,2.17990270942927
0.46,0.44,0.28,0.3,1.36806968433305
0.7,0.3,0.22,0.26,2.46619964412241
0.64,0.36,0.12,0.2,2.09916009869314
0.5,0.3,0.2,0.22,1.95419061508107
0.62,0.32,0.24,0.22,2.31564164776623
0.5,0.3,0.1,0.18,1.92917381756445
0.54,0.26,0.08,0.18,2.2314705775231
0.54,0.44,0.18,0.26,1.51316594913719
0.66,0.28,0.2,0.32,2.18256699303913
0.56,0.34,0.16,0.18,2.06215419478057
0.54,0.42,0.18,0.24,1.60301624689492
0.46,0.4,0.22,0.2,1.58691237748694
0.62,0.44,0.14,0.2,1.79814490782134
0.64,0.4,0.2,0.16,2.19404308460818
0.66,0.32,0.16,0.14,2.67953838648698
0.5,0.32,0.14,0.2,1.84719416998744
0.64,0.34,0.18,0.22,2.1994081132261
0.66,0.4,0.22,0.3,1.86526863615491
0.62,0.3,0.12,0.3,1.94435970335605
0.56,0.26,0.12,0.2,2.28939136652069
0.64,0.22,0.14,0.14,3.3269654665687
0.5,0.22,0.14,0.16,2.54153190410695
0.58,0.28,0.12,0.3,1.89787372139322
0.48,0.3,0.12,0.16,1.96783337488733
0.52,0.36,0.14,0.3,1.52239081658708
0.64,0.28,0.16,0.34,2.00627665378095
0.56,0.34,0.1,0.22,1.83912479421943
0.58,0.18,0.16,0.32,2.31242553787932
0.6,0.38,0.16,0.26,1.79642417146623
0.64,0.36,0.22,0.34,1.8324026946493
0.56,0.32,0.22,0.16,2.3327660073948
0.52,0.38,0.12,0.2,1.67577183065186
0.74,0.26,0.16,0.22,2.91199497733447
0.56,0.42,0.22,0.28,1.61553019237462
0.7,0.3,0.18,0.26,2.4061813693272
0.5,0.18,0.22,0.12,3.43107444090782
0.62,0.38,0.14,0.08,2.45169975431997
0.62,0.28,0.14,0.24,2.26279569001815
0.58,0.44,0.16,0.24,1.62795963624844
0.64,0.28,0.16,0.26,2.28021307661024
0.58,0.3,0.18,0.22,2.18335420777215
0.68,0.44,0.16,0.24,1.87511750255779
0.52,0.28,0.22,0.28,1.92729171636162
0.5,0.44,0.2,0.3,1.36958958005666
0.58,0.42,0.14,0.22,1.70156417469602
0.6,0.3,0.12,0.2,2.23070220673222
0.68,0.24,0.16,0.34,2.27715478638193
0.6,0.44,0.18,0.24,1.70169671096708
0.54,0.2,0.28,0.3,2.36450016496206
0.5,0.38,0.1,0.32,1.33922280496335
0.56,0.28,0.08,0.26,1.90158207383011
0.48,0.36,0.1,0.22,1.53940008924696
0.64,0.4,0.1,0.2,1.92485474499677
0.64,0.46,0.18,0.26,1.70259074736591
0.54,0.32,0.12,0.26,1.76062305449874
