PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,PPV_C_e,PPV_C_ne,RR
0.393333333333333,0.253333333333333,0.593333333333333,0.433333333333333,0.986666666666667,0.946666666666667,2.14834502537766
0.36,0.4,0.586666666666667,0.4,1,0.933333333333333,1.65572941066242
0.38,0.36,0.613333333333333,0.353333333333333,0.973333333333333,0.96,2.14750103598004
0.386666666666667,0.38,0.673333333333333,0.513333333333333,0.986666666666667,0.986666666666667,1.69672219410991
0.346666666666667,0.306666666666667,0.573333333333333,0.42,0.986666666666667,0.986666666666667,1.86973689388739
0.373333333333333,0.34,0.6,0.426666666666667,0.986666666666667,0.986666666666667,1.86606227293479
0.38,0.32,0.586666666666667,0.493333333333333,0.973333333333333,0.986666666666667,1.67806125264416
0.366666666666667,0.373333333333333,0.713333333333333,0.446666666666667,0.973333333333333,1,2.0262161687333
0.386666666666667,0.366666666666667,0.606666666666667,0.406666666666667,1,1,1.90157651983979
0.366666666666667,0.34,0.613333333333333,0.406666666666667,1,0.96,1.93904220483427
0.413333333333333,0.333333333333333,0.546666666666667,0.373333333333333,1,1,2.02547436424393
0.4,0.32,0.58,0.493333333333333,0.986666666666667,1,1.69520996646755
0.393333333333333,0.273333333333333,0.6,0.413333333333333,0.973333333333333,0.986666666666667,2.24688380338169
0.393333333333333,0.38,0.64,0.4,1,0.96,1.95928442869473
0.44,0.32,0.6,0.426666666666667,0.986666666666667,0.946666666666667,2.02698530955311
0.44,0.38,0.56,0.373333333333333,1,0.96,1.90412906396892
0.4,0.306666666666667,0.586666666666667,0.413333333333333,1,0.96,2.01559564196956
0.386666666666667,0.34,0.6,0.326666666666667,0.986666666666667,0.973333333333333,2.36048924858178
0.34,0.346666666666667,0.64,0.386666666666667,0.946666666666667,0.986666666666667,2.10439670486607
0.4,0.38,0.64,0.44,1,0.946666666666667,1.81542453405901
0.366666666666667,0.313333333333333,0.626666666666667,0.466666666666667,0.986666666666667,0.973333333333333,1.86146235157341
0.346666666666667,0.306666666666667,0.566666666666667,0.44,0.96,0.946666666666667,1.75307542877539
0.4,0.366666666666667,0.613333333333333,0.426666666666667,0.973333333333333,0.986666666666667,1.87821579388018
0.3,0.32,0.54,0.466666666666667,0.973333333333333,1,1.48879096731965
0.4,0.38,0.7,0.413333333333333,0.973333333333333,0.973333333333333,2.1303153013107
0.406666666666667,0.333333333333333,0.566666666666667,0.493333333333333,0.986666666666667,0.96,1.60414498554592
0.366666666666667,0.226666666666667,0.646666666666667,0.38,0.986666666666667,0.986666666666667,2.86004621880376
0.32,0.286666666666667,0.66,0.406666666666667,1,0.96,2.21747046237182
0.353333333333333,0.293333333333333,0.646666666666667,0.373333333333333,0.986666666666667,0.96,2.40910191595875
0.4,0.32,0.646666666666667,0.433333333333333,1,0.973333333333333,2.0866864020967
0.353333333333333,0.333333333333333,0.62,0.42,0.973333333333333,0.973333333333333,1.93723400302994
0.36,0.313333333333333,0.626666666666667,0.426666666666667,1,0.973333333333333,1.99729392019283
