PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,RR
0.78,0.84,0.88,0.74,1.20206565448397
0.78,0.92,0.82,0.84,1.04391995433266
0.88,0.88,0.84,0.86,1.14304291736282
0.8,0.76,0.88,0.78,1.26774555377664
0.82,0.82,0.82,0.78,1.18195531346225
0.84,0.82,0.86,0.72,1.26262865098452
0.86,0.82,0.8,0.78,1.19639988715386
0.8,0.84,0.88,0.86,1.1481396015225
0.86,0.82,0.9,0.82,1.24383032741555
0.72,0.9,0.9,0.78,1.10141780578793
0.8,0.88,0.84,0.84,1.09986602445999
0.82,0.8,0.86,0.8,1.21697397138034
0.96,0.9,0.78,0.74,1.20566995374913
0.86,0.82,0.84,0.68,1.28890861191324
0.92,0.84,0.86,0.84,1.22806207836795
0.8,0.84,0.82,0.76,1.1616028456723
0.88,0.9,0.88,0.78,1.19669579779611
0.84,0.84,0.8,0.8,1.15329051838717
0.8,0.88,0.84,0.82,1.11007665106186
0.8,0.9,0.8,0.7,1.13005821624788
0.8,0.86,0.86,0.72,1.19595323046259
0.76,0.86,0.88,0.8,1.13658947911971
0.76,0.8,0.92,0.72,1.26727506420979
0.9,0.82,0.9,0.74,1.32343084237918
0.74,0.8,0.84,0.8,1.14450318772645
0.82,0.8,0.88,0.84,1.20745916138527
0.82,0.92,0.94,0.8,1.1692022360404
0.84,0.8,0.78,0.74,1.2096141209011
0.92,0.86,0.7,0.74,1.15585523224649
0.8,0.9,0.82,0.76,1.111863059251
0.92,0.86,0.78,0.66,1.26229290515849
0.92,0.9,0.84,0.82,1.17482277785359
0.96,0.78,0.9,0.7,1.44068844835301
0.88,0.84,0.9,0.7,1.31513011411268
0.84,0.8,0.84,0.68,1.29413936918933
0.86,0.98,0.9,0.72,1.16342061340093
0.78,0.86,0.76,0.7,1.12061027358851
0.86,0.84,0.9,0.8,1.23763651895388
0.88,0.76,0.9,0.62,1.46449968953637
0.86,0.8,0.88,0.74,1.29917071786899
