PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,RR
0.6,0.26,0.22,0.26,2.33860594828141
0.54,0.28,0.16,0.22,2.10558394292532
0.64,0.42,0.16,0.3,1.69260727971745
0.6,0.28,0.12,0.28,2.02070597943517
0.62,0.26,0.2,0.2,2.65531966413832
0.52,0.28,0.26,0.2,2.28881084326799
0.6,0.26,0.18,0.18,2.65048970495021
0.58,0.38,0.18,0.18,1.99588229386361
0.5,0.42,0.14,0.2,1.53421164470888
0.5,0.26,0.16,0.32,1.72678451614267
0.48,0.38,0.1,0.34,1.25673084604937
0.44,0.22,0.14,0.3,1.70013960614504
0.52,0.24,0.18,0.28,2.02124450142316
0.5,0.28,0.1,0.26,1.7414017673677
0.58,0.34,0.16,0.34,1.66330381054147
0.56,0.34,0.22,0.28,1.83716271801936
0.64,0.42,0.22,0.28,1.80796579061081
0.6,0.3,0.2,0.24,2.20216062306339
0.7,0.3,0.14,0.26,2.34479872566754
0.6,0.42,0.24,0.2,1.93659063017807
0.54,0.44,0.26,0.22,1.69483407765507
0.66,0.3,0.18,0.22,2.44325714450834
0.58,0.2,0.14,0.3,2.26259183799469
0.6,0.2,0.26,0.28,2.63719609981397
0.68,0.3,0.12,0.14,2.80665702854453
0.62,0.32,0.08,0.2,2.13978176427324
0.6,0.36,0.18,0.16,2.20923329508141
0.5,0.34,0.16,0.24,1.69115326306857
0.52,0.32,0.22,0.26,1.84538310310394
0.6,0.32,0.08,0.24,1.93936903841196
0.72,0.34,0.22,0.32,2.14978928162729
0.6,0.28,0.2,0.14,2.78484587469464
0.58,0.36,0.22,0.2,2.06552028312414
0.68,0.3,0.12,0.28,2.18215658083911
0.6,0.34,0.18,0.22,2.07748585654072
0.62,0.36,0.18,0.2,2.12650250284293
0.46,0.24,0.14,0.28,1.75659829220672
0.58,0.44,0.18,0.18,1.79449561340975
0.64,0.28,0.2,0.24,2.42406328834327
0.52,0.28,0.1,0.14,2.2696628023553
0.58,0.24,0.12,0.22,2.37750322784643
0.64,0.46,0.24,0.34,1.60877913508761
0.64,0.3,0.12,0.2,2.36471504297565
0.54,0.28,0.1,0.16,2.25271124710597
0.58,0.36,0.2,0.18,2.10396417471143
0.56,0.42,0.26,0.28,1.66221650829779
0.56,0.24,0.14,0.2,2.43732329609399
0.6,0.28,0.18,0.24,2.26044536672131
0.58,0.28,0.22,0.3,2.04281104489221
0.5,0.28,0.16,0.22,1.9694591402644
0.68,0.36,0.18,0.24,2.1665743264153
0.6,0.36,0.18,0.18,2.13547329577279
0.44,0.28,0.1,0.16,1.87037801757403
0.62,0.24,0.2,0.26,2.47454014295821
0.68,0.34,0.14,0.2,2.3353312093822
0.52,0.32,0.2,0.26,1.81647873845386
0.56,0.38,0.16,0.24,1.73912246954291
0.5,0.34,0.16,0.24,1.69115326306857
0.72,0.34,0.12,0.22,2.35047465395937
0.5,0.32,0.22,0.18,2.04534628941602
0.54,0.3,0.18,0.14,2.38708939918636
0.56,0.32,0.14,0.24,1.90758195840852
0.56,0.28,0.06,0.24,1.9353078970925
0.58,0.34,0.22,0.22,2.07652159047807
0.58,0.28,0.16,0.22,2.24170874558623
0.56,0.24,0.22,0.16,2.82566035758138
0.56,0.36,0.08,0.32,1.50669883293422
0.68,0.32,0.24,0.26,2.34426749604727
0.62,0.34,0.12,0.32,1.76252246207299
0.68,0.32,0.2,0.22,2.44082570844808
0.6,0.38,0.16,0.28,1.74569524963226
0.68,0.34,0.18,0.22,2.31885687727377
0.6,0.38,0.16,0.22,1.9038407096348
0.48,0.34,0.26,0.28,1.67132926704604
0.64,0.3,0.1,0.18,2.41954001554002
0.66,0.3,0.16,0.26,2.25282270039688
0.54,0.32,0.14,0.34,1.58769021939868
0.7,0.32,0.16,0.16,2.71697699416823
0.64,0.26,0.14,0.22,2.51986392331368
0.56,0.36,0.16,0.2,1.91690136354458
0.64,0.28,0.14,0.34,1.97768452563254
0.6,0.38,0.12,0.18,1.96746007833685
0.62,0.3,0.18,0.3,2.02770641736971
0.52,0.3,0.1,0.26,1.7358487000189
0.56,0.34,0.16,0.18,2.06099560644236
0.68,0.38,0.2,0.28,2.00207666349399
0.62,0.3,0.14,0.26,2.10082885607063
0.44,0.24,0.24,0.24,1.9963454181551
0.56,0.22,0.14,0.32,2.02810817292593
0.48,0.34,0.24,0.24,1.74772984803564
0.58,0.38,0.12,0.3,1.59935168813673
0.54,0.4,0.18,0.24,1.65499300699301
0.54,0.38,0.2,0.26,1.68875144611551
0.72,0.36,0.12,0.26,2.1314320870433
0.56,0.26,0.22,0.32,1.99389531965702
0.68,0.38,0.18,0.24,2.09265365943025
0.58,0.28,0.26,0.24,2.32400399911647
0.66,0.26,0.14,0.32,2.17483001463433
