PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,RR
0.94,0.82,0.72,0.9,1.90913148670576
0.96,0.74,0.74,0.8,2.175990971702
0.96,0.9,0.72,0.72,1.9993768035942
0.88,0.88,0.72,0.76,1.84485308103399
0.86,0.86,0.7,0.84,1.75993584528068
0.86,0.8,0.74,0.88,1.81651354743013
1,0.84,0.78,0.74,2.16678376589853
0.96,0.8,0.68,0.88,1.97766693926066
0.94,0.88,0.82,0.72,2.0267908189371
0.94,0.86,0.7,0.84,1.9018577837793
0.92,0.8,0.78,0.68,2.14414495138329
0.88,0.88,0.74,0.76,1.85170541351446
0.96,0.84,0.84,0.78,2.07146276221315
0.9,0.86,0.82,0.74,1.96259696921975
0.96,0.88,0.66,0.82,1.91472959769806
0.94,0.82,0.82,0.74,2.09932245832787
0.98,0.82,0.78,0.78,2.11882758241825
0.96,0.78,0.76,0.82,2.09552683357668
0.98,0.88,0.78,0.84,1.97170441342123
0.92,0.92,0.8,0.76,1.8901675542588
0.92,0.78,0.66,0.86,1.94488474537354
0.96,0.82,0.8,0.82,2.04784009002907
0.96,0.9,0.7,0.74,1.97355855604207
0.94,0.92,0.72,0.8,1.8642263471841
0.96,0.86,0.7,0.84,1.93733826840395
0.94,0.82,0.68,0.78,2.00817172628432
0.96,0.84,0.78,0.86,1.97361769323748
0.94,0.9,0.64,0.74,1.91695858980594
0.98,0.84,0.7,0.78,2.05958796752546
0.96,0.88,0.8,0.88,1.90821462934527
0.96,0.82,0.66,0.78,2.03867518578817
0.98,0.8,0.64,0.7,2.18850959213284
0.92,0.92,0.74,0.74,1.88770859101565
0.9,0.84,0.76,0.76,1.95139171912744
0.96,0.92,0.74,0.84,1.87131920667638
0.96,0.84,0.72,0.76,2.04949415870356
0.94,0.8,0.7,0.86,1.96697437194402
0.98,0.8,0.68,0.8,2.09405058281308
0.96,0.92,0.78,0.86,1.86745033276747
0.96,0.86,0.72,0.72,2.05929022765474
0.96,0.82,0.68,0.76,2.06619130134704
0.92,0.76,0.8,0.76,2.12995585981308
0.92,0.84,0.8,0.88,1.89131113159645
0.94,0.96,0.8,0.72,1.90719044581473
0.92,0.96,0.82,0.7,1.89625374661106
1,0.84,0.72,0.64,2.25751211870319
0.96,0.92,0.7,0.86,1.84199372132555
0.9,0.84,0.72,0.8,1.89990946491347
0.98,0.8,0.78,0.74,2.19512345971439
0.92,0.88,0.66,0.82,1.84410874547123
0.96,0.78,0.76,0.74,2.18271764349304
0.9,0.8,0.74,0.72,2.04557517064597
0.94,0.84,0.66,0.68,2.07244360692075
0.94,0.84,0.66,0.76,1.99091880443141
0.98,0.84,0.68,0.84,1.99433388839341
0.98,0.84,0.74,0.78,2.07356390883351
0.94,0.92,0.68,0.7,1.9395111502855
0.94,0.92,0.68,0.84,1.8180196807272
0.94,0.9,0.68,0.68,1.9872488732231
0.92,0.9,0.56,0.8,1.8021635018514
0.92,0.94,0.76,0.84,1.78544181926631
0.92,0.82,0.78,0.76,2.02606587571676
0.98,0.88,0.72,0.74,2.04600166269577
0.96,0.86,0.66,0.78,1.97934299743892
0.88,0.86,0.74,0.72,1.91604439767441
0.92,0.88,0.84,0.66,2.05681995373681
0.9,0.82,0.68,0.8,1.91405974129943
0.9,0.94,0.8,0.72,1.86323230489964
0.96,0.8,0.64,0.8,2.04200339601925
