PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,PPV_C_e,PPV_C_ne,RR
0.26,0.32,0.6,0.26,1,1,2.27199244915864
0.24,0.48,0.52,0.36,1,1,1.05935944700461
0.26,0.3,0.52,0.46,1,0.96,1.19734204958636
0.3,0.3,0.54,0.36,0.96,0.96,1.66521946564885
0.28,0.46,0.5,0.5,1,1,0.877213617753661
0.3,0.34,0.52,0.42,1,1,1.3003072457261
0.26,0.32,0.6,0.42,1,0.96,1.45049679729662
0.32,0.38,0.52,0.44,0.96,1,1.21154215074794
0.24,0.38,0.4,0.42,1,1,0.848233666918658
0.28,0.44,0.54,0.46,1,1,1.03672547159522
0.22,0.32,0.44,0.44,1,1,0.969149046703725
0.4,0.28,0.46,0.32,1,0.88,1.78580391382811
0.24,0.48,0.4,0.3,1,1,0.904398443918609
0.24,0.26,0.64,0.42,1,1,1.74772180785076
0.28,0.3,0.46,0.4,1,1,1.26928436466698
0.24,0.26,0.6,0.32,0.92,0.96,2.15579598875528
0.24,0.42,0.5,0.4,1,1,1.0416623391338
0.32,0.42,0.48,0.36,0.96,0.96,1.20435536055935
0.24,0.36,0.34,0.42,0.96,1,0.756489231814921
0.32,0.32,0.34,0.44,0.96,0.92,0.877918472507939
0.38,0.28,0.44,0.48,1,1,1.22280324503959
0.28,0.32,0.58,0.44,1,1,1.40459244636085
0.22,0.3,0.44,0.52,0.96,0.92,0.843427797873993
0.22,0.28,0.64,0.38,0.96,0.96,1.78545300490991
0.34,0.42,0.5,0.46,0.96,0.96,1.06796235943693
0.32,0.42,0.6,0.36,1,0.92,1.4364225884896
0.24,0.36,0.52,0.3,1,1,1.52786981127686
0.3,0.4,0.52,0.38,1,1,1.26608071940361
0.26,0.34,0.46,0.32,1,0.96,1.34302097217661
0.26,0.34,0.54,0.44,1,1,1.23020589576433
0.16,0.32,0.36,0.46,1,0.96,0.638106350243017
0.22,0.28,0.46,0.42,1,1,1.14958648812897
0.24,0.4,0.4,0.34,1,1,0.965746088766256
0.32,0.28,0.64,0.46,1,0.96,1.63390283066718
0.24,0.32,0.48,0.44,0.96,1,1.1163696815419
0.2,0.36,0.42,0.44,0.96,0.96,0.828362710592437
0.3,0.28,0.4,0.44,1,1,1.08591366858066
0.22,0.38,0.42,0.46,1,1,0.799636974486747
0.24,0.28,0.52,0.32,1,0.96,1.71463414634146
0.24,0.28,0.54,0.42,1,1,1.40400271270833
0.24,0.28,0.52,0.42,1,1,1.3497837760078
0.28,0.24,0.54,0.34,0.96,1,2.05868625024688
0.26,0.42,0.4,0.42,1,0.96,0.808390486342498
0.22,0.38,0.42,0.5,1,1,0.745656548241068
0.18,0.3,0.54,0.36,0.96,1,1.45728179404724
0.24,0.4,0.64,0.32,0.96,1,1.67263480441847
0.26,0.26,0.6,0.62,0.96,0.92,1.10109696816544
0.24,0.38,0.56,0.38,1,0.96,1.28322857165002
0.2,0.22,0.58,0.42,1,1,1.64206106178959
0.28,0.28,0.56,0.44,1,1,1.46429212273461
0.22,0.28,0.56,0.46,0.92,1,1.33562009524448
0.3,0.38,0.4,0.32,1,1,1.16969775673162
0.32,0.24,0.44,0.38,1,1,1.55970807087668
0.2,0.4,0.52,0.5,1,0.96,0.872667780142742
0.32,0.4,0.44,0.48,1,0.96,0.907682019074203
0.32,0.32,0.5,0.4,0.96,1,1.41522469776748
0.18,0.36,0.46,0.42,1,1,0.921361410751822
0.38,0.3,0.4,0.3,1,1,1.69647714302296
0.22,0.38,0.6,0.3,1,0.96,1.6132436341786
0.34,0.42,0.6,0.5,1,0.92,1.15031926095468
0.4,0.24,0.36,0.3,0.96,0.96,1.88251802001081
0.22,0.24,0.48,0.52,0.96,1,1.06219687398109
