PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,RR
0.44,0.4,0.22,0.22,1.16072114000576
0.36,0.3,0.22,0.16,1.35342549823961
0.46,0.3,0.14,0.4,0.996153761717635
0.4,0.34,0.22,0.22,1.20578933591183
0.42,0.38,0.2,0.14,1.28812922614575
0.32,0.3,0.26,0.3,1.03806592181602
0.38,0.34,0.2,0.22,1.13159159993376
0.44,0.28,0.26,0.28,1.376174008404
0.38,0.42,0.2,0.26,0.930441409664539
0.46,0.38,0.28,0.28,1.21766029246344
0.5,0.32,0.16,0.2,1.43003298244001
0.38,0.34,0.18,0.3,0.974124032547078
0.36,0.38,0.16,0.36,0.787800888057957
0.42,0.24,0.24,0.1,2.07762044327287
0.42,0.24,0.24,0.26,1.46129333268278
0.44,0.32,0.26,0.28,1.2779729974994
0.42,0.36,0.2,0.28,1.07304499637657
0.4,0.36,0.18,0.28,1.00768684178329
0.42,0.32,0.16,0.22,1.20179388380563
0.48,0.32,0.14,0.16,1.45165624691114
0.46,0.32,0.2,0.2,1.4033942033649
0.46,0.34,0.2,0.34,1.09195060558236
0.3,0.38,0.2,0.36,0.735569058191166
0.34,0.32,0.18,0.22,1.05394976459092
0.42,0.48,0.18,0.26,0.89294381408505
0.48,0.32,0.16,0.16,1.48739744983691
0.42,0.4,0.32,0.3,1.128905645785
0.46,0.3,0.18,0.28,1.2466344268723
0.36,0.36,0.28,0.26,1.09898946838092
0.38,0.32,0.14,0.26,1.01140571690106
0.46,0.32,0.12,0.16,1.36585388455076
0.38,0.3,0.18,0.16,1.33102490390516
0.62,0.32,0.2,0.26,1.60742853873679
0.38,0.26,0.26,0.22,1.44245063915761
0.4,0.26,0.14,0.2,1.32570140247773
0.46,0.22,0.18,0.24,1.58116002572825
0.36,0.3,0.18,0.3,1.00292619898153
0.4,0.38,0.18,0.22,1.06355572331792
0.46,0.38,0.24,0.28,1.16496495630354
0.3,0.4,0.18,0.32,0.72699941378444
0.5,0.26,0.16,0.24,1.50866871563582
0.46,0.42,0.14,0.24,1.02392847633103
0.58,0.38,0.18,0.34,1.20707837341216
0.46,0.34,0.16,0.32,1.06928429286407
0.48,0.38,0.18,0.18,1.30325399216632
0.48,0.34,0.22,0.3,1.22039487681375
0.44,0.36,0.12,0.26,1.03179831997907
0.4,0.38,0.14,0.26,0.948785262970544
0.34,0.32,0.3,0.34,1.03670495678511
0.46,0.24,0.3,0.24,1.73014998353221
0.5,0.34,0.22,0.26,1.33548701021826
0.48,0.48,0.18,0.16,1.12845327889861
0.56,0.34,0.28,0.18,1.75910849059299
0.4,0.32,0.12,0.16,1.21567040624691
0.28,0.3,0.22,0.18,1.10078943278943
0.38,0.34,0.12,0.3,0.892063694689115
0.4,0.38,0.3,0.26,1.16556910207351
0.32,0.32,0.26,0.28,1.03284816891183
0.46,0.48,0.16,0.24,0.958224193601529
0.24,0.36,0.18,0.22,0.76859306311964
0.42,0.44,0.24,0.16,1.17258752826255
0.34,0.36,0.16,0.22,0.947378851677597
0.32,0.32,0.22,0.22,1.07320167451364
0.54,0.54,0.26,0.28,1.06447163096173
0.4,0.36,0.3,0.2,1.32237520325635
0.48,0.38,0.28,0.2,1.41082027829133
0.54,0.26,0.16,0.24,1.60691618018804
0.48,0.32,0.14,0.24,1.26204401907708
0.46,0.34,0.18,0.36,1.03787176440376
0.34,0.32,0.2,0.16,1.20845173964614
0.52,0.3,0.24,0.28,1.46447261795844
0.32,0.26,0.24,0.2,1.30288414342838
0.36,0.36,0.16,0.32,0.855256247051178
0.42,0.28,0.2,0.32,1.16128958331211
0.4,0.22,0.24,0.32,1.32187498215581
0.44,0.22,0.24,0.24,1.64251659405731
0.36,0.22,0.14,0.28,1.14355360287666
0.34,0.4,0.2,0.14,1.06254481260185
0.38,0.34,0.14,0.32,0.893726245352476
0.34,0.28,0.28,0.26,1.2281549310008
0.38,0.44,0.22,0.14,1.09761719813976
0.44,0.36,0.24,0.2,1.31626688489048
0.36,0.34,0.2,0.22,1.08830112880565
0.44,0.26,0.14,0.22,1.37697710865365
0.44,0.3,0.12,0.2,1.27573298194124
0.48,0.3,0.22,0.2,1.54607229492977
0.42,0.22,0.02,0.34,0.971038646409907
0.4,0.42,0.26,0.22,1.10108957433282
0.36,0.44,0.14,0.2,0.860816004138683
0.4,0.24,0.22,0.24,1.42959704593246
0.34,0.36,0.26,0.3,0.974312170038337
0.34,0.28,0.22,0.22,1.21356005736391
0.42,0.26,0.16,0.26,1.26552990218719
0.3,0.32,0.34,0.28,1.10866540292006
0.46,0.34,0.16,0.2,1.28466558812649
0.4,0.38,0.18,0.28,0.975209829540538
0.46,0.38,0.16,0.3,1.03102635345626
0.4,0.26,0.2,0.3,1.20045742108395
0.46,0.24,0.2,0.28,1.43630766154642
0.42,0.34,0.2,0.2,1.25906774373444
0.46,0.42,0.3,0.32,1.1108838253415
0.44,0.26,0.16,0.24,1.36129751880748
0.38,0.36,0.22,0.18,1.19494689905879
0.32,0.32,0.24,0.16,1.22987298606306
0.34,0.36,0.18,0.26,0.919598306414889
0.58,0.34,0.18,0.26,1.44004233780957
0.34,0.34,0.08,0.16,0.952367282434344
0.32,0.32,0.08,0.12,1.02061291012077
0.52,0.38,0.22,0.2,1.40493334630729
0.4,0.18,0.32,0.3,1.64396066962355
0.36,0.38,0.26,0.36,0.90640336527226
0.46,0.4,0.24,0.2,1.26424088168429
0.46,0.42,0.18,0.2,1.13863726440547
0.4,0.32,0.2,0.26,1.14382229341766
0.46,0.34,0.22,0.24,1.29364253967268
0.4,0.36,0.16,0.34,0.9029582311286
0.38,0.34,0.08,0.24,0.916383382746328
0.46,0.36,0.2,0.26,1.18316248922132
0.42,0.4,0.14,0.28,0.92946263125386
0.44,0.3,0.28,0.22,1.49839049903199
0.38,0.3,0.2,0.24,1.18260056388354
0.54,0.42,0.18,0.16,1.37315279052201
0.34,0.34,0.16,0.22,0.983196127977605
0.48,0.28,0.14,0.24,1.36587556237575
0.44,0.38,0.24,0.26,1.16018510278544
0.42,0.34,0.2,0.24,1.17985036400043
0.36,0.34,0.16,0.3,0.908457796122151
0.5,0.28,0.18,0.2,1.59282077584158
0.44,0.34,0.2,0.3,1.11641584991655
0.36,0.28,0.18,0.2,1.23802211686411
0.42,0.36,0.28,0.36,1.06056978541207
0.42,0.38,0.24,0.3,1.06175801970194
0.44,0.32,0.2,0.28,1.19046946841978
0.34,0.4,0.14,0.3,0.765910458021827
0.34,0.32,0.2,0.2,1.12401454904845
0.46,0.32,0.2,0.3,1.1947028840886
0.4,0.32,0.16,0.24,1.11902767036178
0.36,0.46,0.22,0.22,0.912269051735024
0.4,0.34,0.2,0.2,1.21432397064751
0.38,0.28,0.2,0.28,1.1499663405683
0.4,0.44,0.24,0.18,1.10019295294039
0.32,0.38,0.32,0.22,1.10370859677267
0.36,0.36,0.36,0.32,1.11277184798768
0.44,0.26,0.24,0.18,1.6882586678117
0.4,0.3,0.18,0.2,1.28261807073762
0.34,0.38,0.28,0.26,1.02460621162232
0.44,0.34,0.08,0.26,1.01038379926661
0.48,0.38,0.14,0.28,1.07013065674483
0.42,0.24,0.18,0.22,1.46401280598667
0.36,0.18,0.22,0.24,1.53310574959935
0.48,0.4,0.18,0.26,1.11775092936803
0.52,0.28,0.12,0.24,1.4264522954231
0.52,0.42,0.16,0.22,1.19247599734567
0.44,0.3,0.24,0.26,1.33752531115851
0.34,0.28,0.22,0.2,1.25971052927857
0.4,0.24,0.18,0.28,1.25931817647197
0.38,0.42,0.16,0.24,0.903751291875962
0.4,0.3,0.26,0.22,1.37129193515763
0.56,0.34,0.16,0.24,1.41348069271326
0.36,0.32,0.16,0.18,1.14405901686196
0.42,0.28,0.26,0.3,1.28961309242267
0.44,0.24,0.28,0.32,1.42298742069329
0.5,0.36,0.14,0.36,1.02643290854889
0.34,0.34,0.18,0.2,1.04814780049583
