PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,RR
0.84,0.806666666666667,0.84,0.806666666666667,1.20693659368507
0.813333333333333,0.86,0.866666666666667,0.76,1.18690968547695
0.886666666666667,0.846666666666667,0.866666666666667,0.786666666666667,1.23489842094604
0.866666666666667,0.793333333333333,0.86,0.78,1.26979525165902
0.9,0.82,0.846666666666667,0.76,1.27142490994941
0.853333333333333,0.866666666666667,0.853333333333333,0.76,1.19989989796758
0.84,0.86,0.866666666666667,0.726666666666667,1.2255555071022
0.84,0.88,0.866666666666667,0.773333333333333,1.18078651466179
0.82,0.853333333333333,0.86,0.766666666666667,1.1888989991538
0.853333333333333,0.866666666666667,0.846666666666667,0.773333333333333,1.18758187395165
0.846666666666667,0.86,0.88,0.813333333333333,1.18916281350594
0.886666666666667,0.82,0.82,0.833333333333333,1.19844679681588
0.893333333333333,0.806666666666667,0.853333333333333,0.733333333333333,1.30188554189268
0.846666666666667,0.84,0.88,0.84,1.19122169131845
0.826666666666667,0.886666666666667,0.88,0.813333333333333,1.15335337937375
0.813333333333333,0.84,0.88,0.793333333333333,1.19458279418091
0.84,0.853333333333333,0.846666666666667,0.76,1.19750788713338
0.826666666666667,0.9,0.833333333333333,0.8,1.11827021415488
0.873333333333333,0.813333333333333,0.893333333333333,0.726666666666667,1.31444833162695
0.82,0.84,0.84,0.733333333333333,1.20609946933084
0.853333333333333,0.866666666666667,0.826666666666667,0.82,1.14795694933686
0.84,0.873333333333333,0.86,0.746666666666667,1.19706390317623
0.873333333333333,0.88,0.826666666666667,0.826666666666667,1.14718130623225
0.82,0.873333333333333,0.82,0.793333333333333,1.1293744599649
0.873333333333333,0.846666666666667,0.88,0.72,1.2759697164847
0.853333333333333,0.8,0.9,0.813333333333333,1.2617362948543
0.813333333333333,0.833333333333333,0.833333333333333,0.78,1.17500919828791
0.82,0.806666666666667,0.886666666666667,0.773333333333333,1.24653079431854
0.813333333333333,0.88,0.873333333333333,0.72,1.19722762142051
0.9,0.853333333333333,0.846666666666667,0.773333333333333,1.23213851986583
0.826666666666667,0.853333333333333,0.853333333333333,0.78,1.18126212055594
0.833333333333333,0.886666666666667,0.866666666666667,0.78,1.16688336026616
0.846666666666667,0.846666666666667,0.893333333333333,0.78,1.22943314482526
0.86,0.88,0.866666666666667,0.846666666666667,1.15446614276679
0.833333333333333,0.886666666666667,0.853333333333333,0.733333333333333,1.18374007437314
0.86,0.813333333333333,0.886666666666667,0.76,1.27783161480125
0.806666666666667,0.86,0.866666666666667,0.82,1.14880138590034
0.873333333333333,0.82,0.86,0.8,1.23700074503251
0.846666666666667,0.866666666666667,0.826666666666667,0.8,1.15421509036389
0.813333333333333,0.826666666666667,0.846666666666667,0.726666666666667,1.2224675457631
0.853333333333333,0.793333333333333,0.82,0.78,1.23058770840536
0.913333333333333,0.866666666666667,0.873333333333333,0.8,1.23239808736526
0.873333333333333,0.813333333333333,0.833333333333333,0.753333333333333,1.25279244224419
0.813333333333333,0.84,0.813333333333333,0.78,1.15503432785672
0.866666666666667,0.853333333333333,0.873333333333333,0.793333333333333,1.21564500023676
0.84,0.92,0.826666666666667,0.806666666666667,1.10390577654253
0.833333333333333,0.853333333333333,0.833333333333333,0.766666666666667,1.17948309043607
0.833333333333333,0.826666666666667,0.846666666666667,0.713333333333333,1.24559385483508
0.886666666666667,0.84,0.833333333333333,0.753333333333333,1.23740073276291
0.806666666666667,0.886666666666667,0.886666666666667,0.766666666666667,1.16962537814886
