PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,RR
0.46,0.32,0.38,0.24,1.92161317349832
0.56,0.3,0.32,0.22,2.20992284797873
0.48,0.3,0.34,0.2,2.10996675750951
0.48,0.32,0.4,0.22,2.08005019099227
0.48,0.28,0.36,0.24,2.09097408712029
0.58,0.32,0.42,0.16,2.65071785114164
0.44,0.24,0.4,0.38,1.77531380335655
0.58,0.34,0.3,0.16,2.27484033643289
0.46,0.4,0.42,0.2,1.84196896313136
0.58,0.38,0.26,0.22,1.83476455600642
0.48,0.26,0.34,0.26,2.05956174250618
0.52,0.28,0.24,0.18,2.17020377378119
0.48,0.24,0.4,0.3,2.12714905407554
0.52,0.28,0.38,0.24,2.24354793708367
0.48,0.28,0.32,0.2,2.1567194986177
0.44,0.42,0.32,0.28,1.39481981885624
0.5,0.32,0.48,0.18,2.46420108126131
0.46,0.28,0.32,0.26,1.88311400307661
0.5,0.24,0.36,0.22,2.4315729493294
0.46,0.42,0.38,0.34,1.4199272155792
0.5,0.36,0.38,0.36,1.59011257209935
0.44,0.28,0.38,0.2,2.17912095472798
0.62,0.18,0.42,0.18,3.78225363769181
0.54,0.36,0.42,0.14,2.41421392677674
0.4,0.44,0.4,0.18,1.60188960810592
0.42,0.38,0.32,0.24,1.52647247412293
0.52,0.32,0.26,0.32,1.6209550999468
0.6,0.44,0.38,0.22,1.90299630684626
0.46,0.4,0.32,0.2,1.65768755559949
0.54,0.4,0.46,0.22,2.04011611169753
0.5,0.26,0.38,0.28,2.1261171741352
0.44,0.4,0.4,0.22,1.70737453219461
0.44,0.4,0.26,0.18,1.54717466625904
0.56,0.34,0.4,0.18,2.35517542807192
0.44,0.28,0.22,0.22,1.73979862374818
0.5,0.34,0.42,0.26,1.96386738834908
0.44,0.38,0.4,0.28,1.62057627411958
0.48,0.26,0.48,0.2,2.64705073919673
0.48,0.3,0.32,0.26,1.86188612003564
0.58,0.3,0.3,0.26,2.07528281001107
0.4,0.28,0.4,0.18,2.19157596327651
0.56,0.36,0.42,0.18,2.30460006809221
0.56,0.36,0.38,0.22,2.08356840620592
0.5,0.44,0.34,0.16,1.76996975540047
0.48,0.32,0.24,0.3,1.54076661188072
0.52,0.34,0.38,0.24,1.99708954876364
0.68,0.4,0.38,0.3,1.98135043396064
0.48,0.36,0.34,0.24,1.75830563125792
0.52,0.34,0.46,0.14,2.55300578992933
0.48,0.26,0.28,0.22,2.07637791806446
0.52,0.3,0.4,0.26,2.12442560544291
0.5,0.3,0.38,0.12,2.64016545728608
0.42,0.46,0.42,0.2,1.58300047859517
0.58,0.34,0.44,0.3,2.06390508205325
0.52,0.36,0.48,0.24,2.11266009803041
0.5,0.34,0.32,0.2,1.95576972983121
0.48,0.26,0.5,0.3,2.24851119808298
0.7,0.36,0.3,0.28,2.07384732666372
0.54,0.42,0.46,0.24,1.91897624753472
0.5,0.34,0.42,0.3,1.85096142480935
0.46,0.26,0.44,0.28,2.14633781426257
0.58,0.24,0.44,0.28,2.56718555197478
0.34,0.36,0.4,0.12,1.8849151135684
