Power,combination
1,0.2_0.05_2_0.15
1,0.2_0.05_2_0.3
0.816,0.2_0.05_2_0.4
0.0570000000000001,0.2_0.05_2_0.5
0.764,0.2_0.05_2_0.6
0.999,0.2_0.05_2_0.7
1,0.2_0.05_2_0.85
