PPV,algorithm,prop_exp,pi_ne,risk,SE_exposed,comb
0.112449799196787,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0566801619433198,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0362903225806452,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0763052208835341,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0725806451612903,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.06,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0483870967741936,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0923694779116466,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0763052208835341,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.048582995951417,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0967741935483871,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.104838709677419,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0766129032258065,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0769230769230769,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0609756097560976,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0645161290322581,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0809716599190283,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0772357723577236,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0766129032258065,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0731707317073171,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0524193548387097,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0642570281124498,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.092741935483871,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.108870967741935,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0569105691056911,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.092741935483871,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0691056910569106,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0650406504065041,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0604838709677419,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0645161290322581,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.108433734939759,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.092741935483871,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.113821138211382,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0934959349593496,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0938775510204082,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0602409638554217,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0809716599190283,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0688259109311741,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.1,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0487804878048781,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0923694779116466,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0481927710843374,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0813008130081301,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.052,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0481927710843374,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0806451612903226,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.048582995951417,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0967741935483871,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.112903225806452,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0691056910569106,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.092,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.044,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0528455284552846,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0806451612903226,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0607287449392713,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0642570281124498,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0604838709677419,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0942622950819672,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0645161290322581,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0650406504065041,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.072289156626506,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0642570281124498,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0569105691056911,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.113821138211382,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0853658536585366,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0693877551020408,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0443548387096774,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0682730923694779,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0781893004115226,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0483870967741936,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0887096774193548,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.092741935483871,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0846774193548387,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0769230769230769,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0647773279352227,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0728744939271255,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.056,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0806451612903226,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0731707317073171,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0691056910569106,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0526315789473684,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.056,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0564516129032258,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.100401606425703,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0647773279352227,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0489795918367347,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0645161290322581,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0526315789473684,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0642570281124498,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0691056910569106,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.100401606425703,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.072,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0763052208835341,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0604838709677419,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0806451612903226,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0766129032258065,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0806451612903226,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0642570281124498,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0769230769230769,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0763052208835341,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0562248995983936,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0806451612903226,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0853658536585366,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0691056910569106,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0725806451612903,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0850202429149798,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0890688259109312,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0607287449392713,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.084,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.092,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0526315789473684,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0693877551020408,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0894308943089431,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0769230769230769,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0526315789473684,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0576131687242798,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.052,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0806451612903226,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.108,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0806451612903226,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.104838709677419,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.069672131147541,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.072,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0524193548387097,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0766129032258065,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.064,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.072289156626506,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0772357723577236,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.08,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.101626016260163,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0607287449392713,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0650406504065041,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0942622950819672,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0846774193548387,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.088,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0647773279352227,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0763052208835341,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.100806451612903,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.048,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0923694779116466,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0688259109311741,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0443548387096774,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0853658536585366,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0441767068273092,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.056,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0728744939271255,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0404858299595142,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0763052208835341,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.056,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0775510204081633,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.072289156626506,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0725806451612903,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0725806451612903,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.100401606425703,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0691056910569106,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0766129032258065,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0682730923694779,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0763052208835341,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0725806451612903,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0803212851405623,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0843373493975904,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0487804878048781,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0890688259109312,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.072289156626506,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0975609756097561,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0931174089068826,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.097165991902834,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0766129032258065,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.052,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0846774193548387,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0607287449392713,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0850202429149798,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0642570281124498,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0883534136546185,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0725806451612903,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0522088353413655,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0491803278688525,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0725806451612903,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0562248995983936,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0604838709677419,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.092741935483871,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.048,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0846774193548387,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.072289156626506,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0607287449392713,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0691056910569106,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0526315789473684,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0693877551020408,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0967741935483871,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.08,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.100806451612903,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0846774193548387,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0846774193548387,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0731707317073171,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0766129032258065,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0860655737704918,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0647773279352227,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0645161290322581,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.100401606425703,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0813008130081301,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0806451612903226,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0653061224489796,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.072289156626506,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0763052208835341,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0772357723577236,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0655737704918033,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0401606425702811,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0522088353413655,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0569105691056911,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0803212851405623,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0772357723577236,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0725806451612903,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0566801619433198,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0445344129554656,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0443548387096774,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0967741935483871,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0803212851405623,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0725806451612903,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.1,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0688259109311741,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0653061224489796,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0763052208835341,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0528455284552846,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.08,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0562248995983936,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0614754098360656,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0725806451612903,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0602409638554217,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.129032258064516,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0725806451612903,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0923694779116466,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0642570281124498,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0857142857142857,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0846774193548387,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0653061224489796,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0522088353413655,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0653061224489796,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0569105691056911,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.105691056910569,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0522088353413655,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0609756097560976,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0887096774193548,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0441767068273092,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.036144578313253,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0772357723577236,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.064,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0682730923694779,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.072289156626506,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.100401606425703,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0609756097560976,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0769230769230769,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.048582995951417,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0650406504065041,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0607287449392713,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0887096774193548,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0890688259109312,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0528455284552846,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.072289156626506,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.084,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.072289156626506,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0813008130081301,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.052,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0650406504065041,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0803212851405623,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0483870967741936,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.101214574898785,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0813008130081301,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0682730923694779,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.08,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.107438016528926,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.084,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.108870967741935,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0685483870967742,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0813008130081301,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0566801619433198,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0642570281124498,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.048582995951417,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.116465863453815,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0850202429149798,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0688259109311741,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0650406504065041,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0819672131147541,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0530612244897959,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.072289156626506,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.1,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0607287449392713,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0604838709677419,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0688259109311741,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0642570281124498,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0562248995983936,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0766129032258065,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0766129032258065,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0602409638554217,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0682730923694779,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.068,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0766129032258065,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0725806451612903,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0806451612903226,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0602409638554217,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0728744939271255,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0734693877551021,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0846774193548387,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0609756097560976,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0803212851405623,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0809716599190283,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0524193548387097,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0813008130081301,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0894308943089431,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0362903225806452,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0524193548387097,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0846774193548387,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.100806451612903,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.044,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0734693877551021,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0642570281124498,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0725806451612903,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0769230769230769,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0483870967741936,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0642570281124498,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0564516129032258,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0963855421686747,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.072,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0403225806451613,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0763052208835341,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0693877551020408,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0691056910569106,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.06,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.108433734939759,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.040650406504065,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.068,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0609756097560976,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0602409638554217,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0602409638554217,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.08,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0685483870967742,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0813008130081301,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
0.0731707317073171,B_ne,0.01,0.01,0.5,0.15,0.01_0.01_0.5
