PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,PPV_C_e,PPV_C_ne,RR
0.49,0.32,0.63,0.53,1,0.94,1.71507359699974
0.5,0.27,0.71,0.44,0.98,0.96,2.59619704034056
0.46,0.39,0.62,0.45,1,1,1.7515254036478
0.48,0.28,0.59,0.48,0.98,0.96,1.90933690244115
0.51,0.41,0.61,0.48,1,1,1.67741467746905
0.51,0.23,0.64,0.41,1,1,2.84701708304339
0.53,0.32,0.71,0.58,0.98,0.92,1.83798309582748
0.52,0.33,0.65,0.34,0.98,1,2.8577236930852
0.54,0.34,0.64,0.49,1,1,1.9763868757412
0.54,0.4,0.63,0.41,0.98,0.96,2.05248903614292
0.55,0.34,0.6,0.55,0.98,0.98,1.69055588063195
0.52,0.37,0.67,0.38,0.98,0.96,2.38901029319784
0.49,0.37,0.6,0.41,1,1,1.97230285169839
0.51,0.35,0.6,0.41,1,0.98,2.0694500170332
0.45,0.21,0.64,0.48,0.98,1,2.32817179850499
0.51,0.33,0.65,0.43,1,1,2.23738282287753
0.44,0.32,0.61,0.44,0.98,0.98,1.93158508507012
0.49,0.31,0.58,0.41,0.98,1,2.15840455840456
0.44,0.37,0.57,0.44,1,0.96,1.61989738710883
0.5,0.42,0.63,0.47,1,0.98,1.70067536712572
0.43,0.34,0.57,0.46,1,0.94,1.59619430231138
0.51,0.23,0.65,0.4,1,0.96,2.88913501592747
0.54,0.39,0.71,0.47,0.98,0.98,2.0896163336033
0.56,0.34,0.62,0.52,1,1,1.85387843542582
0.52,0.38,0.59,0.54,1,0.96,1.52129549950268
0.47,0.34,0.59,0.47,1,1,1.75760815923672
0.44,0.37,0.65,0.49,1,1,1.71533200359909
0.51,0.36,0.56,0.49,1,0.96,1.60672677794359
0.41,0.26,0.63,0.43,0.98,0.96,2.18186440677966
0.44,0.24,0.6,0.38,1,0.98,2.58836135839103
0.51,0.28,0.57,0.54,1,1,1.7118113961312
0.48,0.26,0.68,0.41,1,1,2.73046345484521
0.57,0.39,0.57,0.56,1,0.98,1.50469699661386
0.43,0.34,0.59,0.39,1,1,1.99225237005557
0.53,0.36,0.62,0.46,0.98,1,1.97094503113999
0.49,0.39,0.69,0.44,0.98,0.98,2.0501551979688
0.43,0.34,0.69,0.49,0.98,0.98,1.88888598872416
0.45,0.32,0.63,0.45,0.98,0.98,1.97577424404231
0.48,0.32,0.6,0.53,1,0.96,1.63167983774224
0.51,0.31,0.61,0.46,0.98,0.92,1.98013791935176
0.49,0.24,0.58,0.45,1,0.98,2.19699107522312
0.48,0.32,0.66,0.38,0.98,0.98,2.5184981054082
0.43,0.27,0.68,0.42,1,1,2.46532465831186
0.49,0.23,0.61,0.5,0.98,1,2.13379607653939
0.48,0.38,0.62,0.51,0.98,1,1.64673796023828
0.42,0.21,0.64,0.41,1,0.98,2.65370240952873
0.55,0.33,0.62,0.35,1,1,2.72232439076232
0.61,0.34,0.62,0.47,1,0.98,2.12781954887218
0.52,0.3,0.55,0.55,1,1,1.59554721701063
0.48,0.37,0.61,0.46,1,0.96,1.75218081665458
0.51,0.39,0.71,0.47,1,0.98,2.01184085786576
0.53,0.31,0.68,0.52,1,0.96,2.00732769369473
0.51,0.33,0.65,0.52,0.98,1,1.88126884207732
0.49,0.36,0.64,0.49,1,0.96,1.78174339423885
0.44,0.28,0.6,0.45,1,0.96,1.9527089001166
0.48,0.28,0.64,0.48,1,0.96,2.04393494137158
0.47,0.35,0.6,0.44,1,0.98,1.85002944912398
0.49,0.42,0.67,0.45,1,0.98,1.84993522025115
0.46,0.3,0.65,0.52,0.98,0.98,1.84762229418783
0.46,0.34,0.64,0.53,1,0.98,1.66446889998546
0.49,0.28,0.6,0.52,1,0.98,1.8070322650498
0.55,0.32,0.7,0.51,1,1,2.15058404949705
0.45,0.33,0.55,0.46,0.98,1,1.67798479060404
0.53,0.29,0.62,0.46,1,0.96,2.15153573427878
0.46,0.32,0.62,0.53,1,0.98,1.66055538221529
0.49,0.34,0.62,0.47,1,1,1.88898941711904
0.48,0.32,0.63,0.43,1,1,2.13905165349948
0.59,0.38,0.71,0.51,1,1,2.06796813320893
0.51,0.32,0.6,0.41,1,0.98,2.18785715429065
0.53,0.37,0.59,0.49,0.98,1,1.75114673848071
0.46,0.24,0.6,0.42,1,0.96,2.33511043412034
0.55,0.28,0.7,0.44,1,0.96,2.61574442358482
0.54,0.41,0.63,0.52,1,0.98,1.65419708539621
0.54,0.4,0.63,0.4,0.98,1,2.1389111747851
0.5,0.38,0.61,0.44,1,0.98,1.85371783615857
0.55,0.36,0.59,0.53,0.98,1,1.69110115617239
0.48,0.34,0.64,0.49,0.98,1,1.87039135590987
0.5,0.31,0.64,0.4,1,1,2.43176220663039
0.52,0.37,0.66,0.36,1,1,2.50414722869004
0.58,0.33,0.68,0.46,1,0.98,2.32155957166694
0.43,0.41,0.62,0.39,0.98,1,1.8664135039305
0.53,0.44,0.68,0.49,1,0.98,1.77284586453427
0.47,0.32,0.6,0.42,1,1,2.06223698781838
0.54,0.35,0.61,0.38,1,0.98,2.32934476632406
0.41,0.36,0.64,0.49,1,0.98,1.63810801574544
0.49,0.34,0.65,0.5,0.98,0.96,1.8478732446181
0.49,0.37,0.64,0.4,0.98,0.94,2.09749004420737
0.46,0.35,0.66,0.41,1,0.96,2.12052739156802
0.51,0.35,0.63,0.49,1,0.98,1.83899094653379
0.55,0.29,0.65,0.44,0.98,1,2.47945347768767
0.49,0.32,0.57,0.5,1,0.96,1.66258535436779
0.45,0.4,0.7,0.53,1,1,1.67099625518707
0.46,0.41,0.62,0.45,0.98,0.98,1.70079855337283
0.41,0.43,0.61,0.42,1,0.98,1.59638159388972
0.47,0.31,0.6,0.49,1,1,1.80257344552689
0.51,0.24,0.64,0.48,1,1,2.32372328170997
0.36,0.38,0.72,0.42,1,1,1.97035205162097
0.45,0.34,0.61,0.44,1,0.98,1.86706896302819
0.43,0.35,0.61,0.45,0.98,0.98,1.77410453000424
0.44,0.35,0.7,0.48,0.96,0.96,1.9448224861667
0.57,0.33,0.66,0.41,1,0.98,2.49768709406341
0.49,0.32,0.6,0.45,1,1,1.97444656403886
0.53,0.37,0.64,0.46,1,1,1.97738885964971
0.55,0.37,0.65,0.51,0.98,1,1.88283691213679
0.57,0.39,0.66,0.46,1,1,2.05352911170086
0.43,0.33,0.69,0.45,0.98,0.98,2.08105135265318
0.45,0.34,0.57,0.45,1,1,1.72513784532754
0.52,0.26,0.63,0.51,1,0.96,2.04448338231969
0.37,0.27,0.75,0.58,1,0.96,1.78264331694152
0.43,0.36,0.58,0.4,0.98,0.98,1.84275027368933
0.5,0.24,0.65,0.46,1,0.98,2.41807085047101
0.49,0.27,0.6,0.51,1,1,1.89410070717746
0.48,0.31,0.6,0.45,1,0.96,1.94310709209935
0.58,0.39,0.66,0.48,1,0.98,1.97996560248057
0.42,0.27,0.67,0.37,1,0.98,2.71419965831548
0.47,0.3,0.69,0.46,1,0.98,2.21831121654682
0.43,0.33,0.62,0.43,1,0.96,1.90533185824281
0.55,0.37,0.63,0.45,1,1,2.03083697447014
0.52,0.28,0.71,0.51,0.96,0.96,2.25150715642985
0.46,0.4,0.66,0.45,0.98,0.98,1.83671635275841
0.61,0.35,0.66,0.42,1,0.98,2.44883994756992
0.45,0.36,0.61,0.48,0.96,0.96,1.68935735275329
0.49,0.34,0.62,0.44,1,0.98,1.98931701049532
0.47,0.38,0.66,0.57,1,1,1.54931619492772
0.45,0.35,0.59,0.47,1,1,1.68668523526595
0.55,0.33,0.57,0.42,1,1,2.12091333276399
0.48,0.36,0.59,0.53,1,0.98,1.5289724470203
0.43,0.3,0.66,0.42,1,0.98,2.22325823167265
0.53,0.37,0.64,0.47,1,0.98,1.9209516351375
0.57,0.25,0.65,0.43,1,0.96,2.71368397381008
0.46,0.32,0.69,0.52,0.98,0.98,1.90047550029242
0.49,0.24,0.6,0.41,0.98,0.96,2.51450395901258
0.52,0.29,0.63,0.39,0.96,0.98,2.63740584203801
0.57,0.33,0.64,0.48,1,0.96,2.07153041347872
0.44,0.38,0.69,0.54,0.98,0.98,1.64872387176742
0.46,0.33,0.65,0.49,0.98,1,1.8865171322048
0.53,0.39,0.69,0.55,1,0.96,1.72675721580395
0.45,0.27,0.71,0.42,0.98,0.98,2.62436946530658
0.51,0.3,0.66,0.63,1,0.98,1.6172932981439
0.46,0.32,0.65,0.53,1,0.98,1.74068018720749
0.52,0.25,0.62,0.5,1,0.98,2.11579080174851
0.53,0.35,0.66,0.47,1,0.96,2.01945574182455
0.54,0.39,0.66,0.45,1,0.96,1.99231578879397
0.52,0.25,0.61,0.48,0.98,1,2.22703330690551
0.49,0.38,0.65,0.41,1,0.94,2.02866788577859
0.44,0.28,0.65,0.41,1,0.98,2.36207045938968
0.41,0.4,0.62,0.39,1,0.92,1.75600926120817
0.56,0.32,0.66,0.39,1,0.98,2.64453813979271
0.52,0.29,0.7,0.42,0.98,0.98,2.66876485642584
0.55,0.3,0.66,0.44,0.98,0.98,2.43861525820504
0.48,0.39,0.6,0.5,1,0.98,1.56968561315844
0.49,0.29,0.59,0.58,1,0.92,1.52574398281218
0.48,0.32,0.63,0.54,1,0.98,1.69562233442816
0.54,0.33,0.61,0.44,0.98,1,2.15337783156504
0.5,0.32,0.6,0.5,0.98,0.96,1.78620202495879
0.5,0.36,0.66,0.48,0.98,1,1.94510559620843
0.4,0.31,0.68,0.49,0.98,0.94,1.84987419062636
0.47,0.34,0.74,0.46,1,0.94,2.17584386324461
0.52,0.32,0.64,0.43,1,1,2.26997108888236
0.52,0.33,0.68,0.46,1,1,2.21075470758549
0.5,0.3,0.62,0.46,1,0.94,2.02255017195594
0.51,0.32,0.64,0.44,1,0.96,2.14791481810115
0.43,0.21,0.63,0.47,0.98,0.98,2.26651200756111
0.49,0.35,0.63,0.5,0.98,0.98,1.78322917520637
0.48,0.42,0.6,0.49,1,1,1.54452014703472
0.62,0.33,0.6,0.49,1,1,2.06274557052685
0.48,0.39,0.64,0.43,1,0.98,1.90488844899702
0.63,0.34,0.62,0.45,0.98,0.98,2.28150975402884
