PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,RR
0.93,0.87,0.56,0.24,2.13964410186189
0.9,0.86,0.45,0.28,1.79378515535922
0.9,0.9,0.48,0.23,1.93323432712766
0.95,0.85,0.55,0.35,1.86372620013394
0.91,0.86,0.57,0.29,2.00306616409211
0.94,0.81,0.52,0.37,1.8017065386105
0.88,0.86,0.51,0.28,1.8864491745561
0.9,0.92,0.51,0.2,2.05362131971636
0.87,0.85,0.47,0.3,1.76269019407492
0.94,0.85,0.5,0.31,1.8641740999006
0.91,0.86,0.51,0.31,1.83967317874567
0.89,0.83,0.49,0.3,1.84561637465324
0.94,0.84,0.48,0.19,2.20437654122923
0.9,0.91,0.42,0.21,1.85588490919903
0.88,0.91,0.5,0.29,1.77986568813579
0.93,0.83,0.41,0.22,1.95695030725906
0.93,0.92,0.46,0.23,1.89864189264164
0.92,0.86,0.58,0.23,2.21790436684499
0.92,0.84,0.38,0.31,1.6356407908516
0.87,0.83,0.59,0.25,2.16500886103197
0.87,0.87,0.55,0.3,1.88508680150985
0.93,0.89,0.52,0.22,2.09141746927709
0.93,0.86,0.5,0.22,2.0981477281515
0.9,0.86,0.51,0.29,1.88074031782979
0.87,0.8,0.53,0.33,1.86041672356591
0.9,0.85,0.56,0.25,2.10631962701892
0.89,0.9,0.52,0.22,2.03147201912722
0.92,0.89,0.44,0.19,2.00966093562947
0.9,0.83,0.53,0.22,2.17596586435371
0.92,0.81,0.53,0.3,1.97954378133377
0.97,0.84,0.47,0.3,1.87805693787239
0.9,0.88,0.59,0.3,1.97516786506105
0.89,0.92,0.56,0.2,2.14427339286492
0.89,0.85,0.52,0.18,2.25037502595192
0.87,0.84,0.48,0.2,2.08465467499424
0.92,0.84,0.49,0.23,2.06572470087959
0.91,0.87,0.56,0.27,2.02699268706001
0.87,0.87,0.45,0.23,1.88249924972966
0.96,0.83,0.52,0.26,2.09241707013433
0.94,0.87,0.52,0.2,2.20225742540661
0.88,0.8,0.44,0.27,1.85848615402839
0.9,0.76,0.51,0.22,2.25764640095776
0.88,0.91,0.52,0.36,1.65917231671658
0.91,0.92,0.59,0.27,2.01306725635485
0.9,0.85,0.5,0.31,1.82374894552688
0.94,0.92,0.46,0.19,2.02769264225957
0.9,0.86,0.5,0.23,2.03237772918813
0.86,0.83,0.58,0.25,2.13361712341249
0.9,0.88,0.52,0.19,2.17279649781105
0.92,0.81,0.57,0.27,2.14766594555176
0.9,0.8,0.52,0.31,1.92555451916757
0.92,0.88,0.44,0.22,1.93292360372181
0.92,0.9,0.49,0.23,1.97487656706982
0.87,0.76,0.53,0.34,1.88590237321306
0.89,0.77,0.56,0.23,2.29965291962909
0.89,0.84,0.5,0.26,1.96105290772854
0.91,0.88,0.45,0.31,1.70772211295059
0.88,0.85,0.53,0.18,2.26032100580118
0.93,0.87,0.45,0.21,2.01039826616968
0.93,0.85,0.53,0.32,1.88315984366173
0.9,0.87,0.43,0.27,1.76856121551538
0.91,0.82,0.58,0.28,2.10957628557401
0.93,0.88,0.52,0.26,1.98609632733232
0.91,0.85,0.54,0.32,1.88125695472906
0.87,0.79,0.45,0.25,1.94011811420499
0.85,0.83,0.5,0.28,1.87560257050179
0.9,0.81,0.54,0.21,2.26870087764755
0.93,0.88,0.53,0.24,2.06463766387669
0.94,0.85,0.54,0.36,1.81329244087478
0.93,0.8,0.5,0.18,2.3519876917294
0.88,0.82,0.52,0.25,2.05002548664946
0.87,0.84,0.45,0.35,1.62415273085854
0.92,0.8,0.54,0.22,2.27410151602726
0.9,0.81,0.51,0.24,2.10003019731367
0.88,0.84,0.51,0.25,1.99946775414149
0.87,0.91,0.45,0.21,1.88302608907796
0.86,0.83,0.41,0.2,1.93636685083556
0.89,0.78,0.45,0.27,1.91815773925877
0.96,0.79,0.49,0.24,2.160857676201
0.91,0.81,0.47,0.22,2.09346679828228
0.94,0.83,0.45,0.27,1.90264235252425
0.89,0.81,0.48,0.27,1.93542925725165
0.94,0.79,0.39,0.23,1.95672938705145
0.88,0.9,0.54,0.24,2.00043766984574
0.89,0.84,0.52,0.25,2.03062603804093
0.93,0.84,0.43,0.26,1.86637565837779
0.95,0.81,0.36,0.35,1.57482797988903
0.96,0.84,0.44,0.31,1.7867921105637
0.91,0.84,0.55,0.28,2.02194638303826
0.91,0.87,0.5,0.28,1.88568058605355
0.88,0.88,0.46,0.22,1.9286238429352
0.92,0.83,0.55,0.24,2.17288026700566
0.9,0.83,0.45,0.29,1.80622182891138
0.93,0.92,0.53,0.22,2.06520269021438
0.91,0.86,0.59,0.35,1.88264373815152
0.92,0.84,0.44,0.23,1.96228638984895
0.92,0.85,0.49,0.23,2.05000731864746
0.87,0.86,0.45,0.23,1.89671437514669
0.91,0.85,0.47,0.34,1.70887915314572
0.91,0.85,0.43,0.33,1.66044458157645
0.92,0.84,0.44,0.19,2.09178535751497
0.92,0.91,0.52,0.24,1.99017503557155
0.9,0.87,0.46,0.2,2.02831554054605
0.9,0.83,0.6,0.21,2.36162758162036
0.89,0.82,0.52,0.19,2.26872388378802
0.94,0.78,0.59,0.25,2.33054094031876
0.87,0.9,0.54,0.27,1.90628028120754
0.93,0.85,0.45,0.24,1.94929453493794
0.9,0.82,0.5,0.19,2.23627741976711
0.91,0.88,0.53,0.22,2.10506252350132
0.89,0.9,0.5,0.26,1.87847374428341
0.89,0.86,0.43,0.24,1.85028420327744
0.88,0.85,0.51,0.21,2.11050739641969
0.95,0.86,0.48,0.24,2.01719055565798
0.88,0.83,0.62,0.23,2.30660864890667
0.9,0.88,0.51,0.27,1.90762862871123
0.92,0.83,0.45,0.2,2.09638479317793
0.93,0.81,0.52,0.22,2.22482990686162
