PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,RR
0.88,0.86,0.14,0.2,1.28114041688562
0.953333333333333,0.84,0.126666666666667,0.253333333333333,1.26679866632
0.893333333333333,0.866666666666667,0.12,0.14,1.39773890404386
0.873333333333333,0.853333333333333,0.1,0.193333333333333,1.23941566157663
0.94,0.846666666666667,0.126666666666667,0.166666666666667,1.42926399715769
0.86,0.853333333333333,0.12,0.24,1.16157813820299
0.906666666666667,0.853333333333333,0.106666666666667,0.246666666666667,1.1877450134676
0.913333333333333,0.866666666666667,0.12,0.253333333333333,1.18851327335553
0.933333333333333,0.873333333333333,0.12,0.273333333333333,1.17135227887605
0.9,0.846666666666667,0.146666666666667,0.22,1.28734400880946
0.873333333333333,0.84,0.153333333333333,0.246666666666667,1.21898951522612
0.906666666666667,0.9,0.146666666666667,0.206666666666667,1.26948399049709
0.92,0.826666666666667,0.0533333333333333,0.26,1.13675685304152
0.86,0.846666666666667,0.0933333333333333,0.186666666666667,1.23351200218155
0.88,0.9,0.133333333333333,0.22,1.19620114992725
0.9,0.806666666666667,0.08,0.2,1.28031212679643
0.886666666666667,0.853333333333333,0.1,0.226666666666667,1.19179092451907
0.893333333333333,0.813333333333333,0.1,0.286666666666667,1.12987071024346
0.893333333333333,0.86,0.106666666666667,0.24,1.17814907853803
0.873333333333333,0.873333333333333,0.113333333333333,0.24,1.15166373602866
0.926666666666667,0.84,0.106666666666667,0.233333333333333,1.24819922748733
0.893333333333333,0.846666666666667,0.0933333333333333,0.28,1.10603405768916
0.913333333333333,0.806666666666667,0.0933333333333333,0.253333333333333,1.20863300588075
0.893333333333333,0.866666666666667,0.08,0.246666666666667,1.12795037400967
0.886666666666667,0.833333333333333,0.113333333333333,0.226666666666667,1.2276045536077
0.9,0.813333333333333,0.113333333333333,0.28,1.16475148545827
0.926666666666667,0.906666666666667,0.14,0.193333333333333,1.30492046838545
0.906666666666667,0.813333333333333,0.113333333333333,0.213333333333333,1.29918528183447
0.913333333333333,0.866666666666667,0.1,0.24,1.18732584043352
0.946666666666667,0.8,0.113333333333333,0.26,1.26736024325008
0.886666666666667,0.873333333333333,0.166666666666667,0.233333333333333,1.24542615018555
0.92,0.866666666666667,0.12,0.193333333333333,1.3113799551949
0.94,0.853333333333333,0.12,0.24,1.2556164700711
0.893333333333333,0.833333333333333,0.1,0.28,1.12458534161727
0.866666666666667,0.813333333333333,0.14,0.253333333333333,1.20632415858208
0.9,0.8,0.133333333333333,0.193333333333333,1.37722173234566
0.88,0.873333333333333,0.133333333333333,0.26,1.14993379432728
0.926666666666667,0.846666666666667,0.146666666666667,0.246666666666667,1.26699317823415
0.853333333333333,0.886666666666667,0.1,0.3,1.01181460508878
0.926666666666667,0.866666666666667,0.126666666666667,0.24,1.23599518079671
0.92,0.866666666666667,0.1,0.186666666666667,1.29855662715094
0.92,0.813333333333333,0.146666666666667,0.293333333333333,1.2046606073603
0.933333333333333,0.866666666666667,0.133333333333333,0.253333333333333,1.22758794742756
0.933333333333333,0.873333333333333,0.126666666666667,0.246666666666667,1.22550134893237
0.886666666666667,0.846666666666667,0.146666666666667,0.246666666666667,1.22021148827583
0.893333333333333,0.873333333333333,0.12,0.22,1.21932967629337
0.906666666666667,0.813333333333333,0.16,0.226666666666667,1.33334805819891
0.88,0.84,0.133333333333333,0.273333333333333,1.15523646624696
0.906666666666667,0.9,0.16,0.233333333333333,1.23597487736034
0.933333333333333,0.833333333333333,0.14,0.22,1.3330492518676
0.906666666666667,0.853333333333333,0.0866666666666667,0.266666666666667,1.12914742455405
0.9,0.86,0.146666666666667,0.26,1.19988839585751
0.906666666666667,0.866666666666667,0.126666666666667,0.26,1.17753205277791
0.886666666666667,0.866666666666667,0.0933333333333333,0.213333333333333,1.1956366832316
0.913333333333333,0.813333333333333,0.106666666666667,0.24,1.24474707643421
0.906666666666667,0.8,0.1,0.266666666666667,1.19087981840869
0.926666666666667,0.866666666666667,0.12,0.233333333333333,1.24005873874419
0.92,0.84,0.14,0.24,1.26987412528632
0.893333333333333,0.833333333333333,0.08,0.246666666666667,1.15619283815621
0.906666666666667,0.84,0.0866666666666667,0.286666666666667,1.1076260257294
0.933333333333333,0.873333333333333,0.14,0.213333333333333,1.30591532794729
0.86,0.833333333333333,0.113333333333333,0.273333333333333,1.11383612698603
0.88,0.806666666666667,0.106666666666667,0.226666666666667,1.23634851453477
0.886666666666667,0.866666666666667,0.12,0.286666666666667,1.10416776049038
0.88,0.82,0.153333333333333,0.266666666666667,1.20842420265807
0.88,0.846666666666667,0.0933333333333333,0.226666666666667,1.18125868036635
0.926666666666667,0.84,0.16,0.226666666666667,1.33018479118752
0.893333333333333,0.84,0.146666666666667,0.26,1.20978980878953
0.886666666666667,0.886666666666667,0.08,0.266666666666667,1.07280432664453
0.906666666666667,0.813333333333333,0.14,0.266666666666667,1.22884045725095
0.886666666666667,0.866666666666667,0.113333333333333,0.253333333333333,1.14995681798526
0.853333333333333,0.906666666666667,0.126666666666667,0.193333333333333,1.19873393226606
0.886666666666667,0.853333333333333,0.14,0.233333333333333,1.2304126200164
0.9,0.86,0.126666666666667,0.22,1.24842200521649
0.9,0.846666666666667,0.1,0.24,1.18941344908643
0.9,0.826666666666667,0.113333333333333,0.206666666666667,1.29088676686869
0.88,0.833333333333333,0.08,0.24,1.15208917812474
0.96,0.873333333333333,0.12,0.273333333333333,1.20077841153268
0.913333333333333,0.82,0.133333333333333,0.273333333333333,1.21029224921228
0.913333333333333,0.893333333333333,0.126666666666667,0.213333333333333,1.24551749887299
0.92,0.813333333333333,0.133333333333333,0.266666666666667,1.2360684486038
0.9,0.893333333333333,0.133333333333333,0.233333333333333,1.20150016485616
0.886666666666667,0.826666666666667,0.106666666666667,0.226666666666667,1.22525769261975
0.913333333333333,0.813333333333333,0.106666666666667,0.253333333333333,1.21945660811047
0.94,0.88,0.126666666666667,0.24,1.23928410659598
0.893333333333333,0.826666666666667,0.12,0.306666666666667,1.11113429373
0.92,0.826666666666667,0.126666666666667,0.26,1.2278967871346
0.926666666666667,0.846666666666667,0.12,0.26,1.20947044703339
0.933333333333333,0.88,0.153333333333333,0.22,1.3029813460388
0.92,0.886666666666667,0.1,0.18,1.29176038034503
