PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,PPV_C_e,PPV_C_ne,RR
0.9,0.83,0.65,0.39,1,1,2.26189513268057
0.97,0.85,0.6,0.43,1,1,1.99816143085523
0.91,0.85,0.61,0.5,1,1,1.69946267243607
0.96,0.83,0.67,0.4,1,1,2.36263686136926
0.92,0.92,0.61,0.53,1,0.98,1.54303431216883
0.91,0.9,0.61,0.4,1,0.98,1.96936618243894
0.91,0.86,0.58,0.55,1,0.96,1.45842037863434
0.95,0.92,0.66,0.45,0.98,0.94,1.91966762117136
0.89,0.81,0.61,0.44,1,0.96,1.89439344801814
0.91,0.85,0.6,0.51,0.98,0.98,1.64826455621255
0.94,0.84,0.54,0.43,0.96,0.96,1.80475970655182
0.92,0.81,0.7,0.43,0.98,1,2.30110962661783
0.91,0.75,0.6,0.47,1,0.94,1.84530511896686
0.88,0.9,0.69,0.44,0.96,1,2.04924229469287
0.95,0.82,0.68,0.36,1,0.96,2.5690237090714
0.93,0.82,0.63,0.44,0.98,0.98,2.03120990396488
0.92,0.87,0.62,0.54,1,1,1.60030032204841
0.88,0.85,0.63,0.33,1,0.98,2.43105849305252
0.92,0.79,0.64,0.45,0.98,1,2.07144463393142
0.9,0.88,0.71,0.41,1,1,2.25261236927957
0.94,0.87,0.54,0.39,1,0.96,1.8735729196672
0.93,0.83,0.65,0.4,0.98,1,2.27905488364865
0.92,0.88,0.68,0.49,1,1,1.88051915373663
0.88,0.82,0.65,0.36,1,0.98,2.38604617813191
0.95,0.81,0.64,0.43,0.98,0.94,2.10140289575395
0.94,0.91,0.67,0.54,1,1,1.69489235675155
0.92,0.84,0.63,0.36,0.98,0.98,2.3669702682174
0.89,0.89,0.65,0.49,1,1,1.75887780796593
0.91,0.83,0.6,0.42,1,0.96,1.9436307052964
0.92,0.9,0.63,0.42,0.98,0.96,1.95928152653707
0.92,0.83,0.55,0.39,1,0.98,1.957654133693
0.94,0.86,0.68,0.45,1,1,2.08108072194147
0.94,0.87,0.62,0.41,0.98,0.98,2.06553406033287
0.95,0.88,0.68,0.37,0.96,0.98,2.4582159151876
0.91,0.82,0.6,0.38,0.98,0.94,2.13606559231147
0.89,0.9,0.61,0.38,0.94,0.98,2.09114320510337
0.93,0.85,0.58,0.43,0.98,0.96,1.86799392237443
0.93,0.89,0.66,0.5,0.98,0.98,1.80088520768381
0.92,0.84,0.63,0.48,0.98,0.94,1.80599964738066
0.95,0.85,0.61,0.52,1,0.98,1.67256766328548
0.9,0.86,0.69,0.36,0.98,0.96,2.45832143520233
0.93,0.84,0.72,0.49,1,1,2.04497292013561
0.93,0.88,0.69,0.51,0.98,0.98,1.85204993448156
0.96,0.86,0.65,0.49,1,0.98,1.86256497379573
0.92,0.9,0.64,0.51,0.98,1,1.71612497246453
0.97,0.87,0.6,0.37,0.98,0.92,2.16142668582028
0.94,0.81,0.68,0.47,1,1,2.07474321542678
0.96,0.78,0.64,0.41,0.96,0.92,2.25575304556604
0.9,0.9,0.54,0.41,1,0.96,1.70197198710467
0.94,0.85,0.62,0.4,0.92,0.98,2.20850365146434
0.93,0.77,0.68,0.48,0.98,0.94,2.03919353536873
0.91,0.91,0.68,0.53,1,0.98,1.697792821825
0.87,0.84,0.67,0.39,0.94,1,2.32765309732147
0.93,0.94,0.65,0.43,1,1,1.95100960790862
0.89,0.84,0.64,0.42,0.98,0.98,2.05707125886787
0.91,0.85,0.61,0.43,0.98,0.98,1.94365949844534
0.9,0.84,0.66,0.48,0.98,0.98,1.89170074271885
0.93,0.87,0.59,0.28,0.98,1,2.73495036357945
0.89,0.87,0.6,0.4,0.96,0.98,2.00069669753078
0.95,0.92,0.55,0.47,1,1,1.61207569407568
0.96,0.8,0.67,0.46,0.98,0.96,2.10816860227134
0.93,0.84,0.63,0.42,0.98,0.98,2.084718756694
0.93,0.9,0.75,0.49,1,0.98,2.01968031554138
0.91,0.83,0.62,0.44,1,1,1.96095982770444
0.92,0.81,0.68,0.45,1,1,2.13152017117549
0.95,0.89,0.69,0.46,0.98,0.98,2.03667979278165
0.9,0.85,0.66,0.42,1,0.94,2.04801009838415
0.93,0.81,0.61,0.45,0.96,0.96,1.95053007921695
0.93,0.77,0.79,0.42,1,1,2.69669038234894
0.91,0.9,0.62,0.45,0.96,0.98,1.84794302241109
0.9,0.85,0.62,0.3,1,1,2.6689146893303
0.91,0.83,0.66,0.42,1,0.96,2.11525758058196
0.94,0.86,0.61,0.35,1,0.98,2.32404219669601
0.99,0.92,0.59,0.45,1,0.98,1.80882272116296
0.89,0.85,0.59,0.44,0.96,1,1.86250716613651
0.99,0.82,0.62,0.46,0.98,0.98,2.00410451087149
0.97,0.91,0.59,0.44,0.96,0.96,1.85071342691454
0.96,0.86,0.67,0.39,0.96,1,2.40181118587928
0.96,0.91,0.58,0.35,0.98,0.96,2.15960594070794
0.93,0.86,0.72,0.47,1,1,2.09354723156386
0.93,0.84,0.64,0.38,0.96,1,2.35628118475339
0.98,0.85,0.62,0.49,1,1,1.84183156568883
0.87,0.84,0.59,0.47,0.96,1,1.74324999720515
0.94,0.82,0.66,0.33,1,1,2.75240123265938
0.91,0.89,0.64,0.47,0.96,0.98,1.84311217102607
0.92,0.85,0.74,0.53,1,0.98,1.91166090775124
0.92,0.81,0.67,0.5,1,0.98,1.89214413523349
0.88,0.84,0.61,0.44,0.98,0.92,1.82253533272765
0.89,0.85,0.6,0.43,1,0.96,1.8487194538294
0.92,0.87,0.63,0.45,0.98,1,1.92614678746047
0.96,0.92,0.69,0.47,1,0.92,1.90171160996343
0.89,0.91,0.61,0.46,0.98,0.98,1.7330166368838
0.91,0.83,0.63,0.53,0.98,1,1.6979938779669
0.9,0.84,0.63,0.46,1,1,1.88422767034536
0.93,0.85,0.67,0.43,1,0.96,2.09617594619363
0.91,0.83,0.51,0.44,1,0.98,1.63553360457107
0.91,0.83,0.61,0.48,0.96,1,1.82524468033557
0.92,0.85,0.61,0.43,1,1,1.95716326077605
0.94,0.86,0.65,0.45,1,0.98,1.98064517592511
0.91,0.83,0.54,0.46,1,1,1.66863950064735
