prop_exp,prev_ne,risk,SE_ratio,power,sample_size,SE_AUB,SE_A_e,SE_B_given_A_e,SE_A_int_B_e,SE_B_e,SE_A_given_B_e,SE_B_given_not_A_e,SE_A_ne,SE_B_given_A_ne,SE_A_int_B_ne,SE_B_ne,SE_A_given_B_ne,SE_B_given_not_A_ne,SP_A_e,SP_B_e,SP_A_ne,SP_B_ne
0.2,0.01,0.5,0.4,0.785,100_100_50,0.9,0.2,0.0625,0.0125,0.7125,0.0175438596491228,0.875,0.5,0.15,0.075,0.475,0.157894736842105,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,0.4,0.775,100_100_50,0.9,0.2,0.125,0.025,0.725,0.0344827586206897,0.875,0.5,0.3,0.15,0.55,0.272727272727273,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,0.4,0.774,100_100_50,0.9,0.2,0.208333333333333,0.0416666666666667,0.741666666666667,0.0561797752808989,0.875,0.5,0.5,0.25,0.65,0.384615384615385,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,0.4,0.98,200_200_100,0.9,0.2,0.0625,0.0125,0.7125,0.0175438596491228,0.875,0.5,0.15,0.075,0.475,0.157894736842105,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,0.4,0.979,200_200_100,0.9,0.2,0.125,0.025,0.725,0.0344827586206897,0.875,0.5,0.3,0.15,0.55,0.272727272727273,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,0.4,0.984,200_200_100,0.9,0.2,0.208333333333333,0.0416666666666667,0.741666666666667,0.0561797752808989,0.875,0.5,0.5,0.25,0.65,0.384615384615385,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,0.4,1,300_300_150,0.9,0.2,0.0625,0.0125,0.7125,0.0175438596491228,0.875,0.5,0.15,0.075,0.475,0.157894736842105,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,0.4,0.999,300_300_150,0.9,0.2,0.125,0.025,0.725,0.0344827586206897,0.875,0.5,0.3,0.15,0.55,0.272727272727273,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,0.4,0.997,300_300_150,0.9,0.2,0.208333333333333,0.0416666666666667,0.741666666666667,0.0561797752808989,0.875,0.5,0.5,0.25,0.65,0.384615384615385,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,0.8,0.158,100_100_50,0.9,0.4,0.03125,0.0125,0.5125,0.024390243902439,0.833333333333333,0.5,0.15,0.075,0.475,0.157894736842105,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,0.8,0.15,100_100_50,0.9,0.4,0.0625,0.025,0.525,0.0476190476190476,0.833333333333333,0.5,0.3,0.15,0.55,0.272727272727273,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,0.8,0.164,100_100_50,0.9,0.4,0.104166666666667,0.0416666666666667,0.541666666666667,0.0769230769230769,0.833333333333333,0.5,0.5,0.25,0.65,0.384615384615385,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,0.8,0.251,200_200_100,0.9,0.4,0.03125,0.0125,0.5125,0.024390243902439,0.833333333333333,0.5,0.15,0.075,0.475,0.157894736842105,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,0.8,0.248,200_200_100,0.9,0.4,0.0625,0.025,0.525,0.0476190476190476,0.833333333333333,0.5,0.3,0.15,0.55,0.272727272727273,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,0.8,0.285,200_200_100,0.9,0.4,0.104166666666667,0.0416666666666667,0.541666666666667,0.0769230769230769,0.833333333333333,0.5,0.5,0.25,0.65,0.384615384615385,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,0.8,0.333,300_300_150,0.9,0.4,0.03125,0.0125,0.5125,0.024390243902439,0.833333333333333,0.5,0.15,0.075,0.475,0.157894736842105,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,0.8,0.388,300_300_150,0.9,0.4,0.0625,0.025,0.525,0.0476190476190476,0.833333333333333,0.5,0.3,0.15,0.55,0.272727272727273,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,0.8,0.403,300_300_150,0.9,0.4,0.104166666666667,0.0416666666666667,0.541666666666667,0.0769230769230769,0.833333333333333,0.5,0.5,0.25,0.65,0.384615384615385,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,1,0.053,100_100_50,0.9,0.5,0.025,0.0125,0.4125,0.0303030303030303,0.8,0.5,0.15,0.075,0.475,0.157894736842105,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,1,0.049,100_100_50,0.9,0.5,0.05,0.025,0.425,0.0588235294117647,0.8,0.5,0.3,0.15,0.55,0.272727272727273,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,1,0.046,100_100_50,0.9,0.5,0.0833333333333333,0.0416666666666667,0.441666666666667,0.0943396226415094,0.8,0.5,0.5,0.25,0.65,0.384615384615385,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,1,0.039,200_200_100,0.9,0.5,0.025,0.0125,0.4125,0.0303030303030303,0.8,0.5,0.15,0.075,0.475,0.157894736842105,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,1,0.046,200_200_100,0.9,0.5,0.05,0.025,0.425,0.0588235294117647,0.8,0.5,0.3,0.15,0.55,0.272727272727273,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,1,0.04,200_200_100,0.9,0.5,0.0833333333333333,0.0416666666666667,0.441666666666667,0.0943396226415094,0.8,0.5,0.5,0.25,0.65,0.384615384615385,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,1,0.029,300_300_150,0.9,0.5,0.025,0.0125,0.4125,0.0303030303030303,0.8,0.5,0.15,0.075,0.475,0.157894736842105,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,1,0.036,300_300_150,0.9,0.5,0.05,0.025,0.425,0.0588235294117647,0.8,0.5,0.3,0.15,0.55,0.272727272727273,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,1,0.041,300_300_150,0.9,0.5,0.0833333333333333,0.0416666666666667,0.441666666666667,0.0943396226415094,0.8,0.5,0.5,0.25,0.65,0.384615384615385,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,1.2,0.125,100_100_50,0.9,0.6,0.0208333333333333,0.0125,0.3125,0.04,0.75,0.5,0.15,0.075,0.475,0.157894736842105,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,1.2,0.097,100_100_50,0.9,0.6,0.0416666666666667,0.025,0.325,0.0769230769230769,0.75,0.5,0.3,0.15,0.55,0.272727272727273,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,1.2,0.09,100_100_50,0.9,0.6,0.0694444444444445,0.0416666666666667,0.341666666666667,0.121951219512195,0.75,0.5,0.5,0.25,0.65,0.384615384615385,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,1.2,0.164,200_200_100,0.9,0.6,0.0208333333333333,0.0125,0.3125,0.04,0.75,0.5,0.15,0.075,0.475,0.157894736842105,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,1.2,0.154,200_200_100,0.9,0.6,0.0416666666666667,0.025,0.325,0.0769230769230769,0.75,0.5,0.3,0.15,0.55,0.272727272727273,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,1.2,0.136,200_200_100,0.9,0.6,0.0694444444444445,0.0416666666666667,0.341666666666667,0.121951219512195,0.75,0.5,0.5,0.25,0.65,0.384615384615385,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,1.2,0.254,300_300_150,0.9,0.6,0.0208333333333333,0.0125,0.3125,0.04,0.75,0.5,0.15,0.075,0.475,0.157894736842105,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,1.2,0.218,300_300_150,0.9,0.6,0.0416666666666667,0.025,0.325,0.0769230769230769,0.75,0.5,0.3,0.15,0.55,0.272727272727273,0.8,0.99,0.99,0.99,0.99
0.2,0.01,0.5,1.2,0.171,300_300_150,0.9,0.6,0.0694444444444445,0.0416666666666667,0.341666666666667,0.121951219512195,0.75,0.5,0.5,0.25,0.65,0.384615384615385,0.8,0.99,0.99,0.99,0.99
