PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,PPV_C_e,PPV_C_ne,RR
0.34,0.313333333333333,0.373333333333333,0.433333333333333,0.863636363636364,0.953125,1.13534223380408
0.38,0.36,0.32,0.466666666666667,0.863636363636364,0.953125,0.985294651610326
0.406666666666667,0.353333333333333,0.34,0.42,0.863636363636364,0.96875,1.15298942778173
0.38,0.4,0.34,0.38,0.863636363636364,0.9765625,1.10691827969428
0.34,0.306666666666667,0.4,0.366666666666667,0.863636363636364,0.9609375,1.35529680805534
0.366666666666667,0.333333333333333,0.353333333333333,0.453333333333333,0.863636363636364,0.9609375,1.0780926090236
0.373333333333333,0.393333333333333,0.3,0.406666666666667,0.863636363636364,0.9921875,1.00247711976591
0.34,0.393333333333333,0.326666666666667,0.393333333333333,0.863636363636364,0.953125,1.00173677334989
0.426666666666667,0.273333333333333,0.4,0.44,0.863636363636364,0.9609375,1.40279943179337
0.34,0.28,0.32,0.42,0.863636363636364,0.953125,1.13593101321161
0.373333333333333,0.306666666666667,0.34,0.4,0.863636363636364,0.9375,1.21711821022738
0.38,0.346666666666667,0.293333333333333,0.473333333333333,0.863636363636364,0.9453125,0.953288369637334
0.386666666666667,0.306666666666667,0.4,0.386666666666667,0.863636363636364,0.953125,1.387067414097
0.393333333333333,0.266666666666667,0.293333333333333,0.426666666666667,0.863636363636364,0.9375,1.19420670369932
0.366666666666667,0.293333333333333,0.34,0.466666666666667,0.863636363636364,0.9609375,1.09960842845488
0.386666666666667,0.233333333333333,0.393333333333333,0.48,0.863636363636364,0.96875,1.31334477434462
0.38,0.286666666666667,0.293333333333333,0.373333333333333,0.863636363636364,0.953125,1.26047844838781
0.446666666666667,0.253333333333333,0.34,0.366666666666667,0.863636363636364,0.9609375,1.61021390276024
0.406666666666667,0.333333333333333,0.346666666666667,0.386666666666667,0.863636363636364,0.9296875,1.2606350020939
0.38,0.353333333333333,0.306666666666667,0.4,0.863636363636364,0.9609375,1.09166196521938
0.353333333333333,0.313333333333333,0.326666666666667,0.426666666666667,0.863636363636364,0.9765625,1.10231371616892
0.4,0.32,0.366666666666667,0.366666666666667,0.863636363636364,0.9765625,1.38348438987665
0.386666666666667,0.353333333333333,0.32,0.34,0.863636363636364,0.96875,1.26011183987922
0.34,0.34,0.32,0.366666666666667,0.863636363636364,0.9765625,1.14138346047501
0.373333333333333,0.3,0.306666666666667,0.466666666666667,0.863636363636364,0.96875,1.04908763228858
0.353333333333333,0.32,0.413333333333333,0.42,0.863636363636364,0.9921875,1.25277146316652
0.346666666666667,0.36,0.32,0.406666666666667,0.863636363636364,0.953125,1.03136864236294
0.333333333333333,0.32,0.353333333333333,0.34,0.863636363636364,0.9765625,1.29978710625033
0.326666666666667,0.34,0.353333333333333,0.453333333333333,0.863636363636364,0.9609375,1.00403580867703
0.34,0.333333333333333,0.4,0.34,0.863636363636364,0.984375,1.37234185073261
0.38,0.34,0.32,0.426666666666667,0.863636363636364,0.96875,1.08783590307469
0.393333333333333,0.286666666666667,0.273333333333333,0.333333333333333,0.863636363636364,0.9609375,1.36544638253772
0.353333333333333,0.273333333333333,0.373333333333333,0.446666666666667,0.863636363636364,0.9765625,1.21527288015361
0.406666666666667,0.3,0.36,0.4,0.863636363636364,0.984375,1.34681371080602
0.4,0.36,0.4,0.426666666666667,0.863636363636364,0.953125,1.20505212921883
0.333333333333333,0.373333333333333,0.386666666666667,0.42,0.863636363636364,0.9609375,1.07030563328322
0.4,0.293333333333333,0.313333333333333,0.353333333333333,0.863636363636364,0.9609375,1.38207219528354
0.38,0.366666666666667,0.366666666666667,0.393333333333333,0.863636363636364,0.984375,1.18527388941923
0.366666666666667,0.346666666666667,0.42,0.366666666666667,0.863636363636364,0.96875,1.3489664507466
0.413333333333333,0.293333333333333,0.366666666666667,0.366666666666667,0.863636363636364,0.9609375,1.47280884837971
0.393333333333333,0.36,0.34,0.373333333333333,0.863636363636364,0.9609375,1.21221397874262
0.373333333333333,0.366666666666667,0.386666666666667,0.373333333333333,0.863636363636364,0.9453125,1.23624332940462
0.373333333333333,0.38,0.386666666666667,0.393333333333333,0.863636363636364,0.96875,1.1762661852664
0.36,0.286666666666667,0.346666666666667,0.38,0.863636363636364,0.9765625,1.31423051241882
0.393333333333333,0.293333333333333,0.32,0.52,0.863636363636364,0.9765625,1.02275833188741
0.333333333333333,0.366666666666667,0.4,0.433333333333333,0.863636363636364,0.96875,1.07982400029005
0.406666666666667,0.4,0.36,0.386666666666667,0.863636363636364,0.953125,1.16157017555714
0.313333333333333,0.34,0.413333333333333,0.413333333333333,0.863636363636364,0.96875,1.15135632076119
0.38,0.266666666666667,0.333333333333333,0.366666666666667,0.863636363636364,0.9609375,1.41308774304412
0.393333333333333,0.326666666666667,0.4,0.42,0.863636363636364,0.953125,1.272306474651
0.393333333333333,0.426666666666667,0.406666666666667,0.36,0.863636363636364,0.9453125,1.21431071963147
0.413333333333333,0.346666666666667,0.333333333333333,0.426666666666667,0.863636363636364,0.96875,1.15230035675786
0.326666666666667,0.273333333333333,0.34,0.36,0.863636363636364,0.96875,1.31905240071372
0.373333333333333,0.293333333333333,0.353333333333333,0.366666666666667,0.863636363636364,0.984375,1.37749595349656
0.413333333333333,0.28,0.333333333333333,0.413333333333333,0.863636363636364,0.9609375,1.31460018706049
0.433333333333333,0.313333333333333,0.346666666666667,0.413333333333333,0.863636363636364,0.9765625,1.30553191862338
0.44,0.353333333333333,0.38,0.393333333333333,0.863636363636364,0.96875,1.33091451241608
0.393333333333333,0.38,0.326666666666667,0.453333333333333,0.863636363636364,0.9296875,1.00160142086337
0.413333333333333,0.326666666666667,0.36,0.44,0.863636363636364,0.953125,1.19894235326669
0.38,0.346666666666667,0.36,0.38,0.863636363636364,0.9453125,1.22903433602914
0.366666666666667,0.313333333333333,0.333333333333333,0.42,0.863636363636364,0.9921875,1.155436788929
0.446666666666667,0.373333333333333,0.36,0.4,0.863636363636364,0.96875,1.2540380915935
0.426666666666667,0.353333333333333,0.326666666666667,0.446666666666667,0.863636363636364,0.96875,1.11442851907125
0.353333333333333,0.34,0.326666666666667,0.4,0.863636363636364,0.9609375,1.10224173445166
0.406666666666667,0.286666666666667,0.353333333333333,0.466666666666667,0.863636363636364,0.9765625,1.20496368174719
0.353333333333333,0.293333333333333,0.38,0.346666666666667,0.863636363636364,0.9609375,1.43755751074639
0.406666666666667,0.36,0.426666666666667,0.426666666666667,0.863636363636364,0.9453125,1.25396735905629
0.413333333333333,0.28,0.413333333333333,0.4,0.863636363636364,0.953125,1.49266759809565
0.34,0.346666666666667,0.293333333333333,0.38,0.863636363636364,0.9453125,1.04541893915187
0.346666666666667,0.326666666666667,0.413333333333333,0.42,0.863636363636364,0.9765625,1.22233008762797
0.366666666666667,0.293333333333333,0.38,0.413333333333333,0.863636363636364,0.96875,1.28352953735496
0.38,0.313333333333333,0.346666666666667,0.4,0.863636363636364,0.9765625,1.24111741755741
0.34,0.333333333333333,0.34,0.346666666666667,0.863636363636364,0.9921875,1.24487853500239
0.346666666666667,0.306666666666667,0.346666666666667,0.446666666666667,0.863636363636364,0.9609375,1.09172246369655
0.34,0.326666666666667,0.353333333333333,0.34,0.863636363636364,0.96875,1.29352432654664
0.373333333333333,0.34,0.366666666666667,0.393333333333333,0.863636363636364,0.9375,1.20963844921558
0.393333333333333,0.34,0.44,0.393333333333333,0.863636363636364,0.9765625,1.38201623565486
0.32,0.36,0.353333333333333,0.4,0.863636363636364,0.9765625,1.05870908704906
0.386666666666667,0.326666666666667,0.3,0.413333333333333,0.863636363636364,0.953125,1.11104682178061
0.34,0.34,0.346666666666667,0.4,0.863636363636364,0.96875,1.1146918434408
0.353333333333333,0.34,0.386666666666667,0.453333333333333,0.863636363636364,0.9375,1.09005309170451
0.44,0.266666666666667,0.353333333333333,0.506666666666667,0.863636363636364,0.9609375,1.20993821109487
0.34,0.3,0.366666666666667,0.353333333333333,0.863636363636364,0.984375,1.35642848483068
0.38,0.32,0.36,0.426666666666667,0.863636363636364,0.9765625,1.19085991588428
0.466666666666667,0.333333333333333,0.406666666666667,0.42,0.863636363636364,0.9453125,1.39049367838435
0.4,0.32,0.373333333333333,0.44,0.863636363636364,0.96875,1.21561115226874
0.446666666666667,0.353333333333333,0.326666666666667,0.34,0.863636363636364,0.9609375,1.38306190032689
0.346666666666667,0.326666666666667,0.346666666666667,0.413333333333333,0.863636363636364,0.9609375,1.12134940063454
0.406666666666667,0.333333333333333,0.36,0.406666666666667,0.863636363636364,1,1.26260875976995
0.4,0.333333333333333,0.373333333333333,0.42,0.863636363636364,0.9609375,1.22975967902863
0.42,0.266666666666667,0.32,0.44,0.863636363636364,0.9765625,1.27343774798681
0.4,0.433333333333333,0.366666666666667,0.453333333333333,0.863636363636364,0.953125,0.999481983589988
0.406666666666667,0.3,0.38,0.313333333333333,0.863636363636364,0.96875,1.65132182047844
0.333333333333333,0.266666666666667,0.32,0.313333333333333,0.863636363636364,0.96875,1.4619182942603
0.373333333333333,0.346666666666667,0.32,0.426666666666667,0.863636363636364,0.96875,1.065689545629
0.413333333333333,0.32,0.38,0.393333333333333,0.863636363636364,0.96875,1.35826361553709
0.373333333333333,0.42,0.293333333333333,0.393333333333333,0.863636363636364,0.9375,0.961427689462944
0.346666666666667,0.34,0.373333333333333,0.42,0.863636363636364,0.9765625,1.13233485150012
0.4,0.32,0.42,0.36,0.863636363636364,0.9609375,1.49375096413628
0.393333333333333,0.326666666666667,0.313333333333333,0.42,0.863636363636364,0.9609375,1.13354949394208
0.366666666666667,0.273333333333333,0.373333333333333,0.473333333333333,0.863636363636364,0.9609375,1.17578429643837
