PPV_A_e,PPV_A_ne,PPV_B_e,PPV_B_ne,PPV_C_e,PPV_C_ne,RR
0.86,0.9,0.98,0.9,1,1,1.890369509061
0.96,0.86,0.92,0.88,1,1,2.02564113158123
0.92,0.82,0.92,0.96,0.96,1,1.90697520319439
0.96,0.96,0.92,0.92,1,1,1.84550986862743
0.9,0.9,0.9,0.94,1,1,1.79832951308856
0.88,0.88,0.9,0.84,1,1,1.94743363179942
0.94,0.86,0.92,0.9,0.96,1,1.97337713111011
0.92,0.8,0.94,0.84,0.96,1,2.15746484974173
0.94,0.8,0.86,0.92,1,1,1.95065547821218
0.94,0.88,0.94,0.9,1,0.96,1.94459109189544
0.9,0.94,0.84,0.92,1,1,1.72355881863698
0.92,0.9,0.92,0.92,0.96,1,1.87204369201707
0.98,0.78,0.94,0.82,1,1,2.30305332636877
0.94,0.8,0.94,0.86,0.96,0.96,2.12060463708806
0.88,0.86,0.94,0.92,1,1,1.89006035143876
0.94,0.88,0.92,0.92,1,1,1.91453266141035
0.94,0.84,0.92,0.84,1,0.96,2.07349395871671
0.94,0.84,0.94,0.88,1,1,2.04971395082745
0.96,0.82,0.88,0.88,1,0.96,2.01329051362676
0.94,0.92,0.92,0.94,0.96,1,1.84348992948742
0.98,0.78,0.92,0.88,1,1,2.16184663750485
0.92,0.84,0.98,0.92,1,1,2.00245294028657
0.9,0.82,0.96,0.82,1,0.96,2.13290218365152
0.9,0.86,0.86,0.9,1,1,1.86027262489887
0.94,0.9,0.9,0.88,1,1,1.93043812090843
0.9,0.86,0.86,0.88,1,1,1.89060169481021
0.96,0.82,0.86,0.9,1,1,1.98118930435472
0.88,0.92,0.92,0.86,1,1,1.88762931301493
0.96,0.84,0.88,0.92,1,1,1.94506278230425
0.92,0.88,0.94,0.86,0.96,1,2.00961724471466
0.94,0.96,0.92,0.84,1,1,1.93904095152464
0.96,0.82,0.92,0.82,0.96,1,2.19367075227741
0.92,0.88,0.9,0.92,0.96,1,1.87502337944242
0.92,0.9,0.96,0.96,0.96,1,1.85499710347596
0.86,0.9,0.9,0.86,1,1,1.86735121170747
0.9,0.86,0.86,0.92,0.96,1,1.83448634590377
0.9,0.76,0.96,0.86,1,1,2.17340413092558
0.9,0.76,0.96,0.92,1,1,2.06354294172906
0.96,0.86,0.9,0.86,1,1,2.0376417024029
0.96,0.88,0.98,0.88,1,1,2.06249031321291
0.9,0.84,0.92,0.86,1,1,2.01325724792926
0.96,0.84,0.94,0.94,0.96,1,1.97947815266149
0.94,0.84,0.9,0.92,0.96,1,1.94617038749973
1,0.9,0.94,0.9,1,1,2.00944220185911
0.92,0.9,0.86,0.88,0.92,1,1.87309943796923
0.96,0.84,0.98,0.92,1,1,2.04912364115753
0.9,0.88,0.86,0.82,1,1,1.96102419345622
0.94,0.82,0.94,0.8,1,1,2.22612063909655
0.9,0.78,0.8,0.9,0.96,1,1.8984062692361
0.92,0.84,0.74,0.9,1,1,1.78118814327562
0.96,0.76,0.98,0.94,1,1,2.12346273470153
0.94,0.78,0.9,0.86,1,1,2.12582612101906
0.9,0.88,0.88,0.84,1,1,1.95005773590949
0.86,0.88,0.84,0.86,1,1,1.82783473815117
0.96,0.88,0.88,0.94,0.96,1,1.87106446776612
0.9,0.9,0.96,0.92,0.96,1,1.88965892281693
0.92,0.74,0.92,0.76,1,1,2.40002539949903
0.92,0.78,0.92,0.82,1,1,2.20006157814681
